Experiment,lab,Language,Subject,Age_months,Age_years,method,Query,Response,cite
Wagner2016,Barner,English,031412-NE,40,3.333333333,non-titrated,5,2,Wagner2016
Wagner2016,Barner,English,031412-NE,40,3.333333333,non-titrated,2,2,Wagner2016
Wagner2016,Barner,English,031412-NE,40,3.333333333,non-titrated,8,2,Wagner2016
Wagner2016,Barner,English,031412-NE,40,3.333333333,non-titrated,10,2,Wagner2016
Wagner2016,Barner,English,031412-NE,40,3.333333333,non-titrated,2,2,Wagner2016
Wagner2016,Barner,English,031412-NE,40,3.333333333,non-titrated,1,3,Wagner2016
Wagner2016,Barner,English,031412-NE,40,3.333333333,non-titrated,5,2,Wagner2016
Wagner2016,Barner,English,031412-NE,40,3.333333333,non-titrated,4,2,Wagner2016
Wagner2016,Barner,English,031412-NE,40,3.333333333,non-titrated,8,2,Wagner2016
Wagner2016,Barner,English,031412-NE,40,3.333333333,non-titrated,3,2,Wagner2016
Wagner2016,Barner,English,031212-BD (031912-BD),35,2.916666667,non-titrated,1,1,Wagner2016
Wagner2016,Barner,English,031212-BD (031912-BD),35,2.916666667,non-titrated,2,2,Wagner2016
Wagner2016,Barner,English,031212-BD (031912-BD),35,2.916666667,non-titrated,4,2,Wagner2016
Wagner2016,Barner,English,031212-BD (031912-BD),35,2.916666667,non-titrated,8,2,Wagner2016
Wagner2016,Barner,English,031212-BD (031912-BD),35,2.916666667,non-titrated,5,2,Wagner2016
Wagner2016,Barner,English,031212-BD (031912-BD),35,2.916666667,non-titrated,3,2,Wagner2016
Wagner2016,Barner,English,031212-BD (031912-BD),35,2.916666667,non-titrated,10,2,Wagner2016
Wagner2016,Barner,English,031212-BD (031912-BD),35,2.916666667,non-titrated,3,2,Wagner2016
Wagner2016,Barner,English,031212-BD (031912-BD),35,2.916666667,non-titrated,10,2,Wagner2016
Wagner2016,Barner,English,031212-BD (031912-BD),35,2.916666667,non-titrated,4,2,Wagner2016
Wagner2016,Barner,English,031212-BD (031912-BD),35,2.916666667,non-titrated,1,1,Wagner2016
Wagner2016,Barner,English,031212-BD (031912-BD),35,2.916666667,non-titrated,5,1,Wagner2016
Wagner2016,Barner,English,031212-BD (031912-BD),35,2.916666667,non-titrated,2,2,Wagner2016
Wagner2016,Barner,English,031212-BD (031912-BD),35,2.916666667,non-titrated,8,2,Wagner2016
Wagner2016,Barner,English,031212-BD (031912-BD),35,2.916666667,non-titrated,10,2,Wagner2016
Wagner2016,Barner,English,031212-BD (031912-BD),35,2.916666667,non-titrated,2,2,Wagner2016
Wagner2016,Barner,English,031212-BD (031912-BD),35,2.916666667,non-titrated,1,1,Wagner2016
Wagner2016,Barner,English,031212-BD (031912-BD),35,2.916666667,non-titrated,5,2,Wagner2016
Wagner2016,Barner,English,031212-BD (031912-BD),35,2.916666667,non-titrated,4,2,Wagner2016
Wagner2016,Barner,English,031212-BD (031912-BD),35,2.916666667,non-titrated,8,2,Wagner2016
Wagner2016,Barner,English,031212-BD (031912-BD),35,2.916666667,non-titrated,3,2,Wagner2016
Wagner2016,Barner,English,032012-SG (031412-SG),38,3.166666667,non-titrated,1,1,Wagner2016
Wagner2016,Barner,English,032012-SG (031412-SG),38,3.166666667,non-titrated,2,1,Wagner2016
Wagner2016,Barner,English,032012-SG (031412-SG),38,3.166666667,non-titrated,4,1,Wagner2016
Wagner2016,Barner,English,032012-SG (031412-SG),38,3.166666667,non-titrated,8,1,Wagner2016
Wagner2016,Barner,English,032012-SG (031412-SG),38,3.166666667,non-titrated,5,1,Wagner2016
Wagner2016,Barner,English,032012-SG (031412-SG),38,3.166666667,non-titrated,3,1,Wagner2016
Wagner2016,Barner,English,032012-SG (031412-SG),38,3.166666667,non-titrated,10,1,Wagner2016
Wagner2016,Barner,English,032012-SG (031412-SG),38,3.166666667,non-titrated,3,1,Wagner2016
Wagner2016,Barner,English,032012-SG (031412-SG),38,3.166666667,non-titrated,10,1,Wagner2016
Wagner2016,Barner,English,032012-SG (031412-SG),38,3.166666667,non-titrated,4,1,Wagner2016
Wagner2016,Barner,English,032012-SG (031412-SG),38,3.166666667,non-titrated,1,1,Wagner2016
Wagner2016,Barner,English,032012-SG (031412-SG),38,3.166666667,non-titrated,5,1,Wagner2016
Wagner2016,Barner,English,032012-SG (031412-SG),38,3.166666667,non-titrated,2,1,Wagner2016
Wagner2016,Barner,English,032012-SG (031412-SG),38,3.166666667,non-titrated,8,1,Wagner2016
Wagner2016,Barner,English,032012-SG (031412-SG),38,3.166666667,non-titrated,10,1,Wagner2016
Wagner2016,Barner,English,032012-SG (031412-SG),38,3.166666667,non-titrated,2,1,Wagner2016
Wagner2016,Barner,English,032012-SG (031412-SG),38,3.166666667,non-titrated,1,1,Wagner2016
Wagner2016,Barner,English,032012-SG (031412-SG),38,3.166666667,non-titrated,5,1,Wagner2016
Wagner2016,Barner,English,032012-SG (031412-SG),38,3.166666667,non-titrated,4,1,Wagner2016
Wagner2016,Barner,English,032012-SG (031412-SG),38,3.166666667,non-titrated,8,1,Wagner2016
Wagner2016,Barner,English,032012-SG (031412-SG),38,3.166666667,non-titrated,3,1,Wagner2016
Wagner2016,Barner,English,031312-AN,42,3.5,non-titrated,1,1,Wagner2016
Wagner2016,Barner,English,031312-AN,42,3.5,non-titrated,2,2,Wagner2016
Wagner2016,Barner,English,031312-AN,42,3.5,non-titrated,4,4,Wagner2016
Wagner2016,Barner,English,031312-AN,42,3.5,non-titrated,8,6,Wagner2016
Wagner2016,Barner,English,031312-AN,42,3.5,non-titrated,5,5,Wagner2016
Wagner2016,Barner,English,031312-AN,42,3.5,non-titrated,3,3,Wagner2016
Wagner2016,Barner,English,031312-AN,42,3.5,non-titrated,10,4,Wagner2016
Wagner2016,Barner,English,031312-AN,42,3.5,non-titrated,3,3,Wagner2016
Wagner2016,Barner,English,031312-AN,42,3.5,non-titrated,10,6,Wagner2016
Wagner2016,Barner,English,031312-AN,42,3.5,non-titrated,4,4,Wagner2016
Wagner2016,Barner,English,031312-AN,42,3.5,non-titrated,1,1,Wagner2016
Wagner2016,Barner,English,031312-AN,42,3.5,non-titrated,5,4,Wagner2016
Wagner2016,Barner,English,031312-AN,42,3.5,non-titrated,2,2,Wagner2016
Wagner2016,Barner,English,031312-AN,42,3.5,non-titrated,8,4,Wagner2016
Wagner2016,Barner,English,031312-AN,42,3.5,non-titrated,10,4,Wagner2016
Wagner2016,Barner,English,031312-AN,42,3.5,non-titrated,2,2,Wagner2016
Wagner2016,Barner,English,031312-AN,42,3.5,non-titrated,1,1,Wagner2016
Wagner2016,Barner,English,031312-AN,42,3.5,non-titrated,5,4,Wagner2016
Wagner2016,Barner,English,031312-AN,42,3.5,non-titrated,4,4,Wagner2016
Wagner2016,Barner,English,031312-AN,42,3.5,non-titrated,8,4,Wagner2016
Wagner2016,Barner,English,031312-AN,42,3.5,non-titrated,3,4,Wagner2016
Wagner2016,Barner,English,031312-SL,38,3.166666667,non-titrated,1,1,Wagner2016
Wagner2016,Barner,English,031312-SL,38,3.166666667,non-titrated,2,2,Wagner2016
Wagner2016,Barner,English,031312-SL,38,3.166666667,non-titrated,4,4,Wagner2016
Wagner2016,Barner,English,031312-SL,38,3.166666667,non-titrated,8,8,Wagner2016
Wagner2016,Barner,English,031312-SL,38,3.166666667,non-titrated,5,5,Wagner2016
Wagner2016,Barner,English,031312-SL,38,3.166666667,non-titrated,10,10,Wagner2016
Wagner2016,Barner,English,031312-SL,38,3.166666667,non-titrated,3,3,Wagner2016
Wagner2016,Barner,English,031312-SL,38,3.166666667,non-titrated,10,10,Wagner2016
Wagner2016,Barner,English,031312-SL,38,3.166666667,non-titrated,4,4,Wagner2016
Wagner2016,Barner,English,031312-SL,38,3.166666667,non-titrated,1,1,Wagner2016
Wagner2016,Barner,English,031312-SL,38,3.166666667,non-titrated,5,5,Wagner2016
Wagner2016,Barner,English,031312-SL,38,3.166666667,non-titrated,2,2,Wagner2016
Wagner2016,Barner,English,031312-SL,38,3.166666667,non-titrated,8,8,Wagner2016
Wagner2016,Barner,English,031312-SL,38,3.166666667,non-titrated,10,10,Wagner2016
Wagner2016,Barner,English,031312-SL,38,3.166666667,non-titrated,2,2,Wagner2016
Wagner2016,Barner,English,031312-SL,38,3.166666667,non-titrated,1,1,Wagner2016
Wagner2016,Barner,English,031312-SL,38,3.166666667,non-titrated,5,5,Wagner2016
Wagner2016,Barner,English,031312-SL,38,3.166666667,non-titrated,4,4,Wagner2016
Wagner2016,Barner,English,031312-SL,38,3.166666667,non-titrated,8,8,Wagner2016
Wagner2016,Barner,English,031312-SL,38,3.166666667,non-titrated,3,3,Wagner2016
Wagner2016,Barner,Spanish,082212-TT,25,2.083333333,non-titrated,1,10,Wagner2016
Wagner2016,Barner,Spanish,082212-TT,25,2.083333333,non-titrated,2,10,Wagner2016
Wagner2016,Barner,Spanish,080212-KB,32,2.666666667,non-titrated,1,10,Wagner2016
Wagner2016,Barner,Spanish,080212-KB,32,2.666666667,non-titrated,2,10,Wagner2016
Wagner2016,Barner,Spanish,080212-KB,32,2.666666667,non-titrated,4,2,Wagner2016
Wagner2016,Barner,Spanish,080212-KB,32,2.666666667,non-titrated,8,5,Wagner2016
Wagner2016,Barner,Spanish,080212-KB,32,2.666666667,non-titrated,5,10,Wagner2016
Wagner2016,Barner,Spanish,021512-VW,52,4.333333333,non-titrated,1,1,Wagner2016
Wagner2016,Barner,Spanish,021512-VW,52,4.333333333,non-titrated,2,2,Wagner2016
Wagner2016,Barner,Spanish,021512-VW,52,4.333333333,non-titrated,4,4,Wagner2016
Wagner2016,Barner,Spanish,021512-VW,52,4.333333333,non-titrated,8,5,Wagner2016
Wagner2016,Barner,Spanish,021512-VW,52,4.333333333,non-titrated,5,5,Wagner2016
Wagner2016,Barner,Spanish,021512-VW,52,4.333333333,non-titrated,3,3,Wagner2016
Wagner2016,Barner,Spanish,021512-VW,52,4.333333333,non-titrated,10,6,Wagner2016
Wagner2016,Barner,Spanish,021512-VW,52,4.333333333,non-titrated,3,3,Wagner2016
Wagner2016,Barner,Spanish,021512-VW,52,4.333333333,non-titrated,10,8,Wagner2016
Wagner2016,Barner,Spanish,021512-VW,52,4.333333333,non-titrated,4,4,Wagner2016
Wagner2016,Barner,Spanish,021512-VW,52,4.333333333,non-titrated,1,1,Wagner2016
Wagner2016,Barner,Spanish,021512-VW,52,4.333333333,non-titrated,5,5,Wagner2016
Wagner2016,Barner,Spanish,021512-VW,52,4.333333333,non-titrated,2,2,Wagner2016
Wagner2016,Barner,Spanish,021512-VW,52,4.333333333,non-titrated,8,5,Wagner2016
Wagner2016,Barner,Spanish,021512-VW,52,4.333333333,non-titrated,2,2,Wagner2016
Wagner2016,Barner,Spanish,021512-VW,52,4.333333333,non-titrated,1,1,Wagner2016
Wagner2016,Barner,Spanish,021512-VW,52,4.333333333,non-titrated,5,5,Wagner2016
Wagner2016,Barner,Spanish,021512-VW,52,4.333333333,non-titrated,4,4,Wagner2016
Wagner2016,Barner,Spanish,021512-VW,52,4.333333333,non-titrated,8,8,Wagner2016
Wagner2016,Barner,Spanish,021512-VW,52,4.333333333,non-titrated,3,3,Wagner2016
Wagner2016,Barner,Spanish,021512-TL,54,4.5,non-titrated,1,1,Wagner2016
Wagner2016,Barner,Spanish,021512-TL,54,4.5,non-titrated,2,2,Wagner2016
Wagner2016,Barner,Spanish,021512-TL,54,4.5,non-titrated,4,4,Wagner2016
Wagner2016,Barner,Spanish,021512-TL,54,4.5,non-titrated,8,2,Wagner2016
Wagner2016,Barner,Spanish,021512-TL,54,4.5,non-titrated,5,5,Wagner2016
Wagner2016,Barner,Spanish,021512-TL,54,4.5,non-titrated,3,3,Wagner2016
Wagner2016,Barner,Spanish,021512-TL,54,4.5,non-titrated,10,2,Wagner2016
Wagner2016,Barner,Spanish,021512-TL,54,4.5,non-titrated,3,3,Wagner2016
Wagner2016,Barner,Spanish,021512-TL,54,4.5,non-titrated,10,2,Wagner2016
Wagner2016,Barner,Spanish,021512-TL,54,4.5,non-titrated,4,4,Wagner2016
Wagner2016,Barner,Spanish,021512-TL,54,4.5,non-titrated,1,1,Wagner2016
Wagner2016,Barner,Spanish,021512-TL,54,4.5,non-titrated,5,5,Wagner2016
Wagner2016,Barner,Spanish,021512-TL,54,4.5,non-titrated,2,2,Wagner2016
Wagner2016,Barner,Spanish,021512-TL,54,4.5,non-titrated,8,2,Wagner2016
Wagner2016,Barner,Spanish,021512-TL,54,4.5,non-titrated,2,2,Wagner2016
Wagner2016,Barner,Spanish,021512-TL,54,4.5,non-titrated,1,1,Wagner2016
Wagner2016,Barner,Spanish,021512-TL,54,4.5,non-titrated,5,5,Wagner2016
Wagner2016,Barner,Spanish,021512-TL,54,4.5,non-titrated,4,4,Wagner2016
Wagner2016,Barner,Spanish,021512-TL,54,4.5,non-titrated,8,2,Wagner2016
Wagner2016,Barner,Spanish,021512-TL,54,4.5,non-titrated,3,3,Wagner2016
Wagner2016,Barner,Spanish,120711-IS,43,3.583333333,non-titrated,1,2,Wagner2016
Wagner2016,Barner,Spanish,120711-IS,43,3.583333333,non-titrated,2,2,Wagner2016
Wagner2016,Barner,Spanish,120711-IS,43,3.583333333,non-titrated,4,2,Wagner2016
Wagner2016,Barner,Spanish,120711-IS,43,3.583333333,non-titrated,8,2,Wagner2016
Wagner2016,Barner,Spanish,120711-IS,43,3.583333333,non-titrated,5,2,Wagner2016
Wagner2016,Barner,Spanish,120711-IS,43,3.583333333,non-titrated,3,3,Wagner2016
Wagner2016,Barner,Spanish,120711-IS,43,3.583333333,non-titrated,10,6,Wagner2016
Wagner2016,Barner,Spanish,120711-IS,43,3.583333333,non-titrated,3,6,Wagner2016
Wagner2016,Barner,Spanish,021512-ANM,55,4.583333333,non-titrated,1,1,Wagner2016
Wagner2016,Barner,Spanish,021512-ANM,55,4.583333333,non-titrated,2,2,Wagner2016
Wagner2016,Barner,Spanish,021512-ANM,55,4.583333333,non-titrated,4,4,Wagner2016
Wagner2016,Barner,Spanish,021512-ANM,55,4.583333333,non-titrated,8,8,Wagner2016
Wagner2016,Barner,Spanish,021512-ANM,55,4.583333333,non-titrated,5,5,Wagner2016
Wagner2016,Barner,Spanish,021512-ANM,55,4.583333333,non-titrated,3,3,Wagner2016
Wagner2016,Barner,Spanish,021512-ANM,55,4.583333333,non-titrated,10,10,Wagner2016
Wagner2016,Barner,Spanish,021512-ANM,55,4.583333333,non-titrated,3,3,Wagner2016
Wagner2016,Barner,Spanish,021512-ANM,55,4.583333333,non-titrated,10,10,Wagner2016
Wagner2016,Barner,Spanish,021512-ANM,55,4.583333333,non-titrated,4,4,Wagner2016
Wagner2016,Barner,Spanish,021512-ANM,55,4.583333333,non-titrated,1,1,Wagner2016
Wagner2016,Barner,Spanish,021512-ANM,55,4.583333333,non-titrated,5,5,Wagner2016
Wagner2016,Barner,Spanish,021512-ANM,55,4.583333333,non-titrated,2,2,Wagner2016
Wagner2016,Barner,Spanish,021512-ANM,55,4.583333333,non-titrated,8,8,Wagner2016
Wagner2016,Barner,Spanish,021512-ANM,55,4.583333333,non-titrated,10,10,Wagner2016
Wagner2016,Barner,Spanish,021512-ANM,55,4.583333333,non-titrated,2,2,Wagner2016
Wagner2016,Barner,Spanish,021512-ANM,55,4.583333333,non-titrated,1,1,Wagner2016
Wagner2016,Barner,Spanish,021512-ANM,55,4.583333333,non-titrated,5,5,Wagner2016
Wagner2016,Barner,Spanish,021512-ANM,55,4.583333333,non-titrated,4,4,Wagner2016
Wagner2016,Barner,Spanish,021512-ANM,55,4.583333333,non-titrated,8,8,Wagner2016
Wagner2016,Barner,Spanish,021512-ANM,55,4.583333333,non-titrated,3,3,Wagner2016
Wagner2016,Barner,Spanish,120711-SG,37,3.083333333,non-titrated,1,1,Wagner2016
Wagner2016,Barner,Spanish,120711-SG,37,3.083333333,non-titrated,2,1,Wagner2016
Wagner2016,Barner,Spanish,120711-SG,37,3.083333333,non-titrated,4,1,Wagner2016
Wagner2016,Barner,Spanish,120711-SG,37,3.083333333,non-titrated,8,1,Wagner2016
Wagner2016,Barner,Spanish,120711-SG,37,3.083333333,non-titrated,5,1,Wagner2016
Wagner2016,Barner,Spanish,120711-SG,37,3.083333333,non-titrated,3,1,Wagner2016
Wagner2016,Barner,Spanish,120711-SG,37,3.083333333,non-titrated,10,1,Wagner2016
Wagner2016,Barner,Spanish,120711-SG,37,3.083333333,non-titrated,3,1,Wagner2016
Wagner2016,Barner,Spanish,120711-SG,37,3.083333333,non-titrated,10,1,Wagner2016
Wagner2016,Barner,Spanish,120711-SG,37,3.083333333,non-titrated,4,1,Wagner2016
Wagner2016,Barner,Spanish,120711-SG,37,3.083333333,non-titrated,1,1,Wagner2016
Wagner2016,Barner,Spanish,120711-SG,37,3.083333333,non-titrated,5,1,Wagner2016
Wagner2016,Barner,Spanish,120711-SG,37,3.083333333,non-titrated,2,1,Wagner2016
Wagner2016,Barner,Spanish,120711-SG,37,3.083333333,non-titrated,8,1,Wagner2016
Wagner2016,Barner,Spanish,120711-SG,37,3.083333333,non-titrated,10,1,Wagner2016
Wagner2016,Barner,Spanish,120711-SG,37,3.083333333,non-titrated,2,1,Wagner2016
Wagner2016,Barner,Spanish,120711-SG,37,3.083333333,non-titrated,1,1,Wagner2016
Wagner2016,Barner,Spanish,120711-SG,37,3.083333333,non-titrated,5,1,Wagner2016
Wagner2016,Barner,Spanish,120711-SG,37,3.083333333,non-titrated,4,1,Wagner2016
Wagner2016,Barner,Spanish,120711-SG,37,3.083333333,non-titrated,8,1,Wagner2016
Wagner2016,Barner,Spanish,120711-SG,37,3.083333333,non-titrated,3,1,Wagner2016
Wagner2016,Barner,Spanish,121511-AS,37,3.083333333,non-titrated,1,10,Wagner2016
Wagner2016,Barner,Spanish,121511-AS,37,3.083333333,non-titrated,2,2,Wagner2016
Wagner2016,Barner,Spanish,121511-AS,37,3.083333333,non-titrated,4,10,Wagner2016
Wagner2016,Barner,Spanish,121511-AS,37,3.083333333,non-titrated,8,4,Wagner2016
Wagner2016,Barner,Spanish,121511-SM1,52,4.333333333,non-titrated,1,4,Wagner2016
Wagner2016,Barner,Spanish,121511-SM1,52,4.333333333,non-titrated,2,2,Wagner2016
Wagner2016,Barner,Spanish,121511-SM1,52,4.333333333,non-titrated,4,3,Wagner2016
Wagner2016,Barner,Spanish,121511-SM1,52,4.333333333,non-titrated,8,3,Wagner2016
Wagner2016,Barner,Spanish,121511-SM1,52,4.333333333,non-titrated,5,1,Wagner2016
Wagner2016,Barner,Spanish,121511-SM1,52,4.333333333,non-titrated,3,2,Wagner2016
Wagner2016,Barner,Spanish,121511-SM1,52,4.333333333,non-titrated,10,2,Wagner2016
Wagner2016,Barner,Spanish,121511-SM1,52,4.333333333,non-titrated,3,2,Wagner2016
Wagner2016,Barner,Spanish,121511-SM1,52,4.333333333,non-titrated,10,3,Wagner2016
Wagner2016,Barner,Spanish,121511-SM1,52,4.333333333,non-titrated,4,2,Wagner2016
Wagner2016,Barner,Spanish,121511-SM1,52,4.333333333,non-titrated,1,1,Wagner2016
Wagner2016,Barner,Spanish,121511-SM1,52,4.333333333,non-titrated,5,1,Wagner2016
Wagner2016,Barner,Spanish,121511-SM1,52,4.333333333,non-titrated,2,1,Wagner2016
Wagner2016,Barner,Spanish,121511-SM1,52,4.333333333,non-titrated,8,1,Wagner2016
Wagner2016,Barner,Spanish,120711-GF,42,3.5,non-titrated,1,1,Wagner2016
Wagner2016,Barner,Spanish,120711-GF,42,3.5,non-titrated,2,2,Wagner2016
Wagner2016,Barner,Spanish,120711-GF,42,3.5,non-titrated,4,3,Wagner2016
Wagner2016,Barner,Spanish,120711-GF,42,3.5,non-titrated,8,3,Wagner2016
Wagner2016,Barner,Spanish,120711-GF,42,3.5,non-titrated,5,5,Wagner2016
Wagner2016,Barner,Spanish,120711-GF,42,3.5,non-titrated,3,4,Wagner2016
Wagner2016,Barner,Spanish,120711-GF,42,3.5,non-titrated,10,5,Wagner2016
Wagner2016,Barner,Spanish,120711-GF,42,3.5,non-titrated,3,4,Wagner2016
Wagner2016,Barner,Spanish,120711-GF,42,3.5,non-titrated,10,5,Wagner2016
Wagner2016,Barner,Spanish,120711-GF,42,3.5,non-titrated,4,4,Wagner2016
Wagner2016,Barner,Spanish,120711-GF,42,3.5,non-titrated,1,1,Wagner2016
Wagner2016,Barner,Spanish,120711-GF,42,3.5,non-titrated,5,3,Wagner2016
Wagner2016,Barner,Spanish,120711-GF,42,3.5,non-titrated,2,2,Wagner2016
Wagner2016,Barner,Spanish,120711-GF,42,3.5,non-titrated,8,3,Wagner2016
Wagner2016,Barner,Spanish,120711-GF,42,3.5,non-titrated,10,6,Wagner2016
Wagner2016,Barner,Spanish,120711-GF,42,3.5,non-titrated,2,2,Wagner2016
Wagner2016,Barner,Spanish,120711-GF,42,3.5,non-titrated,1,1,Wagner2016
Wagner2016,Barner,Spanish,120711-GF,42,3.5,non-titrated,5,7,Wagner2016
Wagner2016,Barner,Spanish,120711-GF,42,3.5,non-titrated,4,8,Wagner2016
Wagner2016,Barner,Spanish,120711-GF,42,3.5,non-titrated,8,8,Wagner2016
Wagner2016,Barner,Spanish,120711-GF,42,3.5,non-titrated,3,2,Wagner2016
Wagner2016,Barner,Spanish,021512-EF,39,3.25,non-titrated,1,10,Wagner2016
Wagner2016,Barner,Spanish,021512-EF,39,3.25,non-titrated,2,10,Wagner2016
Wagner2016,Barner,Spanish,021512-EF,39,3.25,non-titrated,4,10,Wagner2016
Wagner2016,Barner,Spanish,021512-EF,39,3.25,non-titrated,8,10,Wagner2016
Wagner2016,Barner,Spanish,021512-EF,39,3.25,non-titrated,5,10,Wagner2016
Wagner2016,Barner,Spanish,021512-EF,39,3.25,non-titrated,3,10,Wagner2016
Wagner2016,Barner,Spanish,021512-EF,39,3.25,non-titrated,10,10,Wagner2016
Wagner2016,Barner,Spanish,110112-AP,35,2.916666667,non-titrated,1,10,Wagner2016
Wagner2016,Barner,Spanish,110112-AP,35,2.916666667,non-titrated,2,10,Wagner2016
Wagner2016,Barner,Spanish,110112-AP,35,2.916666667,non-titrated,4,10,Wagner2016
Wagner2016,Barner,Spanish,110112-AP,35,2.916666667,non-titrated,8,10,Wagner2016
Wagner2016,Barner,Spanish,110112-AP,35,2.916666667,non-titrated,5,10,Wagner2016
Wagner2016,Barner,Spanish,110112-AP,35,2.916666667,non-titrated,3,10,Wagner2016
Wagner2016,Barner,Spanish,112812-CM,45,3.75,non-titrated,1,1,Wagner2016
Wagner2016,Barner,Spanish,112812-CM,45,3.75,non-titrated,2,2,Wagner2016
Wagner2016,Barner,Spanish,112812-CM,45,3.75,non-titrated,4,1,Wagner2016
Wagner2016,Barner,Spanish,112812-RE,45,3.75,non-titrated,1,1,Wagner2016
Wagner2016,Barner,Spanish,112812-RE,45,3.75,non-titrated,2,2,Wagner2016
Wagner2016,Barner,Spanish,112812-RE,45,3.75,non-titrated,4,4,Wagner2016
Wagner2016,Barner,Spanish,112812-RE,45,3.75,non-titrated,8,8,Wagner2016
Wagner2016,Barner,Spanish,112812-RE,45,3.75,non-titrated,5,5,Wagner2016
Wagner2016,Barner,Spanish,112812-RE,45,3.75,non-titrated,3,3,Wagner2016
Wagner2016,Barner,Spanish,112812-RE,45,3.75,non-titrated,10,6,Wagner2016
Wagner2016,Barner,Spanish,112812-RE,45,3.75,non-titrated,3,3,Wagner2016
Wagner2016,Barner,Spanish,112812-RE,45,3.75,non-titrated,10,8,Wagner2016
Wagner2016,Barner,Spanish,112812-RE,45,3.75,non-titrated,4,4,Wagner2016
Wagner2016,Barner,Spanish,112812-RE,45,3.75,non-titrated,1,1,Wagner2016
Wagner2016,Barner,Spanish,112812-RE,45,3.75,non-titrated,5,5,Wagner2016
Wagner2016,Barner,Spanish,112812-RE,45,3.75,non-titrated,2,2,Wagner2016
Wagner2016,Barner,Spanish,112812-RE,45,3.75,non-titrated,8,8,Wagner2016
Wagner2016,Barner,Spanish,112812-RE,45,3.75,non-titrated,10,10,Wagner2016
Wagner2016,Barner,Spanish,112812-RE,45,3.75,non-titrated,2,2,Wagner2016
Wagner2016,Barner,Spanish,112812-RE,45,3.75,non-titrated,1,1,Wagner2016
Wagner2016,Barner,Spanish,112812-RE,45,3.75,non-titrated,5,5,Wagner2016
Wagner2016,Barner,Spanish,112812-RE,45,3.75,non-titrated,4,4,Wagner2016
Wagner2016,Barner,Spanish,112812-RE,45,3.75,non-titrated,8,8,Wagner2016
Wagner2016,Barner,Spanish,112812-RE,45,3.75,non-titrated,3,3,Wagner2016
Wagner2016,Barner,French,031312-CP,36,3,non-titrated,1,10,Wagner2016
Wagner2016,Barner,French,031312-CP,36,3,non-titrated,2,10,Wagner2016
Wagner2016,Barner,French,031312-CP,36,3,non-titrated,4,2,Wagner2016
Wagner2016,Barner,French,031312-CP,36,3,non-titrated,8,10,Wagner2016
Wagner2016,Barner,French,031312-CP,36,3,non-titrated,5,10,Wagner2016
Wagner2016,Barner,French,031312-CP,36,3,non-titrated,3,10,Wagner2016
Wagner2016,Barner,French,031312-CP,36,3,non-titrated,10,10,Wagner2016
Wagner2016,Barner,French,031412-NE,40,3.333333333,non-titrated,1,1,Wagner2016
Wagner2016,Barner,French,031412-NE,40,3.333333333,non-titrated,2,2,Wagner2016
Wagner2016,Barner,French,031412-NE,40,3.333333333,non-titrated,4,3,Wagner2016
Wagner2016,Barner,French,031412-NE,40,3.333333333,non-titrated,8,3,Wagner2016
Wagner2016,Barner,French,031412-NE,40,3.333333333,non-titrated,5,3,Wagner2016
Wagner2016,Barner,French,031412-NE,40,3.333333333,non-titrated,3,3,Wagner2016
Wagner2016,Barner,French,031412-NE,40,3.333333333,non-titrated,10,3,Wagner2016
Wagner2016,Barner,French,031412-NE,40,3.333333333,non-titrated,3,3,Wagner2016
Wagner2016,Barner,French,031412-NE,40,3.333333333,non-titrated,10,3,Wagner2016
Wagner2016,Barner,French,031412-NE,40,3.333333333,non-titrated,4,3,Wagner2016
Wagner2016,Barner,French,031412-NE,40,3.333333333,non-titrated,1,3,Wagner2016
Wagner2016,Barner,French,031412-NE,40,3.333333333,non-titrated,5,3,Wagner2016
Wagner2016,Barner,French,031412-NE,40,3.333333333,non-titrated,2,3,Wagner2016
Wagner2016,Barner,French,031412-NE,40,3.333333333,non-titrated,8,3,Wagner2016
Wagner2016,Barner,French,031412-NE,40,3.333333333,non-titrated,10,3,Wagner2016
Wagner2016,Barner,French,031412-NE,40,3.333333333,non-titrated,2,3,Wagner2016
Wagner2016,Barner,French,031412-NE,40,3.333333333,non-titrated,1,2,Wagner2016
Wagner2016,Barner,French,031412-NE,40,3.333333333,non-titrated,5,3,Wagner2016
Wagner2016,Barner,French,031412-NE,40,3.333333333,non-titrated,4,3,Wagner2016
Wagner2016,Barner,French,031412-NE,40,3.333333333,non-titrated,8,3,Wagner2016
Wagner2016,Barner,French,031412-NE,40,3.333333333,non-titrated,3,4,Wagner2016
Wagner2016,Barner,French,032012-SG (031412-SG),38,3.166666667,non-titrated,1,1,Wagner2016
Wagner2016,Barner,French,032012-SG (031412-SG),38,3.166666667,non-titrated,2,1,Wagner2016
Wagner2016,Barner,French,032012-SG (031412-SG),38,3.166666667,non-titrated,4,1,Wagner2016
Wagner2016,Barner,French,032012-SG (031412-SG),38,3.166666667,non-titrated,8,1,Wagner2016
Wagner2016,Barner,French,032012-SG (031412-SG),38,3.166666667,non-titrated,5,1,Wagner2016
Wagner2016,Barner,French,032012-SG (031412-SG),38,3.166666667,non-titrated,3,1,Wagner2016
Wagner2016,Barner,French,032012-SG (031412-SG),38,3.166666667,non-titrated,10,1,Wagner2016
Wagner2016,Barner,French,031312-AN,42,3.5,non-titrated,1,1,Wagner2016
Wagner2016,Barner,French,031312-AN,42,3.5,non-titrated,2,2,Wagner2016
