SubjID,Age,Gender,Titrated_request,titrated_answer,titrated_KL,nontitrated_order,nontitrated_request,nontitrated_answer,nontitrated_KL
121619-R,2.52,M,3,3,4K,1,2,2,2K
121619-R,2.52,M,4,4,4K,1,4,3,2K
121619-R,2.52,M,5,10,4K,1,1,1,2K
121619-R,2.52,M,4,4,4K,1,1,1,2K
121619-R,2.52,M,5,4,4K,1,6,1,2K
121619-R,2.52,M,4,4,4K,1,4,4,2K
121619-R,2.52,M,NA,NA,4K,1,2,2,2K
121619-R,2.52,M,NA,NA,4K,1,3,3,2K
121619-R,2.52,M,NA,NA,4K,1,1,1,2K
121619-R,2.52,M,NA,NA,4K,1,3,3,2K
121619-R,2.52,M,NA,NA,4K,1,4,3,2K
121619-R,2.52,M,NA,NA,4K,1,6,3,2K
121619-R,2.52,M,NA,NA,4K,1,2,3,2K
010620-A,3.07,F,1,1,CP,1,6,7,CP
010620-A,3.07,F,2,2,CP,1,3,3,CP
010620-A,3.07,F,3,3,CP,1,2,2,CP
010620-A,3.07,F,4,5,CP,1,4,4,CP
010620-A,3.07,F,3,3,CP,1,1,1,CP
010620-A,3.07,F,4,4,CP,1,1,1,CP
010620-A,3.07,F,5,6,CP,1,6,6,CP
010620-A,3.07,F,4,4,CP,1,4,4,CP
010620-A,3.07,F,5,5,CP,1,2,2,CP
010620-A,3.07,F,6,6,CP,1,3,3,CP
010620-A,3.07,F,6,6,CP,1,1,1,CP
010620-A,3.07,F,6,6,CP,1,3,3,CP
010620-A,3.07,F,NA,NA,CP,1,4,4,CP
010620-A,3.07,F,NA,NA,CP,1,6,6,CP
010620-A,3.07,F,NA,NA,CP,1,2,2,CP
010720-W,3.52,M,1,1,4K,1,6,10,4K
010720-W,3.52,M,2,2,4K,1,3,3,4K
010720-W,3.52,M,3,3,4K,1,2,2,4K
010720-W,3.52,M,4,4,4K,1,4,4,4K
010720-W,3.52,M,5,4,4K,1,1,1,4K
010720-W,3.52,M,4,4,4K,1,1,1,4K
010720-W,3.52,M,5,6,4K,1,6,6,4K
010720-W,3.52,M,4,4,4K,1,4,4,4K
010720-W,3.52,M,NA,NA,4K,1,2,2,4K
010720-W,3.52,M,NA,NA,4K,1,3,3,4K
010720-W,3.52,M,NA,NA,4K,1,1,1,4K
010720-W,3.52,M,NA,NA,4K,1,3,3,4K
010720-W,3.52,M,NA,NA,4K,1,4,4,4K
010720-W,3.52,M,NA,NA,4K,1,6,5,4K
010720-W,3.52,M,NA,NA,4K,1,2,2,4K
121919-E,3.36,F,1,1,CP,2,1,1,CP
121919-E,3.36,F,2,2,CP,2,6,7,CP
121919-E,3.36,F,3,3,CP,2,4,4,CP
121919-E,3.36,F,4,4,CP,2,2,2,CP
121919-E,3.36,F,5,5,CP,2,3,3,CP
121919-E,3.36,F,6,6,CP,2,1,1,CP
121919-E,3.36,F,6,6,CP,2,3,3,CP
121919-E,3.36,F,6,6,CP,2,4,5,CP
121919-E,3.36,F,NA,NA,CP,2,6,6,CP
121919-E,3.36,F,NA,NA,CP,2,2,2,CP
121919-E,3.36,F,NA,NA,CP,2,6,6,CP
121919-E,3.36,F,NA,NA,CP,2,3,3,CP
121919-E,3.36,F,NA,NA,CP,2,2,2,CP
121919-E,3.36,F,NA,NA,CP,2,4,4,CP
121919-E,3.36,F,NA,NA,CP,2,1,1,CP
121919-A3,3.93,F,1,1,CP,1,6,6,CP
121919-A3,3.93,F,2,2,CP,1,3,3,CP
121919-A3,3.93,F,3,3,CP,1,2,2,CP
121919-A3,3.93,F,4,4,CP,1,4,4,CP
121919-A3,3.93,F,5,5,CP,1,1,1,CP
121919-A3,3.93,F,6,6,CP,1,1,1,CP
121919-A3,3.93,F,6,6,CP,1,6,6,CP
121919-A3,3.93,F,NA,NA,CP,1,4,4,CP
121919-A3,3.93,F,NA,NA,CP,1,2,2,CP
121919-A3,3.93,F,NA,NA,CP,1,3,3,CP
121919-A3,3.93,F,NA,NA,CP,1,1,1,CP
121919-A3,3.93,F,NA,NA,CP,1,3,3,CP
121919-A3,3.93,F,NA,NA,CP,1,4,4,CP
121919-A3,3.93,F,NA,NA,CP,1,6,6,CP
121919-A3,3.93,F,NA,NA,CP,1,2,2,CP
010620-M2,3.58,F,1,1,2K,2,1,1,1K
010620-M2,3.58,F,2,2,2K,2,6,3,1K
010620-M2,3.58,F,3,3,2K,2,4,4,1K
010620-M2,3.58,F,4,4,2K,2,2,2,1K
010620-M2,3.58,F,5,4,2K,2,3,2,1K
010620-M2,3.58,F,4,3,2K,2,1,1,1K
010620-M2,3.58,F,3,3,2K,2,3,2,1K
010620-M2,3.58,F,4,4,2K,2,4,2,1K
010620-M2,3.58,F,5,3,2K,2,6,4,1K
010620-M2,3.58,F,2,2,2K,2,2,4,1K
010620-M2,3.58,F,2,4,2K,2,6,3,1K
010620-M2,3.58,F,NA,NA,2K,2,3,2,1K
010620-M2,3.58,F,NA,NA,2K,2,2,2,1K
010620-M2,3.58,F,NA,NA,2K,2,4,9,1K
010620-M2,3.58,F,NA,NA,2K,2,1,1,1K
010620-S,3.17,F,1,1,2K,2,1,1,2K
010620-S,3.17,F,2,2,2K,2,6,3,2K
010620-S,3.17,F,3,4,2K,2,4,5,2K
010620-S,3.17,F,2,2,2K,2,2,2,2K
010620-S,3.17,F,3,3,2K,2,3,3,2K
010620-S,3.17,F,4,4,2K,2,1,1,2K
010620-S,3.17,F,5,4,2K,2,3,3,2K
010620-S,3.17,F,4,4,2K,2,4,3,2K
010620-S,3.17,F,5,4,2K,2,6,3,2K
010620-S,3.17,F,2,2,2K,2,2,2,2K
010620-S,3.17,F,3,4,2K,2,6,3,2K
010620-S,3.17,F,NA,NA,2K,2,3,3,2K
010620-S,3.17,F,NA,NA,2K,2,2,2,2K
010620-S,3.17,F,NA,NA,2K,2,4,3,2K
010620-S,3.17,F,NA,NA,2K,2,1,1,2K
010620-F,3.01,F,1,1,1K,2,1,1,1K
010620-F,3.01,F,2,6,1K,2,6,10,1K
010620-F,3.01,F,1,1,1K,2,4,5,1K
010620-F,3.01,F,2,5,1K,2,2,10,1K
010620-F,3.01,F,1,1,1K,2,3,9,1K
010620-F,3.01,F,NA,NA,1K,2,1,1,1K
010620-F,3.01,F,NA,NA,1K,2,3,3,1K
010620-F,3.01,F,NA,NA,1K,2,4,5,1K
010620-F,3.01,F,NA,NA,1K,2,6,10,1K
010620-F,3.01,F,NA,NA,1K,2,2,10,1K
010620-F,3.01,F,NA,NA,1K,2,6,10,1K
010620-F,3.01,F,NA,NA,1K,2,3,10,1K
010620-F,3.01,F,NA,NA,1K,2,2,4,1K
010620-F,3.01,F,NA,NA,1K,2,4,9,1K
010620-F,3.01,F,NA,NA,1K,2,1,1,1K
010620-M3,3.06,M,1,1,2K,1,6,6,0K
010620-M3,3.06,M,2,2,2K,1,3,4,0K
010620-M3,3.06,M,3,10,2K,1,2,10,0K
010620-M3,3.06,M,2,2,2K,1,4,10,0K
010620-M3,3.06,M,3,3,2K,1,1,10,0K
010620-M3,3.06,M,4,10,2K,1,1,1,0K
010620-M3,3.06,M,3,2,2K,1,6,3,0K
010620-M3,3.06,M,2,1,2K,1,4,2,0K
010620-M3,3.06,M,1,10,2K,1,2,1,0K
010620-M3,3.06,M,NA,NA,2K,1,3,10,0K
010620-M3,3.06,M,NA,NA,2K,1,1,1,0K
010620-M3,3.06,M,NA,NA,2K,1,3,1,0K
010620-M3,3.06,M,NA,NA,2K,1,4,1,0K
010620-M3,3.06,M,NA,NA,2K,1,6,9,0K
010620-M3,3.06,M,NA,NA,2K,1,2,1,0K
010720-H,3.65,F,1,1,CP,1,6,6,CP
010720-H,3.65,F,2,2,CP,1,3,3,CP
010720-H,3.65,F,3,3,CP,1,2,2,CP
010720-H,3.65,F,4,4,CP,1,4,4,CP
010720-H,3.65,F,5,5,CP,1,1,1,CP
010720-H,3.65,F,6,6,CP,1,1,1,CP
010720-H,3.65,F,6,6,CP,1,6,8,CP
010720-H,3.65,F,6,5,CP,1,4,4,CP
010720-H,3.65,F,NA,NA,CP,1,2,2,CP
010720-H,3.65,F,NA,NA,CP,1,3,3,CP
010720-H,3.65,F,NA,NA,CP,1,1,1,CP
010720-H,3.65,F,NA,NA,CP,1,3,2,CP
010720-H,3.65,F,NA,NA,CP,1,4,3,CP
010720-H,3.65,F,NA,NA,CP,1,6,6,CP
010720-H,3.65,F,NA,NA,CP,1,2,2,CP
011120-W,2.6,M,1,1,2K,2,1,1,2K
011120-W,2.6,M,2,2,2K,2,6,3,2K
011120-W,2.6,M,3,7,2K,2,4,7,2K
011120-W,2.6,M,2,2,2K,2,2,2,2K
011120-W,2.6,M,3,7,2K,2,3,6,2K
011120-W,2.6,M,2,2,2K,2,1,1,2K
011120-W,2.6,M,NA,NA,2K,2,3,6,2K
011120-W,2.6,M,NA,NA,2K,2,4,4,2K
011120-W,2.6,M,NA,NA,2K,2,6,5,2K
011120-W,2.6,M,NA,NA,2K,2,2,2,2K
011120-W,2.6,M,NA,NA,2K,2,6,7,2K
011120-W,2.6,M,NA,NA,2K,2,3,6,2K
011120-W,2.6,M,NA,NA,2K,2,2,2,2K
011120-W,2.6,M,NA,NA,2K,2,4,7,2K
011120-W,2.6,M,NA,NA,2K,2,1,1,2K
011120-V,2.52,F,1,7,0K,2,1,1,1K
011120-V,2.52,F,1,1,0K,2,6,2,1K
011120-V,2.52,F,2,2,0K,2,4,2,1K
011120-V,2.52,F,3,2,0K,2,2,2,1K
011120-V,2.52,F,2,3,0K,2,3,3,1K
011120-V,2.52,F,1,2,0K,2,1,1,1K
011120-V,2.52,F,NA,NA,0K,2,3,2,1K
011120-V,2.52,F,NA,NA,0K,2,4,2,1K
011120-V,2.52,F,NA,NA,0K,2,6,3,1K
011120-V,2.52,F,NA,NA,0K,2,2,4,1K
011120-V,2.52,F,NA,NA,0K,2,6,2,1K
011120-V,2.52,F,NA,NA,0K,2,3,2,1K
011120-V,2.52,F,NA,NA,0K,2,2,3,1K
011120-V,2.52,F,NA,NA,0K,2,4,4,1K
011120-V,2.52,F,NA,NA,0K,2,1,4,1K
011120-R,3.93,M,1,1,2K,2,1,1,1K
011120-R,3.93,M,2,2,2K,2,6,4,1K
011120-R,3.93,M,3,4,2K,2,4,5,1K
011120-R,3.93,M,2,2,2K,2,2,2,1K
011120-R,3.93,M,3,10,2K,2,3,3,1K
011120-R,3.93,M,2,2,2K,2,1,1,1K
011120-R,3.93,M,NA,NA,2K,2,3,2,1K
011120-R,3.93,M,NA,NA,2K,2,4,6,1K
011120-R,3.93,M,NA,NA,2K,2,6,2,1K
011120-R,3.93,M,NA,NA,2K,2,2,6,1K
011120-R,3.93,M,NA,NA,2K,2,6,4,1K
011120-R,3.93,M,NA,NA,2K,2,3,4,1K
011120-R,3.93,M,NA,NA,2K,2,2,2,1K
011120-R,3.93,M,NA,NA,2K,2,4,10,1K
011120-R,3.93,M,NA,NA,2K,2,1,1,1K
011120-V2,3.79,F,1,1,3K,2,1,1,CP
011120-V2,3.79,F,2,2,3K,2,6,10,CP
011120-V2,3.79,F,3,3,3K,2,4,4,CP
011120-V2,3.79,F,4,6,3K,2,2,2,CP
011120-V2,3.79,F,3,3,3K,2,3,3,CP
011120-V2,3.79,F,4,6,3K,2,1,1,CP
011120-V2,3.79,F,3,3,3K,2,3,3,CP
011120-V2,3.79,F,NA,NA,3K,2,4,4,CP
011120-V2,3.79,F,NA,NA,3K,2,6,6,CP
011120-V2,3.79,F,NA,NA,3K,2,2,2,CP
011120-V2,3.79,F,NA,NA,3K,2,6,6,CP
011120-V2,3.79,F,NA,NA,3K,2,3,3,CP
011120-V2,3.79,F,NA,NA,3K,2,2,2,CP
011120-V2,3.79,F,NA,NA,3K,2,4,4,CP
011120-V2,3.79,F,NA,NA,3K,2,1,1,CP
011220-D,3.81,M,1,1,2K,2,1,1,1K
011220-D,3.81,M,2,2,2K,2,6,2,1K
011220-D,3.81,M,3,3,2K,2,4,2,1K
011220-D,3.81,M,4,3,2K,2,2,2,1K
011220-D,3.81,M,3,2,2K,2,3,4,1K
011220-D,3.81,M,2,2,2K,2,1,1,1K
011220-D,3.81,M,3,3,2K,2,3,5,1K
011220-D,3.81,M,4,3,2K,2,4,2,1K
011220-D,3.81,M,NA,NA,2K,2,6,2,1K
011220-D,3.81,M,NA,NA,2K,2,2,2,1K
011220-D,3.81,M,NA,NA,2K,2,6,2,1K
011220-D,3.81,M,NA,NA,2K,2,3,2,1K
011220-D,3.81,M,NA,NA,2K,2,2,2,1K
011220-D,3.81,M,NA,NA,2K,2,4,2,1K
011220-D,3.81,M,NA,NA,2K,2,1,1,1K
011220-L2,3.72,F,1,1,5K,1,6,6,CP
011220-L2,3.72,F,2,2,5K,1,3,3,CP
011220-L2,3.72,F,3,3,5K,1,2,2,CP
011220-L2,3.72,F,4,4,5K,1,4,4,CP
011220-L2,3.72,F,5,5,5K,1,1,1,CP
011220-L2,3.72,F,6,7,5K,1,1,1,CP
011220-L2,3.72,F,5,6,5K,1,8,6,CP
011220-L2,3.72,F,4,4,5K,1,4,4,CP
011220-L2,3.72,F,5,5,5K,1,2,2,CP
011220-L2,3.72,F,NA,NA,5K,1,3,3,CP
011220-L2,3.72,F,NA,NA,5K,1,1,1,CP
011220-L2,3.72,F,NA,NA,5K,1,2,3,CP
011220-L2,3.72,F,NA,NA,5K,1,3,4,CP
011220-L2,3.72,F,NA,NA,5K,1,6,6,CP
011220-L2,3.72,F,NA,NA,5K,1,2,2,CP
011120-H,2.61,M,1,1,1K,2,1,1,1K
011120-H,2.61,M,2,2,1K,2,6,2,1K
011120-H,2.61,M,3,2,1K,2,4,2,1K
011120-H,2.61,M,2,2,1K,2,2,2,1K
011120-H,2.61,M,3,3,1K,2,3,2,1K
011120-H,2.61,M,3,2,1K,2,1,1,1K
011120-H,2.61,M,4,3,1K,2,3,2,1K
011120-H,2.61,M,1,1,1K,2,4,2,1K
011120-H,2.61,M,1,1,1K,2,6,2,1K
011120-H,2.61,M,NA,2,1K,2,2,2,1K
011120-H,2.61,M,NA,2,1K,2,6,2,1K
011120-H,2.61,M,NA,3,1K,2,3,3,1K
011120-H,2.61,M,NA,2,1K,2,2,2,1K
011120-H,2.61,M,NA,2,1K,2,4,2,1K
011120-H,2.61,M,NA,1,1K,2,1,1,1K
011720-Z,3.87,M,1,1,CP,2,1,1,4K
011720-Z,3.87,M,2,2,CP,2,6,5,4K
011720-Z,3.87,M,3,3,CP,2,4,4,4K
011720-Z,3.87,M,4,4,CP,2,2,2,4K
011720-Z,3.87,M,5,5,CP,2,3,3,4K
011720-Z,3.87,M,4,4,CP,2,1,1,4K
011720-Z,3.87,M,5,5,CP,2,3,3,4K
011720-Z,3.87,M,6,6,CP,2,4,4,4K
011720-Z,3.87,M,5,5,CP,2,6,8,4K
011720-Z,3.87,M,6,6,CP,2,2,2,4K
011720-Z,3.87,M,NA,NA,CP,2,6,6,4K
011720-Z,3.87,M,NA,NA,CP,2,3,6,4K
011720-Z,3.87,M,NA,NA,CP,2,2,2,4K
011720-Z,3.87,M,NA,NA,CP,2,4,4,4K
011720-Z,3.87,M,NA,NA,CP,2,1,1,4K
011720-SF,3.61,M,1,1,4K,1,6,10,4K
011720-SF,3.61,M,2,2,4K,1,3,3,4K
011720-SF,3.61,M,3,3,4K,1,2,2,4K
011720-SF,3.61,M,4,4,4K,1,4,4,4K
011720-SF,3.61,M,5,6,4K,1,1,1,4K
011720-SF,3.61,M,4,4,4K,1,1,1,4K
011720-SF,3.61,M,5,7,4K,1,6,5,4K
011720-SF,3.61,M,4,4,4K,1,4,4,4K
011720-SF,3.61,M,5,5,4K,1,2,2,4K
011720-SF,3.61,M,6,10,4K,1,3,3,4K
011720-SF,3.61,M,NA,NA,4K,1,1,1,4K
011720-SF,3.61,M,NA,NA,4K,1,3,3,4K
011720-SF,3.61,M,NA,NA,4K,1,4,4,4K
011720-SF,3.61,M,NA,NA,4K,1,6,4,4K
011720-SF,3.61,M,NA,NA,4K,1,2,2,4K
011620-B,3.79,M,1,1,1K,1,6,6,2K
011620-B,3.79,M,2,2,1K,1,3,5,2K
011620-B,3.79,M,3,4,1K,1,2,2,2K
011620-B,3.79,M,2,2,1K,1,4,7,2K
011620-B,3.79,M,3,2,1K,1,1,1,2K
011620-B,3.79,M,2,2,1K,1,1,1,2K
011620-B,3.79,M,3,2,1K,1,6,6,2K
011620-B,3.79,M,1,1,1K,1,4,6,2K
011620-B,3.79,M,1,1,1K,1,2,2,2K
011620-B,3.79,M,NA,NA,1K,1,3,4,2K
011620-B,3.79,M,NA,NA,1K,1,1,1,2K
011620-B,3.79,M,NA,NA,1K,1,3,3,2K
011620-B,3.79,M,NA,NA,1K,1,4,4,2K
011620-B,3.79,M,NA,NA,1K,1,6,4,2K
011620-B,3.79,M,NA,NA,1K,1,2,2,2K
011720-R,2.44,M,1,10,0K,2,1,10,0K
011720-R,2.44,M,1,10,0K,2,6,10,0K
011720-R,2.44,M,NA,NA,0K,2,4,10,0K
011720-R,2.44,M,NA,NA,0K,2,2,10,0K
011720-R,2.44,M,NA,NA,0K,2,3,10,0K
011720-R,2.44,M,NA,NA,0K,2,1,10,0K
011720-R,2.44,M,NA,NA,0K,2,3,10,0K
011720-R,2.44,M,NA,NA,0K,2,4,10,0K
011720-R,2.44,M,NA,NA,0K,2,6,10,0K
011720-R,2.44,M,NA,NA,0K,2,2,10,0K
011720-R,2.44,M,NA,NA,0K,2,6,10,0K
011720-R,2.44,M,NA,NA,0K,2,3,10,0K
011720-R,2.44,M,NA,NA,0K,2,2,10,0K
011720-R,2.44,M,NA,NA,0K,2,4,10,0K
011720-R,2.44,M,NA,NA,0K,2,1,10,0K
011720-BB,3.36,F,1,1,CP,1,6,6,CP
011720-BB,3.36,F,2,2,CP,1,3,3,CP
011720-BB,3.36,F,3,3,CP,1,2,2,CP
011720-BB,3.36,F,4,4,CP,1,4,4,CP
011720-BB,3.36,F,5,6,CP,1,1,1,CP
011720-BB,3.36,F,4,4,CP,1,1,1,CP
011720-BB,3.36,F,5,5,CP,1,6,6,CP
011720-BB,3.36,F,6,6,CP,1,4,4,CP
011720-BB,3.36,F,6,6,CP,1,2,2,CP
011720-BB,3.36,F,5,5,CP,1,3,3,CP
011720-BB,3.36,F,NA,NA,CP,1,1,1,CP
011720-BB,3.36,F,NA,NA,CP,1,3,3,CP
011720-BB,3.36,F,NA,NA,CP,1,4,4,CP
011720-BB,3.36,F,NA,NA,CP,1,6,6,CP
011720-BB,3.36,F,NA,NA,CP,1,2,2,CP
011720-J,3.33,F,1,1,CP,2,1,1,CP
011720-J,3.33,F,2,2,CP,2,6,4,CP
011720-J,3.33,F,3,3,CP,2,4,4,CP
011720-J,3.33,F,4,4,CP,2,2,2,CP
011720-J,3.33,F,5,5,CP,2,3,3,CP
011720-J,3.33,F,6,6,CP,2,1,1,CP
011720-J,3.33,F,6,6,CP,2,3,3,CP
011720-J,3.33,F,6,6,CP,2,4,4,CP
011720-J,3.33,F,NA,NA,CP,2,6,6,CP
011720-J,3.33,F,NA,NA,CP,2,2,2,CP
011720-J,3.33,F,NA,NA,CP,2,6,6,CP
011720-J,3.33,F,NA,NA,CP,2,3,3,CP
011720-J,3.33,F,NA,NA,CP,2,2,2,CP
011720-J,3.33,F,NA,NA,CP,2,4,4,CP
011720-J,3.33,F,NA,NA,CP,2,1,1,CP
011620-ZC,3.73,M,1,1,CP,2,1,1,4K
011620-ZC,3.73,M,2,2,CP,2,6,6,4K
011620-ZC,3.73,M,3,3,CP,2,4,4,4K
011620-ZC,3.73,M,4,4,CP,2,2,2,4K
011620-ZC,3.73,M,5,5,CP,2,3,3,4K
011620-ZC,3.73,M,6,6,CP,2,1,1,4K
011620-ZC,3.73,M,6,5,CP,2,3,4,4K
011620-ZC,3.73,M,5,5,CP,2,4,4,4K
011620-ZC,3.73,M,6,6,CP,2,6,7,4K
011620-ZC,3.73,M,NA,NA,CP,2,2,2,4K
011620-ZC,3.73,M,NA,NA,CP,2,6,8,4K
011620-ZC,3.73,M,NA,NA,CP,2,3,3,4K
011620-ZC,3.73,M,NA,NA,CP,2,2,2,4K
011620-ZC,3.73,M,NA,NA,CP,2,4,4,4K
011620-ZC,3.73,M,NA,NA,CP,2,1,1,4K
011620-EP,3.79,F,1,1,4K,2,1,1,3K
011620-EP,3.79,F,2,2,4K,2,6,4,3K
011620-EP,3.79,F,3,3,4K,2,4,5,3K
011620-EP,3.79,F,4,4,4K,2,2,2,3K
011620-EP,3.79,F,5,10,4K,2,3,3,3K
011620-EP,3.79,F,4,4,4K,2,1,1,3K
011620-EP,3.79,F,5,10,4K,2,3,3,3K
011620-EP,3.79,F,4,8,4K,2,4,5,3K
011620-EP,3.79,F,3,3,4K,2,6,4,3K
011620-EP,3.79,F,4,6,4K,2,2,2,3K
011620-EP,3.79,F,3,3,4K,2,6,8,3K
011620-EP,3.79,F,NA,NA,4K,2,3,3,3K
011620-EP,3.79,F,NA,NA,4K,2,2,2,3K
011620-EP,3.79,F,NA,NA,4K,2,4,8,3K
011620-EP,3.79,F,NA,NA,4K,2,1,1,3K
011620-LE,2.59,F,1,1,2K,2,1,1,0K
011620-LE,2.59,F,2,2,2K,2,6,2,0K
011620-LE,2.59,F,3,4,2K,2,4,1,0K
011620-LE,2.59,F,2,2,2K,2,2,1,0K
011620-LE,2.59,F,3,5,2K,2,3,2,0K
011620-LE,2.59,F,2,2,2K,2,1,2,0K
011620-LE,2.59,F,NA,NA,2K,2,3,2,0K
011620-LE,2.59,F,NA,NA,2K,2,4,4,0K
011620-LE,2.59,F,NA,NA,2K,2,6,2,0K
011620-LE,2.59,F,NA,NA,2K,2,2,2,0K
011620-LE,2.59,F,NA,NA,2K,2,6,3,0K
011620-LE,2.59,F,NA,NA,2K,2,3,2,0K
011620-LE,2.59,F,NA,NA,2K,2,2,2,0K
011620-LE,2.59,F,NA,NA,2K,2,4,2,0K
011620-LE,2.59,F,NA,NA,2K,2,1,2,0K
011720-D,3.95,M,1,1,CP,2,1,1,3K
011720-D,3.95,M,2,2,CP,2,6,6,3K
011720-D,3.95,M,3,3,CP,2,4,8,3K
011720-D,3.95,M,4,4,CP,2,2,2,3K
011720-D,3.95,M,5,5,CP,2,3,4,3K
011720-D,3.95,M,6,6,CP,2,1,1,3K
011720-D,3.95,M,6,6,CP,2,3,3,3K
011720-D,3.95,M,6,6,CP,2,4,4,3K
011720-D,3.95,M,NA,NA,CP,2,6,6,3K
011720-D,3.95,M,NA,NA,CP,2,2,2,3K
011720-D,3.95,M,NA,NA,CP,2,6,6,3K
011720-D,3.95,M,NA,NA,CP,2,3,3,3K
011720-D,3.95,M,NA,NA,CP,2,2,2,3K
011720-D,3.95,M,NA,NA,CP,2,4,5,3K
011720-D,3.95,M,NA,NA,CP,2,1,1,3K
011720-AV,2.46,M,1,1,1K,2,1,1,1K
011720-AV,2.46,M,2,10,1K,2,6,10,1K
011720-AV,2.46,M,1,1,1K,2,4,10,1K
011720-AV,2.46,M,2,10,1K,2,2,2,1K
011720-AV,2.46,M,1,1,1K,2,3,7,1K
011720-AV,2.46,M,NA,NA,1K,2,1,1,1K
011720-AV,2.46,M,NA,NA,1K,2,3,10,1K
011720-AV,2.46,M,NA,NA,1K,2,4,2,1K
011720-AV,2.46,M,NA,NA,1K,2,6,10,1K
011720-AV,2.46,M,NA,NA,1K,2,2,2,1K
011720-AV,2.46,M,NA,NA,1K,2,6,10,1K
011720-AV,2.46,M,NA,NA,1K,2,3,10,1K
011720-AV,2.46,M,NA,NA,1K,2,2,10,1K
011720-AV,2.46,M,NA,NA,1K,2,4,2,1K
011720-AV,2.46,M,NA,NA,1K,2,1,1,1K
011720-MA,3.58,F,1,1,2K,2,1,1,2K
011720-MA,3.58,F,2,2,2K,2,6,6,2K
011720-MA,3.58,F,3,7,2K,2,4,6,2K
011720-MA,3.58,F,2,2,2K,2,2,2,2K
011720-MA,3.58,F,3,7,2K,2,3,6,2K
011720-MA,3.58,F,NA,NA,2K,2,1,1,2K
011720-MA,3.58,F,NA,NA,2K,2,3,5,2K
011720-MA,3.58,F,NA,NA,2K,2,4,8,2K
011720-MA,3.58,F,NA,NA,2K,2,6,7,2K
011720-MA,3.58,F,NA,NA,2K,2,2,2,2K
011720-MA,3.58,F,NA,NA,2K,2,6,7,2K
011720-MA,3.58,F,NA,NA,2K,2,3,8,2K
011720-MA,3.58,F,NA,NA,2K,2,2,2,2K
011720-MA,3.58,F,NA,NA,2K,2,4,8,2K
011720-MA,3.58,F,NA,NA,2K,2,1,1,2K
011620-CH,3.25,F,1,1,CP,2,1,1,CP
011620-CH,3.25,F,2,2,CP,2,6,6,CP
011620-CH,3.25,F,3,3,CP,2,4,4,CP
011620-CH,3.25,F,4,4,CP,2,2,2,CP
011620-CH,3.25,F,5,5,CP,2,3,3,CP
011620-CH,3.25,F,6,6,CP,2,1,1,CP
011620-CH,3.25,F,6,6,CP,2,3,3,CP
011620-CH,3.25,F,6,6,CP,2,4,4,CP
011620-CH,3.25,F,NA,NA,CP,2,6,6,CP
011620-CH,3.25,F,NA,NA,CP,2,2,2,CP
011620-CH,3.25,F,NA,NA,CP,2,6,6,CP
011620-CH,3.25,F,NA,NA,CP,2,3,3,CP
011620-CH,3.25,F,NA,NA,CP,2,2,2,CP
011620-CH,3.25,F,NA,NA,CP,2,4,4,CP
011620-CH,3.25,F,NA,NA,CP,2,1,1,CP
011620-Z,3.66,M,1,1,1K,1,6,2,0K
011620-Z,3.66,M,2,2,1K,1,3,2,0K
011620-Z,3.66,M,3,2,1K,1,2,1,0K
011620-Z,3.66,M,2,1,1K,1,4,2,0K
011620-Z,3.66,M,1,1,1K,1,1,1,0K
011620-Z,3.66,M,2,2,1K,1,1,1,0K
011620-Z,3.66,M,3,2,1K,1,6,1,0K
011620-Z,3.66,M,2,3,1K,1,4,2,0K
011620-Z,3.66,M,NA,NA,1K,1,2,5,0K
011620-Z,3.66,M,NA,NA,1K,1,3,1,0K
011620-Z,3.66,M,NA,NA,1K,1,1,1,0K
011620-Z,3.66,M,NA,NA,1K,1,3,2,0K
011620-Z,3.66,M,NA,NA,1K,1,4,2,0K
011620-Z,3.66,M,NA,NA,1K,1,6,2,0K
011620-Z,3.66,M,NA,NA,1K,1,2,3,0K
011620-TR,3.41,M,1,1,3K,1,6,10,4K
011620-TR,3.41,M,2,2,3K,1,3,3,4K
011620-TR,3.41,M,3,3,3K,1,2,2,4K
011620-TR,3.41,M,4,4,3K,1,4,4,4K
011620-TR,3.41,M,5,6,3K,1,1,1,4K
011620-TR,3.41,M,4,5,3K,1,1,1,4K
011620-TR,3.41,M,3,3,3K,1,6,10,4K
011620-TR,3.41,M,4,5,3K,1,4,4,4K
011620-TR,3.41,M,NA,NA,3K,1,2,2,4K
011620-TR,3.41,M,NA,NA,3K,1,3,3,4K
011620-TR,3.41,M,NA,NA,3K,1,1,1,4K
011620-TR,3.41,M,NA,NA,3K,1,3,3,4K
011620-TR,3.41,M,NA,NA,3K,1,4,6,4K
011620-TR,3.41,M,NA,NA,3K,1,6,10,4K
011620-TR,3.41,M,NA,NA,3K,1,2,2,4K
011620-VA,3.41,F,1,1,0K,1,6,10,1K
011620-VA,3.41,F,2,2,0K,1,3,6,1K
011620-VA,3.41,F,3,3,0K,1,2,7,1K
011620-VA,3.41,F,4,2,0K,1,4,9,1K
011620-VA,3.41,F,3,3,0K,1,1,8,1K
011620-VA,3.41,F,4,2,0K,1,1,1,1K
011620-VA,3.41,F,3,2,0K,1,6,6,1K
011620-VA,3.41,F,2,4,0K,1,4,5,1K
011620-VA,3.41,F,1,6,0K,1,2,10,1K
011620-VA,3.41,F,1,8,0K,1,3,1,1K
011620-VA,3.41,F,NA,NA,0K,1,1,1,1K
