Experiment,Subject,Language,Age,Sex,Query,Response
SchneiderEtAl_2020,CH-RS-52,Gujarati,5.81793292,F,5,5
SchneiderEtAl_2020,CH-RV-40,Gujarati,5.81245722,M,6,6
SchneiderEtAl_2020,CH-RV-40,Gujarati,5.81245722,M,9,9
SchneiderEtAl_2020,CH-RV-40,Gujarati,5.81245722,M,7,7
SchneiderEtAl_2020,CH-RV-40,Gujarati,5.81245722,M,5,5
SchneiderEtAl_2020,CH-SC-2,Gujarati,5.9137577,M,6,6
SchneiderEtAl_2020,CH-SC-2,Gujarati,5.9137577,M,9,NA
SchneiderEtAl_2020,CH-SC-2,Gujarati,5.9137577,M,7,NA
SchneiderEtAl_2020,CH-SC-2,Gujarati,5.9137577,M,5,7
SchneiderEtAl_2020,CH-SM-34,Gujarati,6.08898015,F,6,6
SchneiderEtAl_2020,CH-SM-34,Gujarati,6.08898015,F,9,9
SchneiderEtAl_2020,CH-SM-34,Gujarati,6.08898015,F,7,7
SchneiderEtAl_2020,CH-SM-34,Gujarati,6.08898015,F,5,5
SchneiderEtAl_2020,CH-SP-51,Gujarati,5.11704312,M,6,6
SchneiderEtAl_2020,CH-SP-51,Gujarati,5.11704312,M,9,8
SchneiderEtAl_2020,CH-SP-51,Gujarati,5.11704312,M,7,10
SchneiderEtAl_2020,CH-SP-51,Gujarati,5.11704312,M,5,10
SchneiderEtAl_2020,CH-SP-54,Gujarati,4.58042437,F,6,10
SchneiderEtAl_2020,CH-SP-54,Gujarati,4.58042437,F,9,NA
SchneiderEtAl_2020,CH-SP-54,Gujarati,4.58042437,F,7,NA
SchneiderEtAl_2020,CH-SP-54,Gujarati,4.58042437,F,5,10
SchneiderEtAl_2020,CH-SV-21,Gujarati,7.05544148,F,6,6
SchneiderEtAl_2020,CH-SV-21,Gujarati,7.05544148,F,9,7
SchneiderEtAl_2020,CH-SV-21,Gujarati,7.05544148,F,7,7
SchneiderEtAl_2020,CH-SV-21,Gujarati,7.05544148,F,5,5
SchneiderEtAl_2020,CH-TK-63,Gujarati,4.24093087,F,6,10
SchneiderEtAl_2020,CH-TK-63,Gujarati,4.24093087,F,9,NA
SchneiderEtAl_2020,CH-TK-63,Gujarati,4.24093087,F,7,NA
SchneiderEtAl_2020,CH-TK-63,Gujarati,4.24093087,F,5,10
SchneiderEtAl_2020,CH-TS-62,Gujarati,4.46817248,M,6,10
SchneiderEtAl_2020,CH-TS-62,Gujarati,4.46817248,M,9,NA
SchneiderEtAl_2020,CH-TS-62,Gujarati,4.46817248,M,7,NA
SchneiderEtAl_2020,CH-TS-62,Gujarati,4.46817248,M,5,10
SchneiderEtAl_2020,CH-VC-1,Gujarati,4.99931554,F,6,6
SchneiderEtAl_2020,CH-VC-1,Gujarati,4.99931554,F,9,9
SchneiderEtAl_2020,CH-VC-1,Gujarati,4.99931554,F,7,7
SchneiderEtAl_2020,CH-VC-1,Gujarati,4.99931554,F,5,5
SchneiderEtAl_2020,CH-VN-66,Gujarati,5.10061602,F,6,10
SchneiderEtAl_2020,CH-VN-66,Gujarati,5.10061602,F,9,NA
SchneiderEtAl_2020,CH-VN-66,Gujarati,5.10061602,F,7,NA
SchneiderEtAl_2020,CH-VN-66,Gujarati,5.10061602,F,5,10
SchneiderEtAl_2020,CH-VR-59,Gujarati,5.045859,F,6,6
SchneiderEtAl_2020,CH-VR-59,Gujarati,5.045859,F,9,9
SchneiderEtAl_2020,CH-VR-59,Gujarati,5.045859,F,7,7
SchneiderEtAl_2020,CH-VR-59,Gujarati,5.045859,F,5,5
SchneiderEtAl_2020,GV-12-HV,Gujarati,5.81245722,M,6,6
SchneiderEtAl_2020,GV-12-HV,Gujarati,5.81245722,M,9,9
SchneiderEtAl_2020,GV-12-HV,Gujarati,5.81245722,M,7,7
SchneiderEtAl_2020,GV-12-HV,Gujarati,5.81245722,M,5,5
SchneiderEtAl_2020,GV-16-KM,Gujarati,5.2073922,F,6,6
SchneiderEtAl_2020,GV-16-KM,Gujarati,5.2073922,F,9,8
SchneiderEtAl_2020,GV-16-KM,Gujarati,5.2073922,F,7,7
SchneiderEtAl_2020,GV-16-KM,Gujarati,5.2073922,F,5,5
SchneiderEtAl_2020,GV-17-IP,Gujarati,6.05065024,F,6,6
SchneiderEtAl_2020,GV-17-IP,Gujarati,6.05065024,F,9,9
SchneiderEtAl_2020,GV-17-IP,Gujarati,6.05065024,F,7,7
SchneiderEtAl_2020,GV-17-IP,Gujarati,6.05065024,F,5,5
SchneiderEtAl_2020,GV-19-KG,Gujarati,5.27036277,F,6,10
SchneiderEtAl_2020,GV-19-KG,Gujarati,5.27036277,F,9,9
SchneiderEtAl_2020,GV-19-KG,Gujarati,5.27036277,F,7,7
SchneiderEtAl_2020,GV-19-KG,Gujarati,5.27036277,F,5,5
SchneiderEtAl_2020,GV-2-MP,Gujarati,5.80150582,M,6,6
SchneiderEtAl_2020,GV-2-MP,Gujarati,5.80150582,M,9,9
SchneiderEtAl_2020,GV-2-MP,Gujarati,5.80150582,M,7,7
SchneiderEtAl_2020,GV-2-MP,Gujarati,5.80150582,M,5,5
SchneiderEtAl_2020,GV-21-SB,Gujarati,5.82340862,F,6,6
SchneiderEtAl_2020,GV-21-SB,Gujarati,5.82340862,F,9,9
SchneiderEtAl_2020,GV-21-SB,Gujarati,5.82340862,F,7,7
SchneiderEtAl_2020,GV-21-SB,Gujarati,5.82340862,F,5,5
SchneiderEtAl_2020,GV-25-JB,Gujarati,5.4017796,F,6,6
SchneiderEtAl_2020,GV-25-JB,Gujarati,5.4017796,F,9,6
SchneiderEtAl_2020,GV-25-JB,Gujarati,5.4017796,F,7,6
SchneiderEtAl_2020,GV-25-JB,Gujarati,5.4017796,F,5,6
SchneiderEtAl_2020,GV-31-NR,Gujarati,5.26762491,F,6,6
SchneiderEtAl_2020,GV-31-NR,Gujarati,5.26762491,F,9,9
SchneiderEtAl_2020,GV-31-NR,Gujarati,5.26762491,F,7,7
SchneiderEtAl_2020,GV-31-NR,Gujarati,5.26762491,F,5,5
SchneiderEtAl_2020,GV-38-VL,Gujarati,5.76043806,M,6,6
SchneiderEtAl_2020,GV-38-VL,Gujarati,5.76043806,M,9,9
SchneiderEtAl_2020,GV-38-VL,Gujarati,5.76043806,M,7,7
SchneiderEtAl_2020,GV-38-VL,Gujarati,5.76043806,M,5,5
SchneiderEtAl_2020,GV-39-KM,Gujarati,5.37166324,M,6,6
SchneiderEtAl_2020,GV-39-KM,Gujarati,5.37166324,M,9,9
SchneiderEtAl_2020,GV-39-KM,Gujarati,5.37166324,M,7,7
SchneiderEtAl_2020,GV-39-KM,Gujarati,5.37166324,M,5,5
SchneiderEtAl_2020,GV-42-KA,Gujarati,5.37166324,F,6,6
SchneiderEtAl_2020,GV-42-KA,Gujarati,5.37166324,F,9,9
SchneiderEtAl_2020,GV-42-KA,Gujarati,5.37166324,F,7,7
SchneiderEtAl_2020,GV-42-KA,Gujarati,5.37166324,F,5,5
SchneiderEtAl_2020,GV-43-MP,Gujarati,5.65913758,F,6,6
SchneiderEtAl_2020,GV-43-MP,Gujarati,5.65913758,F,9,9
SchneiderEtAl_2020,GV-43-MP,Gujarati,5.65913758,F,7,7
SchneiderEtAl_2020,GV-43-MP,Gujarati,5.65913758,F,5,5
SchneiderEtAl_2020,GV-44-DP,Gujarati,5.85900068,F,6,6
SchneiderEtAl_2020,GV-44-DP,Gujarati,5.85900068,F,9,9
SchneiderEtAl_2020,GV-44-DP,Gujarati,5.85900068,F,7,7
SchneiderEtAl_2020,GV-44-DP,Gujarati,5.85900068,F,5,5
SchneiderEtAl_2020,GV-46-PP,Gujarati,5.65092402,F,6,6
SchneiderEtAl_2020,GV-46-PP,Gujarati,5.65092402,F,9,9
SchneiderEtAl_2020,GV-46-PP,Gujarati,5.65092402,F,7,7
SchneiderEtAl_2020,GV-46-PP,Gujarati,5.65092402,F,5,5
SchneiderEtAl_2020,GV-47-LR,Gujarati,5.98767967,F,6,6
SchneiderEtAl_2020,GV-47-LR,Gujarati,5.98767967,F,9,9
SchneiderEtAl_2020,GV-47-LR,Gujarati,5.98767967,F,7,7
SchneiderEtAl_2020,GV-47-LR,Gujarati,5.98767967,F,5,5
SchneiderEtAl_2020,GV-48-MR,Gujarati,5.80971937,F,6,6
SchneiderEtAl_2020,GV-48-MR,Gujarati,5.80971937,F,9,9
SchneiderEtAl_2020,GV-48-MR,Gujarati,5.80971937,F,7,7
SchneiderEtAl_2020,GV-48-MR,Gujarati,5.80971937,F,5,5
SchneiderEtAl_2020,GV-49-NR,Gujarati,5.71389459,F,6,10
SchneiderEtAl_2020,GV-49-NR,Gujarati,5.71389459,F,9,10
SchneiderEtAl_2020,GV-49-NR,Gujarati,5.71389459,F,7,NA
SchneiderEtAl_2020,GV-49-NR,Gujarati,5.71389459,F,5,10
SchneiderEtAl_2020,GV-50-MR,Gujarati,6.11088296,F,6,6
SchneiderEtAl_2020,GV-50-MR,Gujarati,6.11088296,F,9,9
SchneiderEtAl_2020,GV-50-MR,Gujarati,6.11088296,F,7,7
SchneiderEtAl_2020,GV-50-MR,Gujarati,6.11088296,F,5,5
SchneiderEtAl_2020,GV-51-BR,Gujarati,5.33059548,F,6,8
SchneiderEtAl_2020,GV-51-BR,Gujarati,5.33059548,F,9,10
SchneiderEtAl_2020,GV-51-BR,Gujarati,5.33059548,F,7,7
SchneiderEtAl_2020,GV-51-BR,Gujarati,5.33059548,F,5,5
SchneiderEtAl_2020,GV-52-KR,Gujarati,5.80971937,F,6,6
SchneiderEtAl_2020,GV-52-KR,Gujarati,5.80971937,F,9,9
SchneiderEtAl_2020,GV-52-KR,Gujarati,5.80971937,F,7,7
SchneiderEtAl_2020,GV-52-KR,Gujarati,5.80971937,F,5,5
SchneiderEtAl_2020,GV-53-NR,Gujarati,5.67282683,F,6,6
SchneiderEtAl_2020,GV-53-NR,Gujarati,5.67282683,F,9,9
SchneiderEtAl_2020,GV-53-NR,Gujarati,5.67282683,F,7,7
SchneiderEtAl_2020,GV-53-NR,Gujarati,5.67282683,F,5,5
SchneiderEtAl_2020,GV-54-KR,Gujarati,5.73853525,F,6,6
SchneiderEtAl_2020,GV-54-KR,Gujarati,5.73853525,F,9,9
SchneiderEtAl_2020,GV-54-KR,Gujarati,5.73853525,F,7,7
SchneiderEtAl_2020,GV-54-KR,Gujarati,5.73853525,F,5,5
SchneiderEtAl_2020,GV-55-TR,Gujarati,6.0862423,NA,6,6
SchneiderEtAl_2020,GV-55-TR,Gujarati,6.0862423,NA,9,9
SchneiderEtAl_2020,GV-55-TR,Gujarati,6.0862423,NA,7,7
SchneiderEtAl_2020,GV-55-TR,Gujarati,6.0862423,NA,5,5
SchneiderEtAl_2020,GV-56-KS,Gujarati,5.51676934,F,6,6
SchneiderEtAl_2020,GV-56-KS,Gujarati,5.51676934,F,9,9
SchneiderEtAl_2020,GV-56-KS,Gujarati,5.51676934,F,7,7
SchneiderEtAl_2020,GV-56-KS,Gujarati,5.51676934,F,5,5
SchneiderEtAl_2020,GV-58-MU,Gujarati,5.65639973,F,6,6
SchneiderEtAl_2020,GV-58-MU,Gujarati,5.65639973,F,9,9
SchneiderEtAl_2020,GV-58-MU,Gujarati,5.65639973,F,7,7
SchneiderEtAl_2020,GV-58-MU,Gujarati,5.65639973,F,5,5
SchneiderEtAl_2020,GV-59-PV,Gujarati,6.17111567,F,6,6
SchneiderEtAl_2020,GV-59-PV,Gujarati,6.17111567,F,9,9
SchneiderEtAl_2020,GV-59-PV,Gujarati,6.17111567,F,7,7
SchneiderEtAl_2020,GV-59-PV,Gujarati,6.17111567,F,5,5
SchneiderEtAl_2020,GV-6-DP,Gujarati,5.39356605,M,6,6
SchneiderEtAl_2020,GV-6-DP,Gujarati,5.39356605,M,9,9
SchneiderEtAl_2020,GV-6-DP,Gujarati,5.39356605,M,7,7
SchneiderEtAl_2020,GV-6-DP,Gujarati,5.39356605,M,5,5
SchneiderEtAl_2020,GV-60-TV,Gujarati,6.19301848,F,6,6
SchneiderEtAl_2020,GV-60-TV,Gujarati,6.19301848,F,9,6
SchneiderEtAl_2020,GV-60-TV,Gujarati,6.19301848,F,7,10
SchneiderEtAl_2020,GV-60-TV,Gujarati,6.19301848,F,5,10
SchneiderEtAl_2020,GV-7-VS,Gujarati,5.74401095,M,6,6
SchneiderEtAl_2020,GV-7-VS,Gujarati,5.74401095,M,9,9
SchneiderEtAl_2020,GV-7-VS,Gujarati,5.74401095,M,7,7
SchneiderEtAl_2020,GV-7-VS,Gujarati,5.74401095,M,5,5
SchneiderEtAl_2020,GV-8-DS,Gujarati,5.99589322,M,6,6
SchneiderEtAl_2020,GV-8-DS,Gujarati,5.99589322,M,9,9
SchneiderEtAl_2020,GV-8-DS,Gujarati,5.99589322,M,7,7
SchneiderEtAl_2020,GV-8-DS,Gujarati,5.99589322,M,5,5
SchneiderEtAl_2020,GV-9-PS,Gujarati,5.71663244,M,6,6
SchneiderEtAl_2020,GV-9-PS,Gujarati,5.71663244,M,9,9
SchneiderEtAl_2020,GV-9-PS,Gujarati,5.71663244,M,7,7
SchneiderEtAl_2020,GV-9-PS,Gujarati,5.71663244,M,5,5
SchneiderEtAl_2020,SK-K-1-FP-G,Gujarati,6.38193018,M,6,6
SchneiderEtAl_2020,SK-K-1-FP-G,Gujarati,6.38193018,M,9,9
SchneiderEtAl_2020,SK-K-1-FP-G,Gujarati,6.38193018,M,7,7
SchneiderEtAl_2020,SK-K-1-FP-G,Gujarati,6.38193018,M,5,5
SchneiderEtAl_2020,SK-K-10-AP,Hindi,5.5797399,F,6,6
SchneiderEtAl_2020,SK-K-10-AP,Hindi,5.5797399,F,9,9
SchneiderEtAl_2020,SK-K-10-AP,Hindi,5.5797399,F,7,8
SchneiderEtAl_2020,SK-K-10-AP,Hindi,5.5797399,F,5,NA
SchneiderEtAl_2020,SK-K-11-SM,Hindi,5.90006845,M,6,10
SchneiderEtAl_2020,SK-K-11-SM,Hindi,5.90006845,M,9,8
SchneiderEtAl_2020,SK-K-11-SM,Hindi,5.90006845,M,7,8
SchneiderEtAl_2020,SK-K-11-SM,Hindi,5.90006845,M,5,5
SchneiderEtAl_2020,SK-K-12-RA,Hindi,6.42847365,M,6,3
SchneiderEtAl_2020,SK-K-12-RA,Hindi,6.42847365,M,9,NA
SchneiderEtAl_2020,SK-K-12-RA,Hindi,6.42847365,M,7,6
SchneiderEtAl_2020,SK-K-12-RA,Hindi,6.42847365,M,5,5
SchneiderEtAl_2020,SK-K-12B-AA,Hindi,6.5927447,M,6,6
SchneiderEtAl_2020,SK-K-12B-AA,Hindi,6.5927447,M,9,9
SchneiderEtAl_2020,SK-K-12B-AA,Hindi,6.5927447,M,7,7
SchneiderEtAl_2020,SK-K-12B-AA,Hindi,6.5927447,M,5,5
SchneiderEtAl_2020,SK-K-13-MP,Hindi,5.94113621,M,6,5
SchneiderEtAl_2020,SK-K-13-MP,Hindi,5.94113621,M,9,7
SchneiderEtAl_2020,SK-K-13-MP,Hindi,5.94113621,M,7,10
SchneiderEtAl_2020,SK-K-13-MP,Hindi,5.94113621,M,5,6
SchneiderEtAl_2020,SK-K-17-DP,Hindi,6.13004791,F,6,7
SchneiderEtAl_2020,SK-K-17-DP,Hindi,6.13004791,F,9,10
SchneiderEtAl_2020,SK-K-17-DP,Hindi,6.13004791,F,7,7
SchneiderEtAl_2020,SK-K-17-DP,Hindi,6.13004791,F,5,5
SchneiderEtAl_2020,SK-K-18-PY,Hindi,6.39288159,F,6,6
SchneiderEtAl_2020,SK-K-18-PY,Hindi,6.39288159,F,9,9
SchneiderEtAl_2020,SK-K-18-PY,Hindi,6.39288159,F,7,8
SchneiderEtAl_2020,SK-K-18-PY,Hindi,6.39288159,F,5,5
SchneiderEtAl_2020,SK-K-2-MB-G,Gujarati,4.63791923,M,6,2
SchneiderEtAl_2020,SK-K-2-MB-G,Gujarati,4.63791923,M,9,NA
SchneiderEtAl_2020,SK-K-2-MB-G,Gujarati,4.63791923,M,7,NA
SchneiderEtAl_2020,SK-K-2-MB-G,Gujarati,4.63791923,M,5,1
SchneiderEtAl_2020,SK-K-20-RP,Hindi,6.47775496,M,6,6
SchneiderEtAl_2020,SK-K-20-RP,Hindi,6.47775496,M,9,9
SchneiderEtAl_2020,SK-K-20-RP,Hindi,6.47775496,M,7,7
SchneiderEtAl_2020,SK-K-20-RP,Hindi,6.47775496,M,5,5
SchneiderEtAl_2020,SK-K-24-AS,Hindi,5.74401095,M,6,6
SchneiderEtAl_2020,SK-K-24-AS,Hindi,5.74401095,M,9,9
SchneiderEtAl_2020,SK-K-24-AS,Hindi,5.74401095,M,7,7
SchneiderEtAl_2020,SK-K-24-AS,Hindi,5.74401095,M,5,5
SchneiderEtAl_2020,SK-K-25-VV,Hindi,6.21765914,F,6,6
SchneiderEtAl_2020,SK-K-25-VV,Hindi,6.21765914,F,9,9
SchneiderEtAl_2020,SK-K-25-VV,Hindi,6.21765914,F,7,7
SchneiderEtAl_2020,SK-K-25-VV,Hindi,6.21765914,F,5,5
SchneiderEtAl_2020,SK-K-26-SS,Hindi,5.83436003,M,6,6
SchneiderEtAl_2020,SK-K-26-SS,Hindi,5.83436003,M,9,9
SchneiderEtAl_2020,SK-K-26-SS,Hindi,5.83436003,M,7,7
SchneiderEtAl_2020,SK-K-26-SS,Hindi,5.83436003,M,5,5
SchneiderEtAl_2020,SK-K-3-KK,Hindi,4.47912389,F,6,6
SchneiderEtAl_2020,SK-K-3-KK,Hindi,4.47912389,F,9,9
SchneiderEtAl_2020,SK-K-3-KK,Hindi,4.47912389,F,7,7
SchneiderEtAl_2020,SK-K-3-KK,Hindi,4.47912389,F,5,5
SchneiderEtAl_2020,SK-K-3B-RA,Hindi,6.56536619,M,6,6
SchneiderEtAl_2020,SK-K-3B-RA,Hindi,6.56536619,M,9,9
SchneiderEtAl_2020,SK-K-3B-RA,Hindi,6.56536619,M,7,7
SchneiderEtAl_2020,SK-K-3B-RA,Hindi,6.56536619,M,5,5
SchneiderEtAl_2020,SK-K-4-KU,Hindi,4.79945243,F,6,3
SchneiderEtAl_2020,SK-K-4-KU,Hindi,4.79945243,F,9,2
SchneiderEtAl_2020,SK-K-4-KU,Hindi,4.79945243,F,7,3
SchneiderEtAl_2020,SK-K-4-KU,Hindi,4.79945243,F,5,3
SchneiderEtAl_2020,SK-K-6-SM,Hindi,5.18275154,M,6,10
SchneiderEtAl_2020,SK-K-6-SM,Hindi,5.18275154,M,9,8
SchneiderEtAl_2020,SK-K-6-SM,Hindi,5.18275154,M,7,10
SchneiderEtAl_2020,SK-K-6-SM,Hindi,5.18275154,M,5,10
SchneiderEtAl_2020,SK-K-7-AK,Hindi,4.72826831,M,6,1
SchneiderEtAl_2020,SK-K-7-AK,Hindi,4.72826831,M,9,NA
SchneiderEtAl_2020,SK-K-7-AK,Hindi,4.72826831,M,7,NA
SchneiderEtAl_2020,SK-K-7-AK,Hindi,4.72826831,M,5,1
SchneiderEtAl_2020,SK-K-7B-RK,Hindi,6.23956194,M,6,6
SchneiderEtAl_2020,SK-K-7B-RK,Hindi,6.23956194,M,9,9
SchneiderEtAl_2020,SK-K-7B-RK,Hindi,6.23956194,M,7,7
SchneiderEtAl_2020,SK-K-7B-RK,Hindi,6.23956194,M,5,5
SchneiderEtAl_2020,SK-K-8-GP,Hindi,5.42368241,M,6,2
SchneiderEtAl_2020,SK-K-8-GP,Hindi,5.42368241,M,9,2
SchneiderEtAl_2020,SK-K-8-GP,Hindi,5.42368241,M,7,NA
SchneiderEtAl_2020,SK-K-8-GP,Hindi,5.42368241,M,5,1
SchneiderEtAl_2020,SK-M-1-MP,Hindi,5.7412731,F,6,6
SchneiderEtAl_2020,SK-M-1-MP,Hindi,5.7412731,F,9,9
SchneiderEtAl_2020,SK-M-1-MP,Hindi,5.7412731,F,7,7
SchneiderEtAl_2020,SK-M-1-MP,Hindi,5.7412731,F,5,5
SchneiderEtAl_2020,SK-M-10-CK,Hindi,6.36550308,F,6,6
SchneiderEtAl_2020,SK-M-10-CK,Hindi,6.36550308,F,9,9
SchneiderEtAl_2020,SK-M-10-CK,Hindi,6.36550308,F,7,7
SchneiderEtAl_2020,SK-M-10-CK,Hindi,6.36550308,F,5,5
SchneiderEtAl_2020,SK-M-12-DR,Hindi,6.52703628,M,6,6
SchneiderEtAl_2020,SK-M-12-DR,Hindi,6.52703628,M,9,9
SchneiderEtAl_2020,SK-M-12-DR,Hindi,6.52703628,M,7,7
SchneiderEtAl_2020,SK-M-12-DR,Hindi,6.52703628,M,5,5
SchneiderEtAl_2020,SK-M-13-RK,Hindi,5.69746749,M,6,10
SchneiderEtAl_2020,SK-M-13-RK,Hindi,5.69746749,M,9,10
SchneiderEtAl_2020,SK-M-13-RK,Hindi,5.69746749,M,7,10
SchneiderEtAl_2020,SK-M-13-RK,Hindi,5.69746749,M,5,10
SchneiderEtAl_2020,SK-M-14-AG,Hindi,5.90006845,F,6,10
SchneiderEtAl_2020,SK-M-14-AG,Hindi,5.90006845,F,9,10
SchneiderEtAl_2020,SK-M-14-AG,Hindi,5.90006845,F,7,7
SchneiderEtAl_2020,SK-M-14-AG,Hindi,5.90006845,F,5,10
SchneiderEtAl_2020,SK-M-15-NK,Hindi,5.89459274,M,6,6
SchneiderEtAl_2020,SK-M-15-NK,Hindi,5.89459274,M,9,9
SchneiderEtAl_2020,SK-M-15-NK,Hindi,5.89459274,M,7,7
SchneiderEtAl_2020,SK-M-15-NK,Hindi,5.89459274,M,5,5
SchneiderEtAl_2020,SK-M-16-KR,Hindi,5.32785763,M,6,6
SchneiderEtAl_2020,SK-M-16-KR,Hindi,5.32785763,M,9,9
SchneiderEtAl_2020,SK-M-16-KR,Hindi,5.32785763,M,7,7
SchneiderEtAl_2020,SK-M-16-KR,Hindi,5.32785763,M,5,5
SchneiderEtAl_2020,SK-M-17-MG,Hindi,5.81245722,M,6,6
SchneiderEtAl_2020,SK-M-17-MG,Hindi,5.81245722,M,9,9
SchneiderEtAl_2020,SK-M-17-MG,Hindi,5.81245722,M,7,7
SchneiderEtAl_2020,SK-M-17-MG,Hindi,5.81245722,M,5,5
SchneiderEtAl_2020,SK-M-19-LK,Hindi,5.46475017,F,6,6
SchneiderEtAl_2020,SK-M-19-LK,Hindi,5.46475017,F,9,9
SchneiderEtAl_2020,SK-M-19-LK,Hindi,5.46475017,F,7,7
SchneiderEtAl_2020,SK-M-19-LK,Hindi,5.46475017,F,5,5
SchneiderEtAl_2020,SK-M-2-NK,Hindi,5.69746749,M,6,5
SchneiderEtAl_2020,SK-M-2-NK,Hindi,5.69746749,M,9,5
SchneiderEtAl_2020,SK-M-2-NK,Hindi,5.69746749,M,7,5
SchneiderEtAl_2020,SK-M-2-NK,Hindi,5.69746749,M,5,5
SchneiderEtAl_2020,SK-M-22-AP,Hindi,5.70294319,M,6,6
SchneiderEtAl_2020,SK-M-22-AP,Hindi,5.70294319,M,9,9
SchneiderEtAl_2020,SK-M-22-AP,Hindi,5.70294319,M,7,7
SchneiderEtAl_2020,SK-M-22-AP,Hindi,5.70294319,M,5,5
SchneiderEtAl_2020,SK-M-23-UP,Hindi,6.12183436,F,6,5
SchneiderEtAl_2020,SK-M-23-UP,Hindi,6.12183436,F,9,6
SchneiderEtAl_2020,SK-M-23-UP,Hindi,6.12183436,F,7,6
SchneiderEtAl_2020,SK-M-23-UP,Hindi,6.12183436,F,5,6
SchneiderEtAl_2020,SK-M-24-KP,Hindi,5.91101985,F,6,10
SchneiderEtAl_2020,SK-M-24-KP,Hindi,5.91101985,F,9,10
SchneiderEtAl_2020,SK-M-24-KP,Hindi,5.91101985,F,7,10
SchneiderEtAl_2020,SK-M-24-KP,Hindi,5.91101985,F,5,10
SchneiderEtAl_2020,SK-M-26-NS,Hindi,6.45311431,F,6,6
SchneiderEtAl_2020,SK-M-26-NS,Hindi,6.45311431,F,9,8
SchneiderEtAl_2020,SK-M-26-NS,Hindi,6.45311431,F,7,7
SchneiderEtAl_2020,SK-M-26-NS,Hindi,6.45311431,F,5,5
SchneiderEtAl_2020,SK-M-27-DJ,Hindi,6.19028063,M,6,6
SchneiderEtAl_2020,SK-M-27-DJ,Hindi,6.19028063,M,9,9
SchneiderEtAl_2020,SK-M-27-DJ,Hindi,6.19028063,M,7,7
SchneiderEtAl_2020,SK-M-27-DJ,Hindi,6.19028063,M,5,5
SchneiderEtAl_2020,SK-M-28-VV,Hindi,5.9137577,M,6,6
SchneiderEtAl_2020,SK-M-28-VV,Hindi,5.9137577,M,9,9
SchneiderEtAl_2020,SK-M-28-VV,Hindi,5.9137577,M,7,7
SchneiderEtAl_2020,SK-M-28-VV,Hindi,5.9137577,M,5,5
SchneiderEtAl_2020,SK-M-30-NV,Hindi,6.05065024,F,6,6
SchneiderEtAl_2020,SK-M-30-NV,Hindi,6.05065024,F,9,9
SchneiderEtAl_2020,SK-M-30-NV,Hindi,6.05065024,F,7,7
SchneiderEtAl_2020,SK-M-30-NV,Hindi,6.05065024,F,5,5
SchneiderEtAl_2020,SK-M-32-PS,Hindi,5.13894593,M,6,2
SchneiderEtAl_2020,SK-M-32-PS,Hindi,5.13894593,M,9,4
SchneiderEtAl_2020,SK-M-32-PS,Hindi,5.13894593,M,7,4
SchneiderEtAl_2020,SK-M-32-PS,Hindi,5.13894593,M,5,5
SchneiderEtAl_2020,SK-M-34-AP,Hindi,4.88158795,M,6,4
SchneiderEtAl_2020,SK-M-34-AP,Hindi,4.88158795,M,9,4
SchneiderEtAl_2020,SK-M-34-AP,Hindi,4.88158795,M,7,3
SchneiderEtAl_2020,SK-M-34-AP,Hindi,4.88158795,M,5,4
SchneiderEtAl_2020,SK-M-35-JS,Hindi,4.91444216,F,6,NA
SchneiderEtAl_2020,SK-M-35-JS,Hindi,4.91444216,F,9,NA
SchneiderEtAl_2020,SK-M-35-JS,Hindi,4.91444216,F,7,NA
SchneiderEtAl_2020,SK-M-35-JS,Hindi,4.91444216,F,5,NA
SchneiderEtAl_2020,SK-M-38-AB,Hindi,4.42162902,M,6,7
SchneiderEtAl_2020,SK-M-38-AB,Hindi,4.42162902,M,9,3
SchneiderEtAl_2020,SK-M-38-AB,Hindi,4.42162902,M,7,7
SchneiderEtAl_2020,SK-M-38-AB,Hindi,4.42162902,M,5,6
SchneiderEtAl_2020,SK-M-39-SC,Hindi,4.31485284,F,6,3
SchneiderEtAl_2020,SK-M-39-SC,Hindi,4.31485284,F,9,NA
SchneiderEtAl_2020,SK-M-39-SC,Hindi,4.31485284,F,7,NA
SchneiderEtAl_2020,SK-M-39-SC,Hindi,4.31485284,F,5,3
SchneiderEtAl_2020,SK-M-4-GJ,Hindi,5.82614648,F,6,6
SchneiderEtAl_2020,SK-M-4-GJ,Hindi,5.82614648,F,9,9
SchneiderEtAl_2020,SK-M-4-GJ,Hindi,5.82614648,F,7,7
SchneiderEtAl_2020,SK-M-4-GJ,Hindi,5.82614648,F,5,5
SchneiderEtAl_2020,SK-M-40-SP,Hindi,4.90075291,M,6,4
SchneiderEtAl_2020,SK-M-40-SP,Hindi,4.90075291,M,9,6
SchneiderEtAl_2020,SK-M-40-SP,Hindi,4.90075291,M,7,NA
SchneiderEtAl_2020,SK-M-40-SP,Hindi,4.90075291,M,5,5
SchneiderEtAl_2020,SK-M-41-PR,Hindi,4.5229295,F,6,10
SchneiderEtAl_2020,SK-M-41-PR,Hindi,4.5229295,F,9,NA
SchneiderEtAl_2020,SK-M-41-PR,Hindi,4.5229295,F,7,NA
SchneiderEtAl_2020,SK-M-41-PR,Hindi,4.5229295,F,5,10
SchneiderEtAl_2020,SK-M-44-MV,Hindi,5.12251882,F,6,6
SchneiderEtAl_2020,SK-M-44-MV,Hindi,5.12251882,F,9,8
