Experiment,Subject,Language,Age,Sex,Query,Response
SchneiderEtAl_2020,12072018-J,Slovenian,3.887748118,F,9,9
SchneiderEtAl_2020,12072018-J,Slovenian,3.887748118,F,7,7
SchneiderEtAl_2020,12072018-J,Slovenian,3.887748118,F,5,5
SchneiderEtAl_2020,12072018-M,Slovenian,3.646817248,M,6,6
SchneiderEtAl_2020,12072018-M,Slovenian,3.646817248,M,9,10
SchneiderEtAl_2020,12072018-M,Slovenian,3.646817248,M,7,7
SchneiderEtAl_2020,12072018-M,Slovenian,3.646817248,M,5,10
SchneiderEtAl_2020,12072018-Ž,Slovenian,3.764544832,F,6,3
SchneiderEtAl_2020,12072018-Ž,Slovenian,3.764544832,F,9,9
SchneiderEtAl_2020,12072018-Ž,Slovenian,3.764544832,F,7,3
SchneiderEtAl_2020,12072018-Ž,Slovenian,3.764544832,F,5,5
SchneiderEtAl_2020,18072018-B,Slovenian,4.254620123,F,6,5
SchneiderEtAl_2020,18072018-B,Slovenian,4.254620123,F,9,6
SchneiderEtAl_2020,18072018-B,Slovenian,4.254620123,F,7,7
SchneiderEtAl_2020,18072018-B,Slovenian,4.254620123,F,5,10
SchneiderEtAl_2020,18072018-D,Slovenian,6.231348392,F,6,6
SchneiderEtAl_2020,18072018-D,Slovenian,6.231348392,F,9,9
SchneiderEtAl_2020,18072018-D,Slovenian,6.231348392,F,7,7
SchneiderEtAl_2020,18072018-D,Slovenian,6.231348392,F,5,5
SchneiderEtAl_2020,18072018-G,Slovenian,5.207392197,M,6,6
SchneiderEtAl_2020,18072018-G,Slovenian,5.207392197,M,9,9
SchneiderEtAl_2020,18072018-G,Slovenian,5.207392197,M,7,7
SchneiderEtAl_2020,18072018-G,Slovenian,5.207392197,M,5,5
SchneiderEtAl_2020,18072018-IZ,Slovenian,4.481861739,F,6,10
SchneiderEtAl_2020,18072018-IZ,Slovenian,4.481861739,F,9,9
SchneiderEtAl_2020,18072018-IZ,Slovenian,4.481861739,F,7,7
SchneiderEtAl_2020,18072018-IZ,Slovenian,4.481861739,F,5,5
SchneiderEtAl_2020,19072018-B,Slovenian,5.514031485,F,6,6
SchneiderEtAl_2020,19072018-B,Slovenian,5.514031485,F,9,9
SchneiderEtAl_2020,19072018-B,Slovenian,5.514031485,F,7,7
SchneiderEtAl_2020,19072018-B,Slovenian,5.514031485,F,5,5
SchneiderEtAl_2020,19072018-E,Slovenian,6.15742642,M,6,6
SchneiderEtAl_2020,19072018-E,Slovenian,6.15742642,M,9,9
SchneiderEtAl_2020,19072018-E,Slovenian,6.15742642,M,7,7
SchneiderEtAl_2020,19072018-E,Slovenian,6.15742642,M,5,5
SchneiderEtAl_2020,19072018-J,Slovenian,3.811088296,M,6,10
SchneiderEtAl_2020,19072018-J,Slovenian,3.811088296,M,9,10
SchneiderEtAl_2020,19072018-J,Slovenian,3.811088296,M,7,10
SchneiderEtAl_2020,19072018-J,Slovenian,3.811088296,M,5,10
SchneiderEtAl_2020,19072018-M,Slovenian,5.281314168,F,6,6
SchneiderEtAl_2020,19072018-M,Slovenian,5.281314168,F,9,9
SchneiderEtAl_2020,19072018-M,Slovenian,5.281314168,F,7,7
SchneiderEtAl_2020,19072018-M,Slovenian,5.281314168,F,5,5
SchneiderEtAl_2020,19072018-P,Slovenian,4.361396304,F,6,6
SchneiderEtAl_2020,19072018-P,Slovenian,4.361396304,F,9,8
SchneiderEtAl_2020,19072018-P,Slovenian,4.361396304,F,7,6
SchneiderEtAl_2020,19072018-P,Slovenian,4.361396304,F,5,4
SchneiderEtAl_2020,19072018-T,Slovenian,3.775496235,F,6,10
SchneiderEtAl_2020,19072018-T,Slovenian,3.775496235,F,9,10
SchneiderEtAl_2020,19072018-T,Slovenian,3.775496235,F,7,10
SchneiderEtAl_2020,19072018-T,Slovenian,3.775496235,F,5,10
SchneiderEtAl_2020,20072018-Z,Slovenian,3.838466804,F,6,10
SchneiderEtAl_2020,20072018-Z,Slovenian,3.838466804,F,9,10
SchneiderEtAl_2020,20072018-Z,Slovenian,3.838466804,F,7,10
SchneiderEtAl_2020,20072018-Z,Slovenian,3.838466804,F,5,10
SchneiderEtAl_2020,21062018-A,Slovenian,6.269678303,F,6,6
SchneiderEtAl_2020,21062018-A,Slovenian,6.269678303,F,9,9
SchneiderEtAl_2020,21062018-A,Slovenian,6.269678303,F,7,7
SchneiderEtAl_2020,21062018-A,Slovenian,6.269678303,F,5,5
SchneiderEtAl_2020,21062018-DV,Slovenian,5.015742642,F,6,6
SchneiderEtAl_2020,21062018-DV,Slovenian,5.015742642,F,9,9
SchneiderEtAl_2020,21062018-DV,Slovenian,5.015742642,F,7,7
SchneiderEtAl_2020,21062018-DV,Slovenian,5.015742642,F,5,5
SchneiderEtAl_2020,21062018-PD,Slovenian,6.269678303,F,6,6
SchneiderEtAl_2020,21062018-PD,Slovenian,5.015742642,F,9,9
SchneiderEtAl_2020,21062018-PD,Slovenian,5.015742642,F,7,7
SchneiderEtAl_2020,21062018-PD,Slovenian,5.015742642,F,5,5
SchneiderEtAl_2020,21062018-TE,Slovenian,5.938398357,F,6,6
SchneiderEtAl_2020,21062018-TE,Slovenian,5.938398357,F,9,9
SchneiderEtAl_2020,21062018-TE,Slovenian,5.938398357,F,7,7
SchneiderEtAl_2020,21062018-TE,Slovenian,5.938398357,F,5,5
SchneiderEtAl_2020,21062018-U,Slovenian,5.681040383,F,6,6
SchneiderEtAl_2020,21062018-U,Slovenian,5.681040383,F,9,9
SchneiderEtAl_2020,21062018-U,Slovenian,5.681040383,F,7,7
SchneiderEtAl_2020,21062018-U,Slovenian,5.681040383,F,5,5
SchneiderEtAl_2020,21062018E,Slovenian,5.831622177,M,6,6
SchneiderEtAl_2020,21062018E,Slovenian,5.831622177,M,9,9
SchneiderEtAl_2020,21062018E,Slovenian,5.831622177,M,7,7
SchneiderEtAl_2020,21062018E,Slovenian,5.831622177,M,5,5
SchneiderEtAl_2020,21062018IL,Slovenian,5.87816564,M,6,6
SchneiderEtAl_2020,21062018IL,Slovenian,5.87816564,M,9,9
SchneiderEtAl_2020,21062018IL,Slovenian,5.87816564,M,7,7
SchneiderEtAl_2020,21062018IL,Slovenian,5.87816564,M,5,5
SchneiderEtAl_2020,21062018IZ,Slovenian,5.763175907,F,6,6
SchneiderEtAl_2020,21062018IZ,Slovenian,5.763175907,F,9,9
SchneiderEtAl_2020,21062018IZ,Slovenian,5.763175907,F,7,7
SchneiderEtAl_2020,21062018IZ,Slovenian,5.763175907,F,5,5
SchneiderEtAl_2020,21062018J,Slovenian,5.308692676,M,6,6
SchneiderEtAl_2020,21062018J,Slovenian,5.308692676,M,9,9
SchneiderEtAl_2020,21062018J,Slovenian,5.308692676,M,7,7
SchneiderEtAl_2020,21062018J,Slovenian,5.308692676,M,5,5
SchneiderEtAl_2020,21062018Ž,Slovenian,5.615331964,M,6,6
SchneiderEtAl_2020,21062018Ž,Slovenian,5.615331964,M,9,9
SchneiderEtAl_2020,21062018Ž,Slovenian,5.615331964,M,7,7
SchneiderEtAl_2020,21062018Ž,Slovenian,5.615331964,M,5,5
SchneiderEtAl_2020,21082018-PD,Slovenian,5.60164271,M,6,6
SchneiderEtAl_2020,21082018-PD,Slovenian,5.60164271,M,9,9
SchneiderEtAl_2020,21082018-PD,Slovenian,5.60164271,M,7,7
SchneiderEtAl_2020,21082018-PD,Slovenian,5.60164271,M,5,5
SchneiderEtAl_2020,22062018-DA,Slovenian,4.678986995,M,6,6
SchneiderEtAl_2020,22062018-DA,Slovenian,4.678986995,M,9,9
SchneiderEtAl_2020,22062018-DA,Slovenian,4.678986995,M,7,7
SchneiderEtAl_2020,22062018-DA,Slovenian,4.678986995,M,5,5
SchneiderEtAl_2020,22062018-ER,Slovenian,5.275838467,M,6,6
SchneiderEtAl_2020,22062018-ER,Slovenian,5.275838467,M,9,9
SchneiderEtAl_2020,22062018-ER,Slovenian,5.275838467,M,7,7
SchneiderEtAl_2020,22062018-ER,Slovenian,5.275838467,M,5,5
SchneiderEtAl_2020,22062018-LV,Slovenian,4.292950034,M,6,4
SchneiderEtAl_2020,22062018-LV,Slovenian,4.292950034,M,9,8
SchneiderEtAl_2020,22062018-LV,Slovenian,4.292950034,M,7,10
SchneiderEtAl_2020,22062018-LV,Slovenian,4.292950034,M,5,5
SchneiderEtAl_2020,22062018-MA,Slovenian,4.380561259,M,6,6
SchneiderEtAl_2020,22062018-MA,Slovenian,4.380561259,M,9,10
SchneiderEtAl_2020,22062018-MA,Slovenian,4.380561259,M,7,7
SchneiderEtAl_2020,22062018-MA,Slovenian,4.380561259,M,5,5
SchneiderEtAl_2020,28062018-E,Slovenian,6.343600274,F,6,6
SchneiderEtAl_2020,28062018-E,Slovenian,6.343600274,F,9,9
SchneiderEtAl_2020,28062018-E,Slovenian,6.343600274,F,7,7
SchneiderEtAl_2020,28062018-E,Slovenian,6.343600274,F,5,5
SchneiderEtAl_2020,28062018-L,Slovenian,6.023271732,F,6,6
SchneiderEtAl_2020,28062018-L,Slovenian,6.023271732,F,9,9
SchneiderEtAl_2020,28062018-L,Slovenian,6.023271732,F,7,7
SchneiderEtAl_2020,28062018-L,Slovenian,6.023271732,F,5,5
SchneiderEtAl_2020,28062018-M,Slovenian,4.906228611,M,6,6
SchneiderEtAl_2020,28062018-M,Slovenian,4.906228611,M,9,7
SchneiderEtAl_2020,28062018-M,Slovenian,4.906228611,M,7,8
SchneiderEtAl_2020,28062018-M,Slovenian,4.906228611,M,5,6
SchneiderEtAl_2020,29062018-N,Slovenian,5.650924025,F,6,6
SchneiderEtAl_2020,29062018-N,Slovenian,5.650924025,F,9,9
SchneiderEtAl_2020,29062018-N,Slovenian,5.650924025,F,7,8
SchneiderEtAl_2020,29062018-N,Slovenian,5.650924025,F,5,5
SchneiderEtAl_2020,29062018-P,Slovenian,5.618069815,F,6,6
SchneiderEtAl_2020,29062018-P,Slovenian,5.618069815,F,9,9
SchneiderEtAl_2020,29062018-P,Slovenian,5.618069815,F,7,7
SchneiderEtAl_2020,29062018-P,Slovenian,5.618069815,F,5,5
SchneiderEtAl_2020,30062018-T,Slovenian,4.980150582,M,6,6
SchneiderEtAl_2020,30062018-T,Slovenian,4.980150582,M,9,9
SchneiderEtAl_2020,30062018-T,Slovenian,4.980150582,M,7,7
SchneiderEtAl_2020,30062018-T,Slovenian,4.980150582,M,5,6
SchneiderEtAl_2020,Cic01,Slovenian,3.89596167,F,6,4
SchneiderEtAl_2020,Cic01,Slovenian,3.89596167,F,9,4
SchneiderEtAl_2020,Cic01,Slovenian,3.89596167,F,7,5
SchneiderEtAl_2020,Cic01,Slovenian,3.89596167,F,5,5
SchneiderEtAl_2020,CopyPasteMe,English,#VALUE!,ChangeMe,6,NA
SchneiderEtAl_2020,CopyPasteMe,English,#VALUE!,ChangeMe,9,NA
SchneiderEtAl_2020,CopyPasteMe,English,#VALUE!,ChangeMe,7,NA
SchneiderEtAl_2020,CopyPasteMe,English,#VALUE!,ChangeMe,5,NA
SchneiderEtAl_2020,Cv01,Slovenian,5.752224504,M,6,6
SchneiderEtAl_2020,Cv01,Slovenian,5.752224504,M,9,9
SchneiderEtAl_2020,Cv01,Slovenian,5.752224504,M,7,7
SchneiderEtAl_2020,Cv01,Slovenian,5.752224504,M,5,5
SchneiderEtAl_2020,Cv02,Macedonian,5.889117043,M,6,7
SchneiderEtAl_2020,Cv02,Macedonian,5.889117043,M,9,8
SchneiderEtAl_2020,Cv02,Macedonian,5.889117043,M,7,5
SchneiderEtAl_2020,Cv02,Macedonian,5.889117043,M,5,4
SchneiderEtAl_2020,Cv03,Slovenian,5.757700205,F,6,6
SchneiderEtAl_2020,Cv03,Slovenian,5.757700205,F,9,9
SchneiderEtAl_2020,Cv03,Slovenian,5.757700205,F,7,7
SchneiderEtAl_2020,Cv03,Slovenian,5.757700205,F,5,5
SchneiderEtAl_2020,Cv04,Slovenian,5.850787132,M,6,6
SchneiderEtAl_2020,Cv04,Slovenian,5.850787132,M,9,9
SchneiderEtAl_2020,Cv04,Slovenian,5.850787132,M,7,7
SchneiderEtAl_2020,Cv04,Slovenian,5.850787132,M,5,5
SchneiderEtAl_2020,Cv11,Slovenian,5.642710472,F,6,6
SchneiderEtAl_2020,Cv11,Slovenian,5.642710472,F,9,9
SchneiderEtAl_2020,Cv11,Slovenian,5.642710472,F,7,7
SchneiderEtAl_2020,Cv11,Slovenian,5.642710472,F,5,5
SchneiderEtAl_2020,Cv12,Slovenian,5.719370294,M,6,6
SchneiderEtAl_2020,Cv12,Slovenian,5.719370294,M,9,10
SchneiderEtAl_2020,Cv12,Slovenian,5.719370294,M,7,8
SchneiderEtAl_2020,Cv12,Slovenian,5.719370294,M,5,5
SchneiderEtAl_2020,Cv13,Slovenian,5.719370294,F,6,6
SchneiderEtAl_2020,Cv13,Slovenian,5.719370294,F,9,9
SchneiderEtAl_2020,Cv13,Slovenian,5.719370294,F,7,7
SchneiderEtAl_2020,Cv13,Slovenian,5.719370294,F,5,5
SchneiderEtAl_2020,Naj01,Slovenian,6.332648871,F,6,6
SchneiderEtAl_2020,Naj01,Slovenian,6.332648871,F,9,9
SchneiderEtAl_2020,Naj01,Slovenian,6.332648871,F,7,7
SchneiderEtAl_2020,Naj01,Slovenian,6.332648871,F,5,5
SchneiderEtAl_2020,Naj02,Slovenian,4.440793977,F,6,6
SchneiderEtAl_2020,Naj02,Slovenian,4.440793977,F,9,9
SchneiderEtAl_2020,Naj02,Slovenian,4.440793977,F,7,7
SchneiderEtAl_2020,Naj02,Slovenian,4.440793977,F,5,5
SchneiderEtAl_2020,Naj03,Slovenian,6.127310062,M,6,6
SchneiderEtAl_2020,Naj03,Slovenian,6.127310062,M,9,9
SchneiderEtAl_2020,Naj03,Slovenian,6.127310062,M,7,7
SchneiderEtAl_2020,Naj03,Slovenian,6.127310062,M,5,5
SchneiderEtAl_2020,Naj04,Slovenian,4.364134155,M,6,6
SchneiderEtAl_2020,Naj04,Slovenian,4.364134155,M,9,9
SchneiderEtAl_2020,Naj04,Slovenian,4.364134155,M,7,7
SchneiderEtAl_2020,Naj04,Slovenian,4.364134155,M,5,5
SchneiderEtAl_2020,Naj05,Slovenian,6.283367556,M,6,6
SchneiderEtAl_2020,Naj05,Slovenian,6.283367556,M,9,9
SchneiderEtAl_2020,Naj05,Slovenian,6.283367556,M,7,7
SchneiderEtAl_2020,Naj05,Slovenian,6.283367556,M,5,5
SchneiderEtAl_2020,Naj06,Slovenian,6.138261465,F,6,6
SchneiderEtAl_2020,Naj06,Slovenian,6.138261465,F,9,9
SchneiderEtAl_2020,Naj06,Slovenian,6.138261465,F,7,7
SchneiderEtAl_2020,Naj06,Slovenian,6.138261465,F,5,5
SchneiderEtAl_2020,Naj07,Slovenian,5.574264203,M,6,6
SchneiderEtAl_2020,Naj07,Slovenian,5.574264203,M,9,9
SchneiderEtAl_2020,Naj07,Slovenian,5.574264203,M,7,7
SchneiderEtAl_2020,Naj07,Slovenian,5.574264203,M,5,5
SchneiderEtAl_2020,Naj08,Slovenian,5.790554415,M,6,6
SchneiderEtAl_2020,Naj08,Slovenian,5.790554415,M,9,9
SchneiderEtAl_2020,Naj08,Slovenian,5.790554415,M,7,7
SchneiderEtAl_2020,Naj08,Slovenian,5.790554415,M,5,5
SchneiderEtAl_2020,Naj11,Slovenian,4.413415469,M,6,6
SchneiderEtAl_2020,Naj11,Slovenian,4.413415469,M,9,9
SchneiderEtAl_2020,Naj11,Slovenian,4.413415469,M,7,7
SchneiderEtAl_2020,Naj11,Slovenian,4.413415469,M,5,5
SchneiderEtAl_2020,Naj12,Slovenian,6.012320329,M,6,6
SchneiderEtAl_2020,Naj12,Slovenian,6.012320329,M,9,9
SchneiderEtAl_2020,Naj12,Slovenian,6.012320329,M,7,7
SchneiderEtAl_2020,Naj12,Slovenian,6.012320329,M,5,5
SchneiderEtAl_2020,Naj13,Slovenian,4.257357974,F,6,7
SchneiderEtAl_2020,Naj13,Slovenian,4.257357974,F,9,7
SchneiderEtAl_2020,Naj13,Slovenian,4.257357974,F,7,7
SchneiderEtAl_2020,Naj13,Slovenian,4.257357974,F,5,5
SchneiderEtAl_2020,Naj14,Slovenian,3.772758385,M,6,5
SchneiderEtAl_2020,Naj14,Slovenian,3.772758385,M,9,5
SchneiderEtAl_2020,Naj14,Slovenian,3.772758385,M,7,4
SchneiderEtAl_2020,Naj14,Slovenian,3.772758385,M,5,5
SchneiderEtAl_2020,Naj15,Slovenian,3.994524298,M,6,10
SchneiderEtAl_2020,Naj15,Slovenian,3.994524298,M,9,10
SchneiderEtAl_2020,Naj15,Slovenian,3.994524298,M,7,10
SchneiderEtAl_2020,Naj15,Slovenian,3.994524298,M,5,10
SchneiderEtAl_2020,Naj16,Slovenian,3.832991102,F,6,7
SchneiderEtAl_2020,Naj16,Slovenian,3.832991102,F,9,4
SchneiderEtAl_2020,Naj16,Slovenian,3.832991102,F,7,6
SchneiderEtAl_2020,Naj16,Slovenian,3.832991102,F,5,9
SchneiderEtAl_2020,Naj17,Serbian/Slovenian,3.852156057,M,6,10
SchneiderEtAl_2020,Naj17,Serbian/Slovenian,3.852156057,M,9,10
SchneiderEtAl_2020,Naj17,Serbian/Slovenian,3.852156057,M,7,10
SchneiderEtAl_2020,Naj17,Serbian/Slovenian,3.852156057,M,5,10
SchneiderEtAl_2020,Sol01,Slovenian,6.214921287,M,6,6
SchneiderEtAl_2020,Sol01,Slovenian,6.214921287,M,9,9
SchneiderEtAl_2020,Sol01,Slovenian,6.214921287,M,7,7
SchneiderEtAl_2020,Sol01,Slovenian,6.214921287,M,5,5
SchneiderEtAl_2020,Sol02,Slovenian,4.59137577,M,6,6
SchneiderEtAl_2020,Sol02,Slovenian,4.59137577,M,9,9
SchneiderEtAl_2020,Sol02,Slovenian,4.59137577,M,7,10
SchneiderEtAl_2020,Sol02,Slovenian,4.59137577,M,5,5
SchneiderEtAl_2020,Sol03,Slovenian,4.407939767,M,6,6
SchneiderEtAl_2020,Sol03,Slovenian,4.407939767,M,9,10
SchneiderEtAl_2020,Sol03,Slovenian,4.407939767,M,7,7
SchneiderEtAl_2020,Sol03,Slovenian,4.407939767,M,5,5
SchneiderEtAl_2020,Sol04,Slovenian,4.446269678,M,6,6
SchneiderEtAl_2020,Sol04,Slovenian,4.446269678,M,9,9
SchneiderEtAl_2020,Sol04,Slovenian,4.446269678,M,7,7
SchneiderEtAl_2020,Sol04,Slovenian,4.446269678,M,5,5
SchneiderEtAl_2020,Sol05,Slovenian,5.11156742,F,6,6
SchneiderEtAl_2020,Sol05,Slovenian,5.11156742,F,9,9
SchneiderEtAl_2020,Sol05,Slovenian,5.11156742,F,7,7
SchneiderEtAl_2020,Sol05,Slovenian,5.11156742,F,5,5
SchneiderEtAl_2020,Sol06,Slovenian,4.183436003,M,6,4
SchneiderEtAl_2020,Sol06,Slovenian,4.183436003,M,9,3
SchneiderEtAl_2020,Sol06,Slovenian,4.183436003,M,7,5
SchneiderEtAl_2020,Sol06,Slovenian,4.183436003,M,5,4
SchneiderEtAl_2020,Sol07,Slovenian,3.764544832,M,6,10
SchneiderEtAl_2020,Sol07,Slovenian,3.764544832,M,9,10
SchneiderEtAl_2020,Sol07,Slovenian,3.764544832,M,7,6
SchneiderEtAl_2020,Sol07,Slovenian,3.764544832,M,5,5
SchneiderEtAl_2020,Sol21,Slovenian,5.338809035,F,6,6
SchneiderEtAl_2020,Sol21,Slovenian,5.338809035,F,9,9
SchneiderEtAl_2020,Sol21,Slovenian,5.338809035,F,7,7
SchneiderEtAl_2020,Sol21,Slovenian,5.338809035,F,5,5
SchneiderEtAl_2020,Vip01,Slovenian,5.237508556,F,6,6
SchneiderEtAl_2020,Vip01,Slovenian,5.237508556,F,9,9
SchneiderEtAl_2020,Vip01,Slovenian,5.237508556,F,7,7
SchneiderEtAl_2020,Vip01,Slovenian,5.237508556,F,5,5
SchneiderEtAl_2020,Vip02,Slovenian,4.506502396,M,6,5
SchneiderEtAl_2020,Vip02,Slovenian,4.506502396,M,9,9
SchneiderEtAl_2020,Vip02,Slovenian,4.506502396,M,7,7
SchneiderEtAl_2020,Vip02,Slovenian,4.506502396,M,5,5
SchneiderEtAl_2020,Vip04,Slovenian,5.245722108,M,6,6
SchneiderEtAl_2020,Vip04,Slovenian,5.245722108,M,9,8
SchneiderEtAl_2020,Vip04,Slovenian,5.245722108,M,7,9
SchneiderEtAl_2020,Vip04,Slovenian,5.245722108,M,5,10
SchneiderEtAl_2020,Vip05,Slovenian,4.514715948,M,6,6
SchneiderEtAl_2020,Vip05,Slovenian,4.514715948,M,9,9
SchneiderEtAl_2020,Vip05,Slovenian,4.514715948,M,7,10
SchneiderEtAl_2020,Vip05,Slovenian,4.514715948,M,5,5
SchneiderEtAl_2020,RT01,Slovenian,6.105407255,M,6,6
SchneiderEtAl_2020,RT01,Slovenian,6.105407255,M,9,9
SchneiderEtAl_2020,RT01,Slovenian,6.105407255,M,7,7
SchneiderEtAl_2020,RT01,Slovenian,6.105407255,M,5,5
SchneiderEtAl_2020,RT02,Slovenian,6.001368925,M,6,6
SchneiderEtAl_2020,RT02,Slovenian,6.001368925,M,9,9
SchneiderEtAl_2020,RT02,Slovenian,6.001368925,M,7,7
SchneiderEtAl_2020,RT02,Slovenian,6.001368925,M,5,5
SchneiderEtAl_2020,RT03,Slovenian,6.160164271,F,6,6
SchneiderEtAl_2020,RT03,Slovenian,6.160164271,F,9,9
SchneiderEtAl_2020,RT03,Slovenian,6.160164271,F,7,7
SchneiderEtAl_2020,RT03,Slovenian,6.160164271,F,5,5
SchneiderEtAl_2020,RT04,Slovenian,6.151950719,M,6,6
SchneiderEtAl_2020,RT04,Slovenian,6.151950719,M,9,9
SchneiderEtAl_2020,RT04,Slovenian,6.151950719,M,7,7
SchneiderEtAl_2020,RT04,Slovenian,6.151950719,M,5,5
SchneiderEtAl_2020,RT05,Slovenian,6.020533881,F,6,6
SchneiderEtAl_2020,RT05,Slovenian,6.020533881,F,9,9
SchneiderEtAl_2020,RT05,Slovenian,6.020533881,F,7,7
SchneiderEtAl_2020,RT05,Slovenian,6.020533881,F,5,5
SchneiderEtAl_2020,RT06,Slovenian,5.886379192,F,6,6
SchneiderEtAl_2020,RT06,Slovenian,5.886379192,F,9,9
SchneiderEtAl_2020,RT06,Slovenian,5.886379192,F,7,7
SchneiderEtAl_2020,RT06,Slovenian,5.886379192,F,5,5
SchneiderEtAl_2020,RT07,Slovenian,6.105407255,M,6,6
SchneiderEtAl_2020,RT07,Slovenian,6.105407255,M,9,9
SchneiderEtAl_2020,RT07,Slovenian,6.105407255,M,7,7
SchneiderEtAl_2020,RT07,Slovenian,6.105407255,M,5,5
SchneiderEtAl_2020,RT08,Slovenian,6.29705681,M,6,6
SchneiderEtAl_2020,RT08,Slovenian,6.29705681,M,9,9
SchneiderEtAl_2020,RT08,Slovenian,6.29705681,M,7,7
SchneiderEtAl_2020,RT08,Slovenian,6.29705681,M,5,5
SchneiderEtAl_2020,RT09,Slovenian,6.255989049,F,6,6
SchneiderEtAl_2020,RT09,Slovenian,6.255989049,F,9,9
SchneiderEtAl_2020,RT09,Slovenian,6.255989049,F,7,7
SchneiderEtAl_2020,RT09,Slovenian,6.255989049,F,5,5
SchneiderEtAl_2020,Cv21,Slovenian,4.826830938,M,6,6
SchneiderEtAl_2020,Cv21,Slovenian,4.826830938,M,9,9
SchneiderEtAl_2020,Cv21,Slovenian,4.826830938,M,7,7
SchneiderEtAl_2020,Cv21,Slovenian,4.826830938,M,5,5
SchneiderEtAl_2020,SP02,Slovenian,5.270362765,F,6,6
SchneiderEtAl_2020,SP02,Slovenian,5.270362765,F,9,9
SchneiderEtAl_2020,SP02,Slovenian,5.270362765,F,7,7
SchneiderEtAl_2020,SP02,Slovenian,5.270362765,F,5,5
SchneiderEtAl_2020,SP03,Slovenian,4.928131417,F,6,6
SchneiderEtAl_2020,SP03,Slovenian,4.928131417,F,9,9
SchneiderEtAl_2020,SP03,Slovenian,4.928131417,F,7,7
SchneiderEtAl_2020,SP03,Slovenian,4.928131417,F,5,5
SchneiderEtAl_2020,05112018-T,Slovenian,5.880903491,F,6,6
SchneiderEtAl_2020,05112018-T,Slovenian,5.880903491,F,9,9
SchneiderEtAl_2020,05112018-T,Slovenian,5.880903491,F,7,7
SchneiderEtAl_2020,05112018-T,Slovenian,5.880903491,F,5,5
SchneiderEtAl_2020,05112018-ZA,Slovenian,4.227241615,F,6,10
SchneiderEtAl_2020,05112018-ZA,Slovenian,4.227241615,F,9,10
SchneiderEtAl_2020,05112018-ZA,Slovenian,4.227241615,F,7,10
SchneiderEtAl_2020,05112018-ZA,Slovenian,4.227241615,F,5,10
SchneiderEtAl_2020,Sol50,Slovenian,4.684462697,M,6,4
SchneiderEtAl_2020,Sol50,Slovenian,4.684462697,M,9,3
SchneiderEtAl_2020,Sol50,Slovenian,4.684462697,M,7,6
SchneiderEtAl_2020,Sol50,Slovenian,4.684462697,M,5,3
SchneiderEtAl_2020,12112018-TM,Slovenian,4.156057495,F,6,6
SchneiderEtAl_2020,12112018-TM,Slovenian,4.156057495,F,9,9
SchneiderEtAl_2020,12112018-TM,Slovenian,4.156057495,F,7,7
SchneiderEtAl_2020,12112018-TM,Slovenian,4.156057495,F,5,5
SchneiderEtAl_2020,Sol53,Slovenian,4.473648186,F,6,6
SchneiderEtAl_2020,Sol53,Slovenian,4.473648186,F,9,10
SchneiderEtAl_2020,Sol53,Slovenian,4.473648186,F,7,7
SchneiderEtAl_2020,Sol53,Slovenian,4.473648186,F,5,5
SchneiderEtAl_2020,SP13,Slovenian,5.193702943,F,6,6
SchneiderEtAl_2020,SP13,Slovenian,5.193702943,F,9,9
SchneiderEtAl_2020,SP13,Slovenian,5.193702943,F,7,7
SchneiderEtAl_2020,SP13,Slovenian,5.193702943,F,5,8
SchneiderEtAl_2020,SP14,Slovenian,5.544147844,M,6,6
SchneiderEtAl_2020,SP14,Slovenian,5.544147844,M,9,9
SchneiderEtAl_2020,SP14,Slovenian,5.544147844,M,7,7
SchneiderEtAl_2020,SP14,Slovenian,5.544147844,M,5,5
SchneiderEtAl_2020,SP15,Slovenian,5.667351129,M,6,6
SchneiderEtAl_2020,SP15,Slovenian,5.667351129,M,9,9
SchneiderEtAl_2020,SP15,Slovenian,5.667351129,M,7,7
SchneiderEtAl_2020,SP15,Slovenian,5.667351129,M,5,5
SchneiderEtAl_2020,SP16,Slovenian,5.859000684,F,6,6
SchneiderEtAl_2020,SP16,Slovenian,5.859000684,F,9,9
SchneiderEtAl_2020,SP16,Slovenian,5.859000684,F,7,8
SchneiderEtAl_2020,SP16,Slovenian,5.859000684,F,5,5
SchneiderEtAl_2020,SP20,Slovenian,4.410677618,F,6,5
SchneiderEtAl_2020,SP20,Slovenian,4.410677618,F,9,5
SchneiderEtAl_2020,SP20,Slovenian,4.410677618,F,7,5
SchneiderEtAl_2020,SP20,Slovenian,4.410677618,F,5,5
SchneiderEtAl_2020,SP22,Slovenian,4.747433265,F,6,6
SchneiderEtAl_2020,SP22,Slovenian,4.747433265,F,9,9
SchneiderEtAl_2020,SP22,Slovenian,4.747433265,F,7,7
SchneiderEtAl_2020,SP22,Slovenian,4.747433265,F,5,5
SchneiderEtAl_2020,SP23,Slovenian,4.295687885,M,6,10
SchneiderEtAl_2020,SP23,Slovenian,4.295687885,M,9,10
SchneiderEtAl_2020,SP23,Slovenian,4.295687885,M,7,10
SchneiderEtAl_2020,SP23,Slovenian,4.295687885,M,5,10
SchneiderEtAl_2020,SP24,Slovenian,4.082135524,M,6,10
SchneiderEtAl_2020,SP24,Slovenian,4.082135524,M,9,7
SchneiderEtAl_2020,SP24,Slovenian,4.082135524,M,7,10
SchneiderEtAl_2020,SP24,Slovenian,4.082135524,M,5,5
