Subject ID,Condition,Age,Gender,Trial,RealResponse,RT,Little_Lot,Four_Point_Scale,GiveNCorrectTrials,HighestNumberCorrect,GiveN_TotalCounting
91,partial_counting,4.467153285,F,ProportionallyEqual,Richer,4883,1,1,5,10,4
92,full_counting,4.812043796,M,ProportionallyEqual,Poorer,1100,0,3,4,10,3
92,full_counting,4.812043796,M,Baseline,Richer,NA,0,2,4,10,3
92,full_counting,4.812043796,M,AbsolutelyEqual,Richer,1050,0,2,4,10,3
92,full_counting,4.812043796,M,Conflict,Poorer,1083,1,4,4,10,3
93,no_counting,4.869525547,M,Baseline,Poorer,350,1,4,5,10,2
93,no_counting,4.869525547,M,ProportionallyEqual,Poorer,1700,NA,NA,5,10,2
93,no_counting,4.869525547,M,AbsolutelyEqual,Richer,616,NA,NA,5,10,2
93,no_counting,4.869525547,M,Conflict,Richer,1533,NA,NA,5,10,2
94,partial_counting,4.257940854,M,ProportionallyEqual,Richer,3683,0,2,2,3,0
94,partial_counting,4.257940854,M,AbsolutelyEqual,Richer,3666,0,2,2,3,0
94,partial_counting,4.257940854,M,Conflict,Richer,3350,0,2,2,3,0
94,partial_counting,4.257940854,M,Baseline,Richer,5866,1,1,2,3,0
95,full_counting,4.554744526,M,ProportionallyEqual,Poorer,1900,1,4,5,10,4
95,full_counting,4.554744526,M,Baseline,Richer,2566,1,1,5,10,4
95,full_counting,4.554744526,M,AbsolutelyEqual,Richer,1883,1,1,5,10,4
95,full_counting,4.554744526,M,Conflict,Richer,1516,1,1,5,10,4
96,no_counting,4.145673604,F,ProportionallyEqual,Richer,1983,1,1,2,3,0
96,no_counting,4.145673604,F,AbsolutelyEqual,Poorer,3100,NA,NA,2,3,0
96,no_counting,4.145673604,F,Baseline,Richer,2766,NA,NA,2,3,0
96,no_counting,4.145673604,F,Conflict,Richer,1866,NA,NA,2,3,0
97,partial_counting,5.091240876,M,Baseline,Poorer,1616,0,3,0,0,1
97,partial_counting,5.091240876,M,ProportionallyEqual,Richer,183,0,2,0,0,1
97,partial_counting,5.091240876,M,AbsolutelyEqual,Poorer,1333,1,4,0,0,1
97,partial_counting,5.091240876,M,Conflict,Poorer,NA,1,4,0,0,1
98,full_counting,4.718978102,M,Baseline,Poorer,2183,1,4,5,10,2
98,full_counting,4.718978102,M,AbsolutelyEqual,Poorer,1216,1,4,5,10,2
98,full_counting,4.718978102,M,ProportionallyEqual,Richer,1150,1,1,5,10,2
98,full_counting,4.718978102,M,Conflict,Richer,1016,1,1,5,10,2
99,no_counting,5.40398905,M,ProportionallyEqual,Poorer,1416,0,3,5,10,1
99,no_counting,5.40398905,M,Baseline,Poorer,1400,1,4,5,10,1
99,no_counting,5.40398905,M,AbsolutelyEqual,Poorer,1633,1,4,5,10,1
99,no_counting,5.40398905,M,Conflict,Richer,1200,1,1,5,10,1
100,partial_counting,5.025547445,F,ProportionallyEqual,Poorer,1183,0,3,3,6,4
100,partial_counting,5.025547445,F,Conflict,Poorer,1950,1,4,3,6,4
100,partial_counting,5.025547445,F,Baseline,Richer,15866,1,1,3,6,4
100,partial_counting,5.025547445,F,AbsolutelyEqual,Richer,1400,1,1,3,6,4
101,full_counting,4.096385542,F,Conflict,Poorer,4116,0,3,3,6,4
101,full_counting,4.096385542,F,Baseline,Poorer,8033,1,4,3,6,4
101,full_counting,4.096385542,F,ProportionallyEqual,Richer,4533,1,1,3,6,4
101,full_counting,4.096385542,F,AbsolutelyEqual,Richer,4533,1,1,3,6,4
102,no_counting,4.61770073,M,ProportionallyEqual,Poorer,6300,0,3,5,10,3
102,no_counting,4.61770073,M,Conflict,Poorer,2250,0,3,5,10,3
102,no_counting,4.61770073,M,Baseline,Richer,6950,1,1,5,10,3
102,no_counting,4.61770073,M,AbsolutelyEqual,Richer,4983,1,1,5,10,3
203,continuous,5.403284672,F,AbsolutelyEqual,Poorer,2550,0,3,5,10,NA
203,continuous,5.403284672,F,Baseline,Poorer,1733,1,4,5,10,NA
203,continuous,5.403284672,F,ProportionallyEqual,Richer,1266,1,1,5,10,NA
203,continuous,5.403284672,F,Conflict,Richer,1300,1,1,5,10,NA
205,continuous,5.343065693,M,Conflict,Richer,1483,0,2,5,10,NA
205,continuous,5.343065693,M,Baseline,Poorer,2200,1,4,5,10,NA
205,continuous,5.343065693,M,AbsolutelyEqual,Poorer,2400,1,4,5,10,NA
205,continuous,5.343065693,M,ProportionallyEqual,Richer,1300,1,1,5,10,NA
206,continuous,4.519160584,F,Baseline,Poorer,2500,1,4,4,10,NA
206,continuous,4.519160584,F,Conflict,Poorer,4183,1,4,4,10,NA
206,continuous,4.519160584,F,ProportionallyEqual,Richer,1383,1,1,4,10,NA
206,continuous,4.519160584,F,AbsolutelyEqual,Richer,8766,1,1,4,10,NA
207,continuous,4.645072993,F,Baseline,Poorer,2733,1,4,4,8,NA
207,continuous,4.645072993,F,ProportionallyEqual,Poorer,4183,1,4,4,8,NA
207,continuous,4.645072993,F,AbsolutelyEqual,Poorer,4250,1,4,4,8,NA
207,continuous,4.645072993,F,Conflict,Poorer,3383,1,4,4,8,NA
209,continuous,5.299270073,F,Baseline,Poorer,1683,1,4,5,10,3
209,continuous,5.299270073,F,AbsolutelyEqual,Poorer,3183,1,4,5,10,3
209,continuous,5.299270073,F,ProportionallyEqual,Richer,1333,1,1,5,10,3
209,continuous,5.299270073,F,Conflict,Richer,1200,1,1,5,10,3
210,continuous,5.08850365,F,Baseline,Poorer,6100,NA,NA,NA,NA,NA
210,continuous,5.08850365,F,ProportionallyEqual,Poorer,3916,NA,NA,NA,NA,NA
210,continuous,5.08850365,F,AbsolutelyEqual,Richer,2416,NA,NA,NA,NA,NA
210,continuous,5.08850365,F,Conflict,Richer,2100,NA,NA,NA,NA,NA
211,continuous,4.121029573,F,AbsolutelyEqual,Poorer,3483,NA,NA,NA,NA,NA
211,continuous,4.121029573,F,Baseline,Richer,10950,NA,NA,NA,NA,NA
211,continuous,4.121029573,F,ProportionallyEqual,Richer,7883,NA,NA,NA,NA,NA
211,continuous,4.121029573,F,Conflict,Richer,1566,NA,NA,NA,NA,NA
212,continuous,4.134720701,M,ProportionallyEqual,Poorer,816,1,4,2,3,3
212,continuous,4.134720701,M,Baseline,Richer,1933,1,1,2,3,3
212,continuous,4.134720701,M,AbsolutelyEqual,Richer,483,1,1,2,3,3
212,continuous,4.134720701,M,Conflict,Richer,266,1,1,2,3,3
213,continuous,4.351040526,M,Baseline,Poorer,1400,NA,NA,NA,NA,NA
213,continuous,4.351040526,M,AbsolutelyEqual,Poorer,216,NA,NA,NA,NA,NA
213,continuous,4.351040526,M,ProportionallyEqual,Richer,266,NA,NA,NA,NA,NA
213,continuous,4.351040526,M,Conflict,Richer,250,NA,NA,NA,NA,NA
214,continuous,4.334611172,M,ProportionallyEqual,Richer,4116,0,2,4,8,1
214,continuous,4.334611172,M,Baseline,Richer,8316,NA,NA,4,8,1
214,continuous,4.334611172,M,AbsolutelyEqual,Richer,900,NA,NA,4,8,1
214,continuous,4.334611172,M,Conflict,Richer,500,NA,NA,4,8,1
215,continuous,4.582116788,M,Baseline,Poorer,3183,0,3,4,10,3
215,continuous,4.582116788,M,AbsolutelyEqual,Poorer,750,0,3,4,10,3
215,continuous,4.582116788,M,ProportionallyEqual,Poorer,200,1,4,4,10,3
215,continuous,4.582116788,M,Conflict,Poorer,2566,1,4,4,10,3
216,continuous,4.466046002,M,Baseline,Richer,6816,0,2,2,3,NA
216,continuous,4.466046002,M,Conflict,Richer,1300,0,2,2,3,NA
216,continuous,4.466046002,M,ProportionallyEqual,Richer,3000,1,1,2,3,NA
216,continuous,4.466046002,M,AbsolutelyEqual,Richer,5950,1,1,2,3,NA
217,continuous,4.940693431,M,Baseline,Poorer,983,1,4,5,10,3
217,continuous,4.940693431,M,ProportionallyEqual,Richer,966,1,1,5,10,3
217,continuous,4.940693431,M,AbsolutelyEqual,Richer,1766,1,1,5,10,3
217,continuous,4.940693431,M,Conflict,,NA,1,NA,5,10,3
219,continuous,4.02245345,F,Baseline,Poorer,2400,1,4,3,6,3
219,continuous,4.02245345,F,ProportionallyEqual,Richer,2683,1,1,3,6,3
219,continuous,4.02245345,F,AbsolutelyEqual,Richer,1783,1,1,3,6,3
219,continuous,4.02245345,F,Conflict,Richer,983,1,1,3,6,3
220,continuous,5.781775518,M,Baseline,Poorer,950,1,4,5,10,3
220,continuous,5.781775518,M,AbsolutelyEqual,Poorer,750,1,4,5,10,3
220,continuous,5.781775518,M,ProportionallyEqual,Richer,1750,1,1,5,10,3
220,continuous,5.781775518,M,Conflict,Richer,683,1,1,5,10,3
222,continuous,4.063526835,F,Conflict,Poorer,1466,0,3,5,10,3
222,continuous,4.063526835,F,Baseline,Poorer,2000,1,4,5,10,3
222,continuous,4.063526835,F,ProportionallyEqual,Richer,3050,1,1,5,10,3
222,continuous,4.063526835,F,AbsolutelyEqual,Richer,1616,1,1,5,10,3
223,continuous,4.26067908,F,Baseline,Poorer,2633,0,3,2,3,0
223,continuous,4.26067908,F,AbsolutelyEqual,Poorer,2133,0,3,2,3,0
223,continuous,4.26067908,F,Conflict,Poorer,1900,0,3,2,3,0
223,continuous,4.26067908,F,ProportionallyEqual,Richer,2433,0,2,2,3,0
224,continuous,4.038882804,M,ProportionallyEqual,Richer,1050,0,2,5,10,0
224,continuous,4.038882804,M,AbsolutelyEqual,Richer,13683,0,2,5,10,0
224,continuous,4.038882804,M,Conflict,Richer,616,0,2,5,10,0
224,continuous,4.038882804,M,Baseline,Poorer,1716,1,4,5,10,0
225,continuous,5.806413766,F,ProportionallyEqual,Poorer,683,0,3,5,10,0
225,continuous,5.806413766,F,Conflict,Richer,950,0,2,5,10,0
225,continuous,5.806413766,F,Baseline,Poorer,1466,1,4,5,10,0
225,continuous,5.806413766,F,AbsolutelyEqual,Poorer,583,1,4,5,10,0
226,continuous,5.664059445,F,Baseline,Poorer,1316,1,4,5,10,0
226,continuous,5.664059445,F,AbsolutelyEqual,Poorer,833,1,4,5,10,0
226,continuous,5.664059445,F,ProportionallyEqual,Richer,750,1,1,5,10,0
226,continuous,5.664059445,F,Conflict,,NA,1,NA,5,10,0
228,continuous,5.833789597,M,ProportionallyEqual,Poorer,1266,0,3,4,8,0
228,continuous,5.833789597,M,AbsolutelyEqual,Poorer,2083,0,3,4,8,0
228,continuous,5.833789597,M,Baseline,Poorer,1466,1,4,4,8,0
228,continuous,5.833789597,M,Conflict,Richer,533,1,1,4,8,0
229,continuous,5.304744526,F,Conflict,Poorer,1583,0,3,2,3,0
229,continuous,5.304744526,F,Baseline,Poorer,5500,1,4,2,3,0
229,continuous,5.304744526,F,ProportionallyEqual,Poorer,1166,1,4,2,3,0
229,continuous,5.304744526,F,AbsolutelyEqual,Richer,2483,1,1,2,3,0
230,continuous,5.288321168,M,Baseline,Poorer,416,0,3,5,10,2
230,continuous,5.288321168,M,AbsolutelyEqual,Poorer,9950,0,3,5,10,2
230,continuous,5.288321168,M,Conflict,Richer,1800,0,2,5,10,2
230,continuous,5.288321168,M,ProportionallyEqual,Richer,2133,NA,NA,5,10,2
231,continuous,5.096715328,M,Baseline,Poorer,3583,1,4,5,10,0
231,continuous,5.096715328,M,ProportionallyEqual,Richer,1066,1,1,5,10,0
231,continuous,5.096715328,M,AbsolutelyEqual,Poorer,17416,NA,NA,5,10,0
231,continuous,5.096715328,M,Conflict,Poorer,1500,NA,NA,5,10,0
232,continuous,5.318430657,F,Baseline,Poorer,66,1,4,2,3,0
232,continuous,5.318430657,F,Conflict,Poorer,3666,1,4,2,3,0
232,continuous,5.318430657,F,ProportionallyEqual,Richer,716,1,1,2,3,0
232,continuous,5.318430657,F,AbsolutelyEqual,Richer,5466,1,1,2,3,0
233,continuous,4.954379562,F,Baseline,Richer,6066,0,2,5,10,3
233,continuous,4.954379562,F,ProportionallyEqual,Richer,3583,0,2,5,10,3
233,continuous,4.954379562,F,AbsolutelyEqual,Richer,3583,1,1,5,10,3
233,continuous,4.954379562,F,Conflict,Richer,3583,1,1,5,10,3
234,continuous,NA,F,Baseline,Poorer,6316,1,4,5,10,0
234,continuous,NA,F,ProportionallyEqual,Poorer,2850,1,4,5,10,0
234,continuous,NA,F,AbsolutelyEqual,Poorer,2850,1,4,5,10,0
234,continuous,NA,F,Conflict,Poorer,2950,1,4,5,10,0
235,continuous,5.304744526,F,Baseline,Poorer,1333,1,4,4,10,3
235,continuous,5.304744526,F,AbsolutelyEqual,Poorer,1333,1,4,4,10,3
235,continuous,5.304744526,F,ProportionallyEqual,Richer,1600,1,1,4,10,3
235,continuous,5.304744526,F,Conflict,Richer,1600,1,1,4,10,3
236,continuous,4.787408759,F,Baseline,Richer,2250,0,2,2,3,0
236,continuous,4.787408759,F,ProportionallyEqual,Richer,1383,1,1,2,3,0
236,continuous,4.787408759,F,AbsolutelyEqual,Richer,1133,1,1,2,3,0
236,continuous,4.787408759,F,Conflict,Richer,3183,1,1,2,3,0
237,continuous,4.184008762,M,ProportionallyEqual,Poorer,3183,1,4,5,10,3
237,continuous,4.184008762,M,AbsolutelyEqual,Poorer,2000,1,4,5,10,3
237,continuous,4.184008762,M,Conflict,Poorer,2666,1,4,5,10,3
237,continuous,4.184008762,M,Baseline,Richer,5166,1,1,5,10,3
238,continuous,4.645072993,F,AbsolutelyEqual,Poorer,3616,0,3,3,6,0
238,continuous,4.645072993,F,Baseline,Poorer,3716,1,4,3,6,0
238,continuous,4.645072993,F,ProportionallyEqual,Richer,2666,1,1,3,6,0
238,continuous,4.645072993,F,Conflict,Richer,3616,1,1,3,6,0
239,continuous,4.946167883,F,Baseline,Poorer,4800,1,4,4,10,1
239,continuous,4.946167883,F,ProportionallyEqual,Poorer,4283,1,4,4,10,1
239,continuous,4.946167883,F,AbsolutelyEqual,Poorer,4283,1,4,4,10,1
239,continuous,4.946167883,F,Conflict,Richer,3366,1,1,4,10,1
240,continuous,5.173357664,M,Baseline,Poorer,3950,1,4,5,10,0
240,continuous,5.173357664,M,ProportionallyEqual,Richer,1966,1,1,5,10,0
240,continuous,5.173357664,M,AbsolutelyEqual,Richer,1966,1,1,5,10,0
240,continuous,5.173357664,M,Conflict,Richer,10983,1,1,5,10,0
241,continuous,5.904966758,F,AbsolutelyEqual,Richer,3833,0,2,5,10,0
241,continuous,5.904966758,F,Baseline,Poorer,4783,1,4,5,10,0
241,continuous,5.904966758,F,ProportionallyEqual,Richer,5100,1,1,5,10,0
241,continuous,5.904966758,F,Conflict,Richer,NA,1,1,5,10,0
