Subject,Age,Sex,Language,Knower_level,cite,method,Experiment,lab
060419-J1,28.977412727999997,M,English,2,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
060419-B,38.702258723999996,M,English,1,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
053119-MK,45.404517456,M,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
053119-KO,40.410677616,F,English,2,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
053119-EM,42.217659131999994,F,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
053119-CF,41.987679672,F,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
053119-AM,45.634496915999996,F,English,2,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
052819-LC,45.371663244,F,English,3,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
052219-HF,26.874743328,F,English,3,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
051719-J,45.535934292,M,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
051719-AM,32.098562627999996,M,English,1,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
051519-OB,37.913757696,M,English,2,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
050819-C,43.991786448,F,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
050719-SW,48.919917864,F,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
042919-MF,31.507186859999997,M,English,1,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
042919-BQ,33.314168376,F,English,1,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
042919-BP,45.667351128,F,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
042519-MG,37.092402468,F,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
042419-M,35.811088295999994,F,English,2,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
042419-HW,44.68172484,M,English,4,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
042419-E,39.917864472000005,F,English,4,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
041819-DS,47.211498972,M,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
041719-SK,35.613963036,F,English,3,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
041719-RO,42.316221768,M,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
041719-NJ,44.45174538,F,English,1,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
041719-JA,47.967145787999996,F,English,4,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
041719-BD,47.277207396,M,English,CP,"Schneider, R. M., Pankonin, A., Schachner, A., & Barner, D. (2021). Starting small: Exploring the origins of successor function knowledge. Developmental Science, 24(4), e13091.",titrated,Schneider_Barner_2021,Barner
