"","Experiment","Subject","Language","Age","Sex","Query","Response"
"31344",NA,"632","English",36,"F",3,15
"31345",NA,"632","English",36,"F",2,2
"31346",NA,"632","English",36,"F",2,15
"31347",NA,"632","English",36,"F",4,15
"31348",NA,"632","English",36,"F",4,9
"31349",NA,"632","English",36,"F",4,9
"31350",NA,"632","English",36,"F",3,7
"31351",NA,"632","English",36,"F",8,5
"31352",NA,"632","English",36,"F",8,8
"31353",NA,"632","English",36,"F",1,1
"31354",NA,"632","English",36,"F",6,5
"31355",NA,"632","English",36,"F",1,1
"31356",NA,"632","English",36,"F",8,4
"31357",NA,"632","English",36,"F",2,2
"31358",NA,"632","English",36,"F",3,5
"31359",NA,"632","English",36,"F",6,4
"31360",NA,"632","English",36,"F",1,1
"31361",NA,"632","English",36,"F",6,4
"31362",NA,"632","English",36,"F",3,3
"31363",NA,"632","English",36,"F",2,2
"31364",NA,"632","English",36,"F",2,2
"31365",NA,"632","English",36,"F",4,4
"31366",NA,"632","English",36,"F",4,3
"31367",NA,"632","English",36,"F",4,4
"31368",NA,"632","English",36,"F",3,4
"31369",NA,"632","English",36,"F",8,4
"31370",NA,"632","English",36,"F",8,3
"31371",NA,"632","English",36,"F",1,1
"31372",NA,"632","English",36,"F",6,3
"31373",NA,"637","English",42,"F",1,1
"31374",NA,"637","English",42,"F",3,3
"31375",NA,"637","English",42,"F",8,8
"31376",NA,"637","English",42,"F",2,2
"31377",NA,"637","English",42,"F",1,1
"31378",NA,"637","English",42,"F",2,2
"31379",NA,"637","English",42,"F",4,4
"31380",NA,"637","English",42,"F",4,4
"31381",NA,"637","English",42,"F",3,3
"31382",NA,"637","English",42,"F",3,3
"31383",NA,"637","English",42,"F",6,6
"31384",NA,"637","English",42,"F",8,13
"31385",NA,"637","English",42,"F",4,4
"31386",NA,"637","English",42,"F",1,1
"31387",NA,"637","English",42,"F",6,10
"31388",NA,"637","English",42,"F",6,4
"31389",NA,"637","English",42,"F",2,2
"31390",NA,"637","English",42,"F",8,6
"31391",NA,"637","English",42,"F",1,1
"31392",NA,"637","English",42,"F",3,3
"31393",NA,"637","English",42,"F",8,4
"31394",NA,"637","English",42,"F",2,2
"31395",NA,"637","English",42,"F",1,1
"31396",NA,"637","English",42,"F",2,2
"31397",NA,"637","English",42,"F",4,3
"31398",NA,"637","English",42,"F",4,6
"31399",NA,"637","English",42,"F",3,7
"31400",NA,"637","English",42,"F",3,8
"31401",NA,"637","English",42,"F",6,6
"31402",NA,"637","English",42,"F",8,3
"31403",NA,"637","English",42,"F",4,3
"31404",NA,"637","English",42,"F",1,1
"31405",NA,"637","English",42,"F",6,3
"31406",NA,"637","English",42,"F",6,6
"31407",NA,"637","English",42,"F",2,2
"31408",NA,"637","English",42,"F",8,6
"31409",NA,"637","English",43,"F",1,NA
"31410",NA,"637","English",43,"F",2,2
"31411",NA,"637","English",43,"F",4,4
"31412",NA,"637","English",43,"F",2,2
"31413",NA,"637","English",43,"F",4,4
"31414",NA,"637","English",43,"F",3,3
"31415",NA,"637","English",43,"F",3,3
"31416",NA,"637","English",43,"F",6,6
"31417",NA,"637","English",43,"F",6,6
"31418",NA,"637","English",43,"F",3,3
"31419",NA,"637","English",43,"F",8,7
"31420",NA,"637","English",43,"F",1,1
"31421",NA,"637","English",43,"F",1,1
"31422",NA,"637","English",43,"F",8,8
"31423",NA,"637","English",43,"F",8,NA
"31424",NA,"637","English",43,"F",4,NA
"31425",NA,"637","English",43,"F",2,NA
"31426",NA,"637","English",43,"F",6,NA
"31427",NA,"637","English",43,"F",1,1
"31428",NA,"637","English",43,"F",3,3
"31429",NA,"637","English",43,"F",4,4
"31430",NA,"637","English",43,"F",1,1
"31431",NA,"637","English",43,"F",8,9
"31432",NA,"637","English",43,"F",8,5
"31433",NA,"637","English",43,"F",4,4
"31434",NA,"637","English",43,"F",2,2
"31435",NA,"637","English",43,"F",3,3
"31436",NA,"637","English",43,"F",6,6
"31437",NA,"637","English",43,"F",1,1
"31438",NA,"637","English",43,"F",4,4
"31439",NA,"637","English",43,"F",2,2
"31440",NA,"637","English",43,"F",3,5
"31441",NA,"637","English",43,"F",2,2
"31442",NA,"637","English",43,"F",6,6
"31443",NA,"637","English",43,"F",8,6
"31444",NA,"637","English",43,"F",6,6
"31445",NA,"637","English",43,"F",1,1
"31446",NA,"637","English",43,"F",3,3
"31447",NA,"637","English",43,"F",4,4
"31448",NA,"637","English",43,"F",1,1
"31449",NA,"637","English",43,"F",8,8
"31450",NA,"637","English",43,"F",8,4
"31451",NA,"637","English",43,"F",4,4
"31452",NA,"637","English",43,"F",2,2
"31453",NA,"637","English",43,"F",3,3
"31454",NA,"637","English",43,"F",6,6
"31455",NA,"637","English",43,"F",1,1
"31456",NA,"637","English",43,"F",4,3
"31457",NA,"637","English",43,"F",2,2
"31458",NA,"637","English",43,"F",3,3
"31459",NA,"637","English",43,"F",2,2
"31460",NA,"637","English",43,"F",6,7
"31461",NA,"637","English",43,"F",8,8
"31462",NA,"637","English",43,"F",6,8
"31463",NA,"637","English",44,"F",1,1
"31464",NA,"637","English",44,"F",4,7
"31465",NA,"637","English",44,"F",6,8
"31466",NA,"637","English",44,"F",4,12
"31467",NA,"637","English",44,"F",8,12
"31468",NA,"637","English",44,"F",3,3
"31469",NA,"637","English",44,"F",8,15
"31470",NA,"637","English",44,"F",4,15
"31471",NA,"637","English",44,"F",6,15
"31472",NA,"637","English",44,"F",6,8
"31473",NA,"637","English",44,"F",2,2
"31474",NA,"637","English",44,"F",3,3
"31475",NA,"637","English",44,"F",8,9
"31476",NA,"637","English",44,"F",1,1
"31477",NA,"637","English",44,"F",1,1
"31478",NA,"637","English",44,"F",3,8
"31479",NA,"637","English",44,"F",2,7
"31480",NA,"637","English",44,"F",2,2
"31481",NA,"637","English",44,"F",1,1
"31482",NA,"637","English",44,"F",4,4
"31483",NA,"637","English",44,"F",6,6
"31484",NA,"637","English",44,"F",4,4
"31485",NA,"637","English",44,"F",8,8
"31486",NA,"637","English",44,"F",3,3
"31487",NA,"637","English",44,"F",8,9
"31488",NA,"637","English",44,"F",4,4
"31489",NA,"637","English",44,"F",6,11
"31490",NA,"637","English",44,"F",6,8
"31491",NA,"637","English",44,"F",2,2
"31492",NA,"637","English",44,"F",3,3
"31493",NA,"637","English",44,"F",8,4
"31494",NA,"637","English",44,"F",1,1
"31495",NA,"637","English",44,"F",1,1
"31496",NA,"637","English",44,"F",3,3
"31497",NA,"637","English",44,"F",2,2
"31498",NA,"637","English",44,"F",2,2
"31499",NA,"637","English",44,"F",1,1
"31500",NA,"637","English",44,"F",6,15
"31501",NA,"637","English",44,"F",4,15
"31502",NA,"637","English",44,"F",1,1
"31503",NA,"637","English",44,"F",4,15
"31504",NA,"637","English",44,"F",4,15
"31505",NA,"637","English",44,"F",3,3
"31506",NA,"637","English",44,"F",8,15
"31507",NA,"637","English",44,"F",3,3
"31508",NA,"637","English",44,"F",2,2
"31509",NA,"637","English",44,"F",6,8
"31510",NA,"637","English",44,"F",8,3
"31511",NA,"637","English",44,"F",6,3
"31512",NA,"637","English",44,"F",1,1
"31513",NA,"637","English",44,"F",2,2
"31514",NA,"637","English",44,"F",2,2
"31515",NA,"637","English",44,"F",8,15
"31516",NA,"637","English",44,"F",3,3
"31517",NA,"637","English",44,"F",1,1
"31518",NA,"637","English",44,"F",6,4
"31519",NA,"637","English",44,"F",4,6
"31520",NA,"637","English",44,"F",1,1
"31521",NA,"637","English",44,"F",4,3
"31522",NA,"637","English",44,"F",4,8
"31523",NA,"637","English",44,"F",3,6
"31524",NA,"637","English",44,"F",8,8
"31525",NA,"637","English",44,"F",3,8
"31526",NA,"637","English",44,"F",2,2
"31527",NA,"637","English",44,"F",6,5
"31528",NA,"637","English",44,"F",8,6
"31529",NA,"637","English",44,"F",6,6
"31530",NA,"637","English",44,"F",1,1
"31531",NA,"637","English",44,"F",2,2
"31532",NA,"637","English",44,"F",2,2
"31533",NA,"637","English",44,"F",8,3
"31534",NA,"637","English",44,"F",3,5
"31535",NA,"637","English",45,"F",1,1
"31536",NA,"637","English",45,"F",3,3
"31537",NA,"637","English",45,"F",8,15
"31538",NA,"637","English",45,"F",2,2
"31539",NA,"637","English",45,"F",4,8
"31540",NA,"637","English",45,"F",6,15
"31541",NA,"637","English",45,"F",6,15
"31542",NA,"637","English",45,"F",1,NA
"31543",NA,"637","English",45,"F",8,15
"31544",NA,"637","English",45,"F",3,5
"31545",NA,"637","English",45,"F",3,NA
"31546",NA,"637","English",45,"F",4,15
"31547",NA,"637","English",45,"F",4,15
"31548",NA,"637","English",45,"F",2,2
"31549",NA,"637","English",45,"F",1,1
"31550",NA,"637","English",45,"F",2,6
"31551",NA,"637","English",45,"F",6,6
"31552",NA,"637","English",45,"F",8,7
"31553",NA,"637","English",45,"F",1,1
"31554",NA,"637","English",45,"F",3,3
"31555",NA,"637","English",45,"F",8,NA
"31556",NA,"637","English",45,"F",2,2
"31557",NA,"637","English",45,"F",4,3
"31558",NA,"637","English",45,"F",6,8
"31559",NA,"637","English",45,"F",6,8
"31560",NA,"637","English",45,"F",1,1
"31561",NA,"637","English",45,"F",8,8
"31562",NA,"637","English",45,"F",3,3
"31563",NA,"637","English",45,"F",3,3
"31564",NA,"637","English",45,"F",4,8
"31565",NA,"637","English",45,"F",4,7
"31566",NA,"637","English",45,"F",2,2
"31567",NA,"637","English",45,"F",1,1
"31568",NA,"637","English",45,"F",2,2
"31569",NA,"637","English",45,"F",6,8
"31570",NA,"637","English",45,"F",8,7
"31571",NA,"637","English",45,"F",1,1
"31572",NA,"637","English",45,"F",4,15
"31573",NA,"637","English",45,"F",8,9
"31574",NA,"637","English",45,"F",2,5
"31575",NA,"637","English",45,"F",1,3
"31576",NA,"637","English",45,"F",6,NA
"31577",NA,"637","English",45,"F",6,NA
"31578",NA,"637","English",45,"F",3,NA
"31579",NA,"637","English",45,"F",1,NA
"31580",NA,"637","English",45,"F",2,NA
"31581",NA,"637","English",45,"F",2,NA
"31582",NA,"637","English",45,"F",3,NA
"31583",NA,"637","English",45,"F",4,NA
"31584",NA,"637","English",45,"F",4,NA
"31585",NA,"637","English",45,"F",6,NA
"31586",NA,"637","English",45,"F",8,NA
"31587",NA,"637","English",45,"F",3,NA
"31588",NA,"637","English",45,"F",8,NA
"31589",NA,"637","English",45,"F",1,1
"31590",NA,"637","English",45,"F",8,15
"31591",NA,"637","English",45,"F",2,2
"31592",NA,"637","English",45,"F",3,3
"31593",NA,"637","English",45,"F",6,8
"31594",NA,"637","English",45,"F",1,1
"31595",NA,"637","English",45,"F",6,6
"31596",NA,"637","English",45,"F",3,3
"31597",NA,"637","English",45,"F",2,2
"31598",NA,"637","English",45,"F",2,2
"31599",NA,"637","English",45,"F",4,5
"31600",NA,"637","English",45,"F",4,4
"31601",NA,"637","English",45,"F",4,7
"31602",NA,"637","English",45,"F",3,3
"31603",NA,"637","English",45,"F",8,6
"31604",NA,"637","English",45,"F",8,4
"31605",NA,"637","English",45,"F",1,1
"31606",NA,"637","English",45,"F",6,6
"31607",NA,"637","English",45,"F",1,1
"31608",NA,"637","English",45,"F",8,7
"31609",NA,"637","English",45,"F",2,2
"31610",NA,"637","English",45,"F",3,3
"31611",NA,"637","English",45,"F",6,6
"31612",NA,"637","English",45,"F",1,1
"31613",NA,"637","English",45,"F",6,7
"31614",NA,"637","English",45,"F",3,3
"31615",NA,"637","English",45,"F",2,2
"31616",NA,"637","English",45,"F",2,2
"31617",NA,"637","English",45,"F",4,4
"31618",NA,"637","English",45,"F",4,8
"31619",NA,"637","English",45,"F",4,7
"31620",NA,"637","English",45,"F",3,3
"31621",NA,"637","English",45,"F",8,7
"31622",NA,"637","English",45,"F",8,8
"31623",NA,"637","English",45,"F",1,1
"31624",NA,"637","English",45,"F",6,8
"31625",NA,"637","English",46,"F",1,1
"31626",NA,"637","English",46,"F",1,1
"31627",NA,"637","English",46,"F",8,11
"31628",NA,"637","English",46,"F",1,1
"31629",NA,"637","English",46,"F",8,15
"31630",NA,"637","English",46,"F",4,4
"31631",NA,"637","English",46,"F",6,15
"31632",NA,"637","English",46,"F",3,3
"31633",NA,"637","English",46,"F",4,10
"31634",NA,"637","English",46,"F",2,2
"31635",NA,"637","English",46,"F",3,3
"31636",NA,"637","English",46,"F",2,2
"31637",NA,"637","English",46,"F",6,6
"31638",NA,"637","English",46,"F",6,5
"31639",NA,"637","English",46,"F",2,2
"31640",NA,"637","English",46,"F",4,8
"31641",NA,"637","English",46,"F",8,11
"31642",NA,"637","English",46,"F",3,3
"31643",NA,"637","English",46,"F",1,1
"31644",NA,"637","English",46,"F",1,1
"31645",NA,"637","English",46,"F",8,8
"31646",NA,"637","English",46,"F",1,1
"31647",NA,"637","English",46,"F",8,7
"31648",NA,"637","English",46,"F",4,4
"31649",NA,"637","English",46,"F",6,6
"31650",NA,"637","English",46,"F",3,3
"31651",NA,"637","English",46,"F",4,4
"31652",NA,"637","English",46,"F",2,2
"31653",NA,"637","English",46,"F",3,3
"31654",NA,"637","English",46,"F",2,2
"31655",NA,"637","English",46,"F",6,7
"31656",NA,"637","English",46,"F",6,6
"31657",NA,"637","English",46,"F",2,2
"31658",NA,"637","English",46,"F",4,4
"31659",NA,"637","English",46,"F",8,8
"31660",NA,"637","English",46,"F",3,3
"31661",NA,"637","English",47,"F",1,1
"31662",NA,"637","English",47,"F",3,4
"31663",NA,"637","English",47,"F",4,4
"31664",NA,"637","English",47,"F",2,3
"31665",NA,"637","English",47,"F",8,15
"31666",NA,"637","English",47,"F",4,15
"31667",NA,"637","English",47,"F",3,NA
"31668",NA,"637","English",47,"F",8,NA
"31669",NA,"637","English",47,"F",2,NA
"31670",NA,"637","English",47,"F",4,NA
"31671",NA,"637","English",47,"F",1,NA
"31672",NA,"637","English",47,"F",6,NA
"31673",NA,"637","English",47,"F",2,NA
"31674",NA,"637","English",47,"F",6,NA
"31675",NA,"637","English",47,"F",8,NA
"31676",NA,"637","English",47,"F",3,NA
"31677",NA,"637","English",47,"F",6,NA
"31678",NA,"637","English",47,"F",1,NA
"31679",NA,"637","English",47,"F",1,1
"31680",NA,"637","English",47,"F",3,3
"31681",NA,"637","English",47,"F",4,4
"31682",NA,"637","English",47,"F",2,2
"31683",NA,"637","English",47,"F",8,NA
"31684",NA,"637","English",47,"F",4,8
"31685",NA,"637","English",47,"F",3,3
"31686",NA,"637","English",47,"F",8,8
"31687",NA,"637","English",47,"F",2,2
"31688",NA,"637","English",47,"F",4,4
"31689",NA,"637","English",47,"F",1,1
"31690",NA,"637","English",47,"F",6,7
"31691",NA,"637","English",47,"F",2,2
"31692",NA,"637","English",47,"F",6,7
"31693",NA,"637","English",47,"F",8,8
"31694",NA,"637","English",47,"F",3,3
"31695",NA,"637","English",47,"F",6,6
"31696",NA,"637","English",47,"F",1,1
"31697",NA,"648","English",52,"M",1,1
"31698",NA,"648","English",52,"M",3,3
"31699",NA,"648","English",52,"M",8,8
"31700",NA,"648","English",52,"M",2,2
"31701",NA,"648","English",52,"M",1,1
"31702",NA,"648","English",52,"M",2,2
"31703",NA,"648","English",52,"M",4,4
"31704",NA,"648","English",52,"M",4,4
"31705",NA,"648","English",52,"M",3,3
"31706",NA,"648","English",52,"M",3,3
"31707",NA,"648","English",52,"M",6,5
"31708",NA,"648","English",52,"M",8,8
"31709",NA,"648","English",52,"M",4,4
"31710",NA,"648","English",52,"M",1,1
"31711",NA,"648","English",52,"M",6,5
"31712",NA,"648","English",52,"M",6,6
"31713",NA,"648","English",52,"M",2,2
"31714",NA,"648","English",52,"M",8,8
"31715",NA,"648","English",52,"M",1,1
"31716",NA,"648","English",52,"M",3,3
"31717",NA,"648","English",52,"M",8,5
"31718",NA,"648","English",52,"M",2,2
"31719",NA,"648","English",52,"M",1,1
"31720",NA,"648","English",52,"M",2,2
"31721",NA,"648","English",52,"M",4,4
"31722",NA,"648","English",52,"M",4,4
"31723",NA,"648","English",52,"M",3,3
"31724",NA,"648","English",52,"M",3,3
"31725",NA,"648","English",52,"M",6,4
"31726",NA,"648","English",52,"M",8,NA
"31727",NA,"648","English",52,"M",4,4
"31728",NA,"648","English",52,"M",1,1
"31729",NA,"648","English",52,"M",6,5
"31730",NA,"648","English",52,"M",6,4
"31731",NA,"648","English",52,"M",2,9
"31732",NA,"648","English",52,"M",8,7
"31733",NA,"648","English",53,"M",1,1
"31734",NA,"648","English",53,"M",6,6
"31735",NA,"648","English",53,"M",4,4
"31736",NA,"648","English",53,"M",1,1
"31737",NA,"648","English",53,"M",4,4
"31738",NA,"648","English",53,"M",4,4
"31739",NA,"648","English",53,"M",3,3
"31740",NA,"648","English",53,"M",8,9
"31741",NA,"648","English",53,"M",3,3
"31742",NA,"648","English",53,"M",2,2
"31743",NA,"648","English",53,"M",6,6
"31744",NA,"648","English",53,"M",8,8
"31745",NA,"648","English",53,"M",6,7
"31746",NA,"648","English",53,"M",1,1
"31747",NA,"648","English",53,"M",2,2
"31748",NA,"648","English",53,"M",2,2
"31749",NA,"648","English",53,"M",8,8
"31750",NA,"648","English",53,"M",3,3
"31751",NA,"648","English",53,"M",1,1
"31752",NA,"648","English",53,"M",6,6
"31753",NA,"648","English",53,"M",4,4
"31754",NA,"648","English",53,"M",1,1
"31755",NA,"648","English",53,"M",4,4
"31756",NA,"648","English",53,"M",4,4
"31757",NA,"648","English",53,"M",3,3
"31758",NA,"648","English",53,"M",8,7
"31759",NA,"648","English",53,"M",3,3
"31760",NA,"648","English",53,"M",2,2
"31761",NA,"648","English",53,"M",6,6
"31762",NA,"648","English",53,"M",8,11
"31763",NA,"648","English",53,"M",6,9
"31764",NA,"648","English",53,"M",1,1
"31765",NA,"648","English",53,"M",2,2
"31766",NA,"648","English",53,"M",2,2
"31767",NA,"648","English",53,"M",8,6
"31768",NA,"648","English",53,"M",3,3
"31769",NA,"648","English",54,"M",1,1
"31770",NA,"648","English",54,"M",3,3
"31771",NA,"648","English",54,"M",8,8
"31772",NA,"648","English",54,"M",2,2
"31773",NA,"648","English",54,"M",4,4
"31774",NA,"648","English",54,"M",6,6
"31775",NA,"648","English",54,"M",6,6
"31776",NA,"648","English",54,"M",1,1
"31777",NA,"648","English",54,"M",8,7
"31778",NA,"648","English",54,"M",3,3
"31779",NA,"648","English",54,"M",3,3
"31780",NA,"648","English",54,"M",4,4
"31781",NA,"648","English",54,"M",4,4
"31782",NA,"648","English",54,"M",2,2
"31783",NA,"648","English",54,"M",1,1
"31784",NA,"648","English",54,"M",2,2
"31785",NA,"648","English",54,"M",6,6
"31786",NA,"648","English",54,"M",8,11
"31787",NA,"648","English",54,"M",1,NA
"31788",NA,"648","English",54,"M",3,3
"31789",NA,"648","English",54,"M",8,10
"31790",NA,"648","English",54,"M",2,2
"31791",NA,"648","English",54,"M",4,4
"31792",NA,"648","English",54,"M",6,7
"31793",NA,"648","English",54,"M",6,7
"31794",NA,"648","English",54,"M",1,1
"31795",NA,"648","English",54,"M",8,10
"31796",NA,"648","English",54,"M",3,3
"31797",NA,"648","English",54,"M",3,3
"31798",NA,"648","English",54,"M",4,4
"31799",NA,"648","English",54,"M",4,4
"31800",NA,"648","English",54,"M",2,2
"31801",NA,"648","English",54,"M",1,1
"31802",NA,"648","English",54,"M",2,2
"31803",NA,"648","English",54,"M",6,8
"31804",NA,"648","English",54,"M",8,14
"31805",NA,"648","English",55,"M",1,1
"31806",NA,"648","English",55,"M",4,4
"31807",NA,"648","English",55,"M",8,NA
"31808",NA,"648","English",55,"M",2,2
"31809",NA,"648","English",55,"M",1,1
"31810",NA,"648","English",55,"M",6,7
"31811",NA,"648","English",55,"M",6,6
"31812",NA,"648","English",55,"M",3,3
"31813",NA,"648","English",55,"M",1,1
"31814",NA,"648","English",55,"M",2,2
"31815",NA,"648","English",55,"M",2,2
"31816",NA,"648","English",55,"M",3,3
"31817",NA,"648","English",55,"M",4,4
"31818",NA,"648","English",55,"M",4,4
"31819",NA,"648","English",55,"M",6,6
"31820",NA,"648","English",55,"M",8,8
"31821",NA,"648","English",55,"M",3,3
"31822",NA,"648","English",55,"M",8,15
"31823",NA,"648","English",55,"M",4,3
"31824",NA,"648","English",55,"M",8,8
"31825",NA,"648","English",55,"M",2,2
"31826",NA,"648","English",55,"M",1,1
"31827",NA,"648","English",55,"M",6,6
"31828",NA,"648","English",55,"M",6,5
"31829",NA,"648","English",55,"M",3,3
"31830",NA,"648","English",55,"M",1,1
"31831",NA,"648","English",55,"M",2,2
"31832",NA,"648","English",55,"M",2,2
"31833",NA,"648","English",55,"M",3,3
"31834",NA,"648","English",55,"M",4,4
"31835",NA,"648","English",55,"M",4,4
"31836",NA,"648","English",55,"M",6,5
"31837",NA,"648","English",55,"M",8,8
"31838",NA,"648","English",55,"M",3,3
"31839",NA,"648","English",55,"M",8,6
"31840",NA,"648","English",55,"M",1,1
"31841",NA,"648","English",55,"M",8,8
"31842",NA,"648","English",55,"M",2,2
"31843",NA,"648","English",55,"M",3,3
"31844",NA,"648","English",55,"M",6,6
"31845",NA,"648","English",55,"M",1,1
"31846",NA,"648","English",55,"M",6,1
"31847",NA,"648","English",55,"M",3,3
"31848",NA,"648","English",55,"M",2,2
"31849",NA,"648","English",55,"M",2,2
"31850",NA,"648","English",55,"M",4,4
"31851",NA,"648","English",55,"M",4,4
"31852",NA,"648","English",55,"M",4,4
"31853",NA,"648","English",55,"M",3,3
"31854",NA,"648","English",55,"M",8,8
"31855",NA,"648","English",55,"M",8,8
"31856",NA,"648","English",55,"M",1,1
"31857",NA,"648","English",55,"M",6,6
"31858",NA,"648","English",55,"M",1,1
"31859",NA,"648","English",55,"M",8,7
"31860",NA,"648","English",55,"M",2,2
"31861",NA,"648","English",55,"M",3,3
"31862",NA,"648","English",55,"M",6,5
"31863",NA,"648","English",55,"M",1,1
"31864",NA,"648","English",55,"M",6,5
"31865",NA,"648","English",55,"M",3,3
"31866",NA,"648","English",55,"M",2,2
"31867",NA,"648","English",55,"M",2,2
"31868",NA,"648","English",55,"M",4,4
"31869",NA,"648","English",55,"M",4,4
"31870",NA,"648","English",55,"M",4,4
"31871",NA,"648","English",55,"M",3,3
"31872",NA,"648","English",55,"M",8,7
"31873",NA,"648","English",55,"M",8,8
"31874",NA,"648","English",55,"M",1,1
"31875",NA,"648","English",55,"M",6,6
"31876",NA,"648","English",55,"M",1,1
"31877",NA,"648","English",55,"M",1,1
"31878",NA,"648","English",55,"M",8,7
"31879",NA,"648","English",55,"M",1,1
"31880",NA,"648","English",55,"M",8,8
"31881",NA,"648","English",55,"M",4,4
"31882",NA,"648","English",55,"M",6,5
"31883",NA,"648","English",55,"M",3,3
"31884",NA,"648","English",55,"M",4,4
"31885",NA,"648","English",55,"M",2,2
"31886",NA,"648","English",55,"M",3,3
"31887",NA,"648","English",55,"M",2,2
"31888",NA,"648","English",55,"M",6,6
"31889",NA,"648","English",55,"M",6,5
"31890",NA,"648","English",55,"M",2,2
"31891",NA,"648","English",55,"M",4,4
"31892",NA,"648","English",55,"M",8,9
"31893",NA,"648","English",55,"M",3,3
"31894",NA,"648","English",55,"M",1,1
"31895",NA,"648","English",55,"M",1,1
"31896",NA,"648","English",55,"M",8,7
"31897",NA,"648","English",55,"M",1,1
"31898",NA,"648","English",55,"M",8,80
"31899",NA,"648","English",55,"M",4,90
"31900",NA,"648","English",55,"M",6,90
"31901",NA,"648","English",55,"M",3,90
"31902",NA,"648","English",55,"M",4,90
"31903",NA,"648","English",55,"M",2,90
"31904",NA,"648","English",55,"M",3,90
"31905",NA,"648","English",55,"M",2,90
"31906",NA,"648","English",55,"M",6,90
"31907",NA,"648","English",55,"M",6,90
"31908",NA,"648","English",55,"M",2,90
"31909",NA,"648","English",55,"M",4,NA
"31910",NA,"648","English",55,"M",8,80
"31911",NA,"648","English",55,"M",3,80
"31912",NA,"648","English",56,"M",1,1
"31913",NA,"648","English",56,"M",3,3
"31914",NA,"648","English",56,"M",4,4
"31915",NA,"648","English",56,"M",2,2
"31916",NA,"648","English",56,"M",8,NA
"31917",NA,"648","English",56,"M",4,NA
"31918",NA,"648","English",56,"M",3,NA
"31919",NA,"648","English",56,"M",8,NA
"31920",NA,"648","English",56,"M",2,NA
"31921",NA,"648","English",56,"M",4,NA
"31922",NA,"648","English",56,"M",1,NA
"31923",NA,"648","English",56,"M",6,NA
"31924",NA,"648","English",56,"M",2,NA
"31925",NA,"648","English",56,"M",6,NA
"31926",NA,"648","English",56,"M",8,NA
"31927",NA,"648","English",56,"M",3,NA
"31928",NA,"648","English",56,"M",6,NA
"31929",NA,"648","English",56,"M",1,NA
"31930",NA,"648","English",56,"M",1,1
"31931",NA,"648","English",56,"M",3,3
"31932",NA,"648","English",56,"M",4,4
"31933",NA,"648","English",56,"M",2,2
"31934",NA,"648","English",56,"M",8,8
"31935",NA,"648","English",56,"M",4,4
"31936",NA,"648","English",56,"M",3,3
"31937",NA,"648","English",56,"M",8,6
"31938",NA,"648","English",56,"M",2,2
"31939",NA,"648","English",56,"M",4,4
"31940",NA,"648","English",56,"M",1,1
"31941",NA,"648","English",56,"M",6,8
"31942",NA,"648","English",56,"M",2,2
"31943",NA,"648","English",56,"M",6,8
"31944",NA,"648","English",56,"M",8,8
"31945",NA,"648","English",56,"M",3,3
"31946",NA,"648","English",56,"M",6,8
"31947",NA,"648","English",56,"M",1,1
"31948",NA,"653","English",50,"F",1,1
"31949",NA,"653","English",50,"F",2,2
"31950",NA,"653","English",50,"F",4,4
"31951",NA,"653","English",50,"F",2,2
"31952",NA,"653","English",50,"F",4,4
"31953",NA,"653","English",50,"F",3,3
"31954",NA,"653","English",50,"F",3,3
"31955",NA,"653","English",50,"F",6,6
"31956",NA,"653","English",50,"F",6,6
"31957",NA,"653","English",50,"F",3,3
"31958",NA,"653","English",50,"F",8,8
"31959",NA,"653","English",50,"F",1,1
"31960",NA,"653","English",50,"F",1,1
"31961",NA,"653","English",50,"F",8,8
"31962",NA,"653","English",50,"F",8,8
"31963",NA,"653","English",50,"F",4,4
"31964",NA,"653","English",50,"F",2,2
"31965",NA,"653","English",50,"F",6,6
"31966",NA,"653","English",50,"F",1,1
"31967",NA,"653","English",50,"F",2,2
"31968",NA,"653","English",50,"F",4,3
"31969",NA,"653","English",50,"F",2,2
"31970",NA,"653","English",50,"F",4,4
"31971",NA,"653","English",50,"F",3,3
"31972",NA,"653","English",50,"F",3,3
"31973",NA,"653","English",50,"F",6,6
"31974",NA,"653","English",50,"F",6,6
"31975",NA,"653","English",50,"F",3,3
"31976",NA,"653","English",50,"F",8,8
"31977",NA,"653","English",50,"F",1,1
"31978",NA,"653","English",50,"F",1,1
"31979",NA,"653","English",50,"F",8,8
"31980",NA,"653","English",50,"F",8,8
"31981",NA,"653","English",50,"F",4,4
"31982",NA,"653","English",50,"F",2,2
"31983",NA,"653","English",50,"F",6,6
"31984",NA,"653","English",51,"F",1,1
"31985",NA,"653","English",51,"F",4,4
"31986",NA,"653","English",51,"F",6,6
"31987",NA,"653","English",51,"F",4,5
"31988",NA,"653","English",51,"F",8,8
"31989",NA,"653","English",51,"F",3,3
"31990",NA,"653","English",51,"F",8,8
"31991",NA,"653","English",51,"F",4,4
"31992",NA,"653","English",51,"F",6,6
"31993",NA,"653","English",51,"F",6,6
"31994",NA,"653","English",51,"F",2,2
"31995",NA,"653","English",51,"F",3,3
"31996",NA,"653","English",51,"F",8,7
"31997",NA,"653","English",51,"F",1,1
"31998",NA,"653","English",51,"F",1,1
"31999",NA,"653","English",51,"F",3,3
"32000",NA,"653","English",51,"F",2,2
"32001",NA,"653","English",51,"F",2,2
"32002",NA,"653","English",51,"F",1,NA
"32003",NA,"653","English",51,"F",4,5
"32004",NA,"653","English",51,"F",6,6
"32005",NA,"653","English",51,"F",4,4
