"","Experiment","Subject","Language","Age","Sex","Query","Response"
"2339","Wagner2016","111912-MC","English",40.07,"M",3,10
"2340","Wagner2016","111912-MC","English",40.07,"M",10,10
"2341","Wagner2016","111912-MC","English",40.07,"M",4,10
"2342","Wagner2016","111912-MC","English",40.07,"M",1,10
"2343","Wagner2016","111912-MC","English",40.07,"M",5,10
"2344","Wagner2016","111912-MC","English",40.07,"M",2,10
"2345","Wagner2016","111912-MC","English",40.07,"M",8,10
"2346","Wagner2016","111912-MC","English",40.07,"M",10,NA
"2347","Wagner2016","111912-MC","English",40.07,"M",2,NA
"2348","Wagner2016","111912-MC","English",40.07,"M",1,NA
"2349","Wagner2016","111912-MC","English",40.07,"M",5,NA
"2350","Wagner2016","111912-MC","English",40.07,"M",4,NA
"2351","Wagner2016","111912-MC","English",40.07,"M",8,NA
"2352","Wagner2016","111912-MC","English",40.07,"M",3,NA
"2353","Wagner2016","111912-MB","English",46.28,"M",1,1
"2354","Wagner2016","111912-MB","English",46.28,"M",2,2
"2355","Wagner2016","111912-MB","English",46.28,"M",4,2
"2356","Wagner2016","111912-MB","English",46.28,"M",8,3
"2357","Wagner2016","111912-MB","English",46.28,"M",5,2
"2358","Wagner2016","111912-MB","English",46.28,"M",3,3
"2359","Wagner2016","111912-MB","English",46.28,"M",10,2
"2360","Wagner2016","111912-MB","English",46.28,"M",3,2
"2361","Wagner2016","111912-MB","English",46.28,"M",10,2
"2362","Wagner2016","111912-MB","English",46.28,"M",4,4
"2363","Wagner2016","111912-MB","English",46.28,"M",1,1
"2364","Wagner2016","111912-MB","English",46.28,"M",5,2
"2365","Wagner2016","111912-MB","English",46.28,"M",2,2
"2366","Wagner2016","111912-MB","English",46.28,"M",8,3
"2367","Wagner2016","111912-MB","English",46.28,"M",10,3
"2368","Wagner2016","111912-MB","English",46.28,"M",2,2
"2369","Wagner2016","111912-MB","English",46.28,"M",1,1
"2370","Wagner2016","111912-MB","English",46.28,"M",5,3
"2371","Wagner2016","111912-MB","English",46.28,"M",4,3
"2372","Wagner2016","111912-MB","English",46.28,"M",8,3
"2373","Wagner2016","111912-MB","English",46.28,"M",3,2
"2374","Wagner2016","111912-PB","English",26.88,"M",1,10
"2375","Wagner2016","111912-PB","English",26.88,"M",2,10
"2376","Wagner2016","111912-PB","English",26.88,"M",4,10
"2377","Wagner2016","111912-PB","English",26.88,"M",8,10
"2378","Wagner2016","111912-PB","English",26.88,"M",5,10
"2379","Wagner2016","111912-PB","English",26.88,"M",3,10
"2380","Wagner2016","111912-PB","English",26.88,"M",10,10
"2381","Wagner2016","111912-PB","English",26.88,"M",3,10
"2382","Wagner2016","111912-PB","English",26.88,"M",10,10
"2383","Wagner2016","111912-PB","English",26.88,"M",4,10
"2384","Wagner2016","111912-PB","English",26.88,"M",1,NA
"2385","Wagner2016","111912-PB","English",26.88,"M",5,NA
"2386","Wagner2016","111912-PB","English",26.88,"M",2,NA
"2387","Wagner2016","111912-PB","English",26.88,"M",8,NA
"2388","Wagner2016","111912-PB","English",26.88,"M",10,NA
"2389","Wagner2016","111912-PB","English",26.88,"M",2,NA
"2390","Wagner2016","111912-PB","English",26.88,"M",1,NA
"2391","Wagner2016","111912-PB","English",26.88,"M",5,NA
"2392","Wagner2016","111912-PB","English",26.88,"M",4,NA
"2393","Wagner2016","111912-PB","English",26.88,"M",8,NA
"2394","Wagner2016","111912-PB","English",26.88,"M",3,NA
"2395","Wagner2016","111912-MA","English",34.21,"F",1,10
"2396","Wagner2016","111912-MA","English",34.21,"F",2,10
"2397","Wagner2016","111912-MA","English",34.21,"F",4,10
"2398","Wagner2016","111912-MA","English",34.21,"F",8,10
"2399","Wagner2016","111912-MA","English",34.21,"F",5,10
"2400","Wagner2016","111912-MA","English",34.21,"F",3,10
"2401","Wagner2016","111912-MA","English",34.21,"F",10,10
"2402","Wagner2016","111912-MA","English",34.21,"F",3,10
"2403","Wagner2016","111912-MA","English",34.21,"F",10,10
"2404","Wagner2016","111912-MA","English",34.21,"F",4,10
"2405","Wagner2016","111912-MA","English",34.21,"F",1,10
"2406","Wagner2016","111912-MA","English",34.21,"F",5,10
"2407","Wagner2016","111912-MA","English",34.21,"F",2,10
"2408","Wagner2016","111912-MA","English",34.21,"F",8,NA
"2409","Wagner2016","111912-MA","English",34.21,"F",10,NA
"2410","Wagner2016","111912-MA","English",34.21,"F",2,NA
"2411","Wagner2016","111912-MA","English",34.21,"F",1,NA
"2412","Wagner2016","111912-MA","English",34.21,"F",5,NA
"2413","Wagner2016","111912-MA","English",34.21,"F",4,NA
"2414","Wagner2016","111912-MA","English",34.21,"F",8,NA
"2415","Wagner2016","111912-MA","English",34.21,"F",3,NA
"2416","Wagner2016","112812-KM","English",39.77,"F",1,1
"2417","Wagner2016","112812-KM","English",39.77,"F",2,2
"2418","Wagner2016","112812-KM","English",39.77,"F",4,3
"2419","Wagner2016","112812-KM","English",39.77,"F",8,3
"2420","Wagner2016","112812-KM","English",39.77,"F",5,3
"2421","Wagner2016","112812-KM","English",39.77,"F",3,3
"2422","Wagner2016","112812-KM","English",39.77,"F",10,2
"2423","Wagner2016","112812-KM","English",39.77,"F",3,3
"2424","Wagner2016","112812-KM","English",39.77,"F",10,2
"2425","Wagner2016","112812-KM","English",39.77,"F",4,3
"2426","Wagner2016","112812-KM","English",39.77,"F",1,1
"2427","Wagner2016","112812-KM","English",39.77,"F",5,4
"2428","Wagner2016","112812-KM","English",39.77,"F",2,2
"2429","Wagner2016","112812-KM","English",39.77,"F",8,3
"2430","Wagner2016","112812-KM","English",39.77,"F",10,2
"2431","Wagner2016","112812-KM","English",39.77,"F",2,2
"2432","Wagner2016","112812-KM","English",39.77,"F",1,1
"2433","Wagner2016","112812-KM","English",39.77,"F",5,3
"2434","Wagner2016","112812-KM","English",39.77,"F",4,3
"2435","Wagner2016","112812-KM","English",39.77,"F",8,3
"2436","Wagner2016","112812-KM","English",39.77,"F",3,3
"2437","Wagner2016","112812-AK","English",57.2,"F",1,1
"2438","Wagner2016","112812-AK","English",57.2,"F",2,2
"2439","Wagner2016","112812-AK","English",57.2,"F",4,4
"2440","Wagner2016","112812-AK","English",57.2,"F",8,8
"2441","Wagner2016","112812-AK","English",57.2,"F",5,5
"2442","Wagner2016","112812-AK","English",57.2,"F",3,3
"2443","Wagner2016","112812-AK","English",57.2,"F",10,10
"2444","Wagner2016","112812-AK","English",57.2,"F",3,3
"2445","Wagner2016","112812-AK","English",57.2,"F",10,10
"2446","Wagner2016","112812-AK","English",57.2,"F",4,4
"2447","Wagner2016","112812-AK","English",57.2,"F",1,1
"2448","Wagner2016","112812-AK","English",57.2,"F",5,5
"2449","Wagner2016","112812-AK","English",57.2,"F",2,2
"2450","Wagner2016","112812-AK","English",57.2,"F",8,8
"2451","Wagner2016","112812-AK","English",57.2,"F",10,10
"2452","Wagner2016","112812-AK","English",57.2,"F",2,2
"2453","Wagner2016","112812-AK","English",57.2,"F",1,1
"2454","Wagner2016","112812-AK","English",57.2,"F",5,5
"2455","Wagner2016","112812-AK","English",57.2,"F",4,4
"2456","Wagner2016","112812-AK","English",57.2,"F",8,8
"2457","Wagner2016","112812-AK","English",57.2,"F",3,3
"2458","Wagner2016","113012-MB","English",54.51,"M",1,1
"2459","Wagner2016","113012-MB","English",54.51,"M",2,2
"2460","Wagner2016","113012-MB","English",54.51,"M",4,4
"2461","Wagner2016","113012-MB","English",54.51,"M",8,8
"2462","Wagner2016","113012-MB","English",54.51,"M",5,5
"2463","Wagner2016","113012-MB","English",54.51,"M",3,3
"2464","Wagner2016","113012-MB","English",54.51,"M",10,9
"2465","Wagner2016","113012-MB","English",54.51,"M",3,3
"2466","Wagner2016","113012-MB","English",54.51,"M",10,10
"2467","Wagner2016","113012-MB","English",54.51,"M",4,4
"2468","Wagner2016","113012-MB","English",54.51,"M",1,1
"2469","Wagner2016","113012-MB","English",54.51,"M",5,5
"2470","Wagner2016","113012-MB","English",54.51,"M",2,2
"2471","Wagner2016","113012-MB","English",54.51,"M",8,8
"2472","Wagner2016","113012-MB","English",54.51,"M",10,10
"2473","Wagner2016","113012-MB","English",54.51,"M",2,2
"2474","Wagner2016","113012-MB","English",54.51,"M",1,1
"2475","Wagner2016","113012-MB","English",54.51,"M",5,5
"2476","Wagner2016","113012-MB","English",54.51,"M",4,4
"2477","Wagner2016","113012-MB","English",54.51,"M",8,8
"2478","Wagner2016","113012-MB","English",54.51,"M",3,3
"2479","Wagner2016","112812-NA","English",56.32,"M",1,1
"2480","Wagner2016","112812-NA","English",56.32,"M",2,2
"2481","Wagner2016","112812-NA","English",56.32,"M",4,4
"2482","Wagner2016","112812-NA","English",56.32,"M",8,8
"2483","Wagner2016","112812-NA","English",56.32,"M",5,5
"2484","Wagner2016","112812-NA","English",56.32,"M",3,3
"2485","Wagner2016","112812-NA","English",56.32,"M",10,9
"2486","Wagner2016","112812-NA","English",56.32,"M",3,3
"2487","Wagner2016","112812-NA","English",56.32,"M",10,9
"2488","Wagner2016","112812-NA","English",56.32,"M",4,4
"2489","Wagner2016","112812-NA","English",56.32,"M",1,1
"2490","Wagner2016","112812-NA","English",56.32,"M",5,5
"2491","Wagner2016","112812-NA","English",56.32,"M",2,2
"2492","Wagner2016","112812-NA","English",56.32,"M",8,8
"2493","Wagner2016","112812-NA","English",56.32,"M",10,10
"2494","Wagner2016","112812-NA","English",56.32,"M",2,2
"2495","Wagner2016","112812-NA","English",56.32,"M",1,1
"2496","Wagner2016","112812-NA","English",56.32,"M",5,5
"2497","Wagner2016","112812-NA","English",56.32,"M",4,4
"2498","Wagner2016","112812-NA","English",56.32,"M",8,8
"2499","Wagner2016","112812-NA","English",56.32,"M",3,3
"2500","Wagner2016","020413-DM","English",55.72,"M",1,1
"2501","Wagner2016","020413-DM","English",55.72,"M",2,2
"2502","Wagner2016","020413-DM","English",55.72,"M",4,4
"2503","Wagner2016","020413-DM","English",55.72,"M",8,8
"2504","Wagner2016","020413-DM","English",55.72,"M",5,5
"2505","Wagner2016","020413-DM","English",55.72,"M",3,3
"2506","Wagner2016","020413-DM","English",55.72,"M",10,10
"2507","Wagner2016","020413-DM","English",55.72,"M",3,3
"2508","Wagner2016","020413-DM","English",55.72,"M",10,9
"2509","Wagner2016","020413-DM","English",55.72,"M",4,4
"2510","Wagner2016","020413-DM","English",55.72,"M",1,1
"2511","Wagner2016","020413-DM","English",55.72,"M",5,5
"2512","Wagner2016","020413-DM","English",55.72,"M",2,2
"2513","Wagner2016","020413-DM","English",55.72,"M",8,8
"2514","Wagner2016","020413-DM","English",55.72,"M",10,10
"2515","Wagner2016","020413-DM","English",55.72,"M",2,2
"2516","Wagner2016","020413-DM","English",55.72,"M",1,1
"2517","Wagner2016","020413-DM","English",55.72,"M",5,5
"2518","Wagner2016","020413-DM","English",55.72,"M",4,4
"2519","Wagner2016","020413-DM","English",55.72,"M",8,8
"2520","Wagner2016","020413-DM","English",55.72,"M",3,3
"2521","Wagner2016","020413-MY","English",42.57,"F",1,1
"2522","Wagner2016","020413-MY","English",42.57,"F",2,2
"2523","Wagner2016","020413-MY","English",42.57,"F",4,3
"2524","Wagner2016","020413-MY","English",42.57,"F",8,6
"2525","Wagner2016","020413-MY","English",42.57,"F",5,10
"2526","Wagner2016","020413-MY","English",42.57,"F",3,4
"2527","Wagner2016","020413-MY","English",42.57,"F",10,6
"2528","Wagner2016","020413-MY","English",42.57,"F",3,4
"2529","Wagner2016","020413-MY","English",42.57,"F",10,10
"2530","Wagner2016","020413-MY","English",42.57,"F",4,7
"2531","Wagner2016","020413-MY","English",42.57,"F",1,1
"2532","Wagner2016","020413-MY","English",42.57,"F",5,10
"2533","Wagner2016","020413-MY","English",42.57,"F",2,2
"2534","Wagner2016","020413-MY","English",42.57,"F",8,4
"2535","Wagner2016","020413-MY","English",42.57,"F",10,5
"2536","Wagner2016","020413-MY","English",42.57,"F",2,2
"2537","Wagner2016","020413-MY","English",42.57,"F",1,1
"2538","Wagner2016","020413-MY","English",42.57,"F",5,10
"2539","Wagner2016","020413-MY","English",42.57,"F",4,6
"2540","Wagner2016","020413-MY","English",42.57,"F",8,6
"2541","Wagner2016","020413-MY","English",42.57,"F",3,4
"2542","Wagner2016","020413-AM","English",54.24,"F",1,1
"2543","Wagner2016","020413-AM","English",54.24,"F",2,2
"2544","Wagner2016","020413-AM","English",54.24,"F",4,4
"2545","Wagner2016","020413-AM","English",54.24,"F",8,8
"2546","Wagner2016","020413-AM","English",54.24,"F",5,5
"2547","Wagner2016","020413-AM","English",54.24,"F",3,3
"2548","Wagner2016","020413-AM","English",54.24,"F",10,10
"2549","Wagner2016","020413-AM","English",54.24,"F",3,3
"2550","Wagner2016","020413-AM","English",54.24,"F",10,10
"2551","Wagner2016","020413-AM","English",54.24,"F",4,4
"2552","Wagner2016","020413-AM","English",54.24,"F",1,1
"2553","Wagner2016","020413-AM","English",54.24,"F",5,5
"2554","Wagner2016","020413-AM","English",54.24,"F",2,2
"2555","Wagner2016","020413-AM","English",54.24,"F",8,8
"2556","Wagner2016","020413-AM","English",54.24,"F",10,10
"2557","Wagner2016","020413-AM","English",54.24,"F",2,2
"2558","Wagner2016","020413-AM","English",54.24,"F",1,1
"2559","Wagner2016","020413-AM","English",54.24,"F",5,5
"2560","Wagner2016","020413-AM","English",54.24,"F",4,4
"2561","Wagner2016","020413-AM","English",54.24,"F",8,8
"2562","Wagner2016","020413-AM","English",54.24,"F",3,3
"2563","Wagner2016","020413-LC","English",55.56,"F",1,1
"2564","Wagner2016","020413-LC","English",55.56,"F",2,2
"2565","Wagner2016","020413-LC","English",55.56,"F",4,4
"2566","Wagner2016","020413-LC","English",55.56,"F",8,8
"2567","Wagner2016","020413-LC","English",55.56,"F",5,5
"2568","Wagner2016","020413-LC","English",55.56,"F",3,3
"2569","Wagner2016","020413-LC","English",55.56,"F",10,10
"2570","Wagner2016","020413-LC","English",55.56,"F",3,3
"2571","Wagner2016","020413-LC","English",55.56,"F",10,10
"2572","Wagner2016","020413-LC","English",55.56,"F",4,4
"2573","Wagner2016","020413-LC","English",55.56,"F",1,1
"2574","Wagner2016","020413-LC","English",55.56,"F",5,5
"2575","Wagner2016","020413-LC","English",55.56,"F",2,2
"2576","Wagner2016","020413-LC","English",55.56,"F",8,8
"2577","Wagner2016","020413-LC","English",55.56,"F",10,10
"2578","Wagner2016","020413-LC","English",55.56,"F",2,2
"2579","Wagner2016","020413-LC","English",55.56,"F",1,1
"2580","Wagner2016","020413-LC","English",55.56,"F",5,5
"2581","Wagner2016","020413-LC","English",55.56,"F",4,4
"2582","Wagner2016","020413-LC","English",55.56,"F",8,8
"2583","Wagner2016","020413-LC","English",55.56,"F",3,3
"2584","Wagner2016","020413-RC","English",59.44,"M",1,1
"2585","Wagner2016","020413-RC","English",59.44,"M",2,2
"2586","Wagner2016","020413-RC","English",59.44,"M",4,4
"2587","Wagner2016","020413-RC","English",59.44,"M",8,8
"2588","Wagner2016","020413-RC","English",59.44,"M",5,5
"2589","Wagner2016","020413-RC","English",59.44,"M",3,3
"2590","Wagner2016","020413-RC","English",59.44,"M",10,10
"2591","Wagner2016","020413-RC","English",59.44,"M",3,3
"2592","Wagner2016","020413-RC","English",59.44,"M",10,10
"2593","Wagner2016","020413-RC","English",59.44,"M",4,4
"2594","Wagner2016","020413-RC","English",59.44,"M",1,1
"2595","Wagner2016","020413-RC","English",59.44,"M",5,5
"2596","Wagner2016","020413-RC","English",59.44,"M",2,2
"2597","Wagner2016","020413-RC","English",59.44,"M",8,8
"2598","Wagner2016","020413-RC","English",59.44,"M",10,10
"2599","Wagner2016","020413-RC","English",59.44,"M",2,2
"2600","Wagner2016","020413-RC","English",59.44,"M",1,1
"2601","Wagner2016","020413-RC","English",59.44,"M",5,5
"2602","Wagner2016","020413-RC","English",59.44,"M",4,4
"2603","Wagner2016","020413-RC","English",59.44,"M",8,8
"2604","Wagner2016","020413-RC","English",59.44,"M",3,3
"2605","Wagner2016","020413-CM","English",51.71,"M",1,1
"2606","Wagner2016","020413-CM","English",51.71,"M",2,2
"2607","Wagner2016","020413-CM","English",51.71,"M",4,4
"2608","Wagner2016","020413-CM","English",51.71,"M",8,8
"2609","Wagner2016","020413-CM","English",51.71,"M",5,5
"2610","Wagner2016","020413-CM","English",51.71,"M",3,3
"2611","Wagner2016","020413-CM","English",51.71,"M",10,10
"2612","Wagner2016","020413-CM","English",51.71,"M",3,3
"2613","Wagner2016","020413-CM","English",51.71,"M",10,10
"2614","Wagner2016","020413-CM","English",51.71,"M",4,4
"2615","Wagner2016","020413-CM","English",51.71,"M",1,1
"2616","Wagner2016","020413-CM","English",51.71,"M",5,5
"2617","Wagner2016","020413-CM","English",51.71,"M",2,2
"2618","Wagner2016","020413-CM","English",51.71,"M",8,8
"2619","Wagner2016","020413-CM","English",51.71,"M",10,10
"2620","Wagner2016","020413-CM","English",51.71,"M",2,2
"2621","Wagner2016","020413-CM","English",51.71,"M",1,1
"2622","Wagner2016","020413-CM","English",51.71,"M",5,5
"2623","Wagner2016","020413-CM","English",51.71,"M",4,4
"2624","Wagner2016","020413-CM","English",51.71,"M",8,8
"2625","Wagner2016","020413-CM","English",51.71,"M",3,3
"2626","Wagner2016","082112-ET2","Spanish",58.85,"F",1,1
"2627","Wagner2016","082112-ET2","Spanish",58.85,"F",2,2
"2628","Wagner2016","082112-ET2","Spanish",58.85,"F",4,4
"2629","Wagner2016","082112-ET2","Spanish",58.85,"F",8,8
"2630","Wagner2016","082112-ET2","Spanish",58.85,"F",5,5
"2631","Wagner2016","082112-ET2","Spanish",58.85,"F",3,3
"2632","Wagner2016","082112-ET2","Spanish",58.85,"F",10,3
"2633","Wagner2016","082112-ET2","Spanish",58.85,"F",3,3
"2634","Wagner2016","082112-ET2","Spanish",58.85,"F",10,3
"2635","Wagner2016","082112-ET2","Spanish",58.85,"F",4,4
"2636","Wagner2016","082112-ET2","Spanish",58.85,"F",1,1
"2637","Wagner2016","082112-ET2","Spanish",58.85,"F",5,5
"2638","Wagner2016","082112-ET2","Spanish",58.85,"F",2,2
"2639","Wagner2016","082112-ET2","Spanish",58.85,"F",8,8
"2640","Wagner2016","082112-ET2","Spanish",58.85,"F",10,3
"2641","Wagner2016","082112-ET2","Spanish",58.85,"F",2,2
"2642","Wagner2016","082112-ET2","Spanish",58.85,"F",1,1
"2643","Wagner2016","082112-ET2","Spanish",58.85,"F",5,5
"2644","Wagner2016","082112-ET2","Spanish",58.85,"F",4,4
"2645","Wagner2016","082112-ET2","Spanish",58.85,"F",8,8
"2646","Wagner2016","082112-ET2","Spanish",58.85,"F",3,3
"2647","Wagner2016","082112-ET1","Spanish",58.85,"F",1,1
"2648","Wagner2016","082112-ET1","Spanish",58.85,"F",2,2
"2649","Wagner2016","082112-ET1","Spanish",58.85,"F",4,4
"2650","Wagner2016","082112-ET1","Spanish",58.85,"F",8,8
"2651","Wagner2016","082112-ET1","Spanish",58.85,"F",5,5
"2652","Wagner2016","082112-ET1","Spanish",58.85,"F",3,3
"2653","Wagner2016","082112-ET1","Spanish",58.85,"F",10,10
"2654","Wagner2016","082112-ET1","Spanish",58.85,"F",3,3
"2655","Wagner2016","082112-ET1","Spanish",58.85,"F",10,10
"2656","Wagner2016","082112-ET1","Spanish",58.85,"F",4,4
"2657","Wagner2016","082112-ET1","Spanish",58.85,"F",1,1
"2658","Wagner2016","082112-ET1","Spanish",58.85,"F",5,5
"2659","Wagner2016","082112-ET1","Spanish",58.85,"F",2,2
"2660","Wagner2016","082112-ET1","Spanish",58.85,"F",8,NA
"2661","Wagner2016","082112-ET1","Spanish",58.85,"F",10,NA
"2662","Wagner2016","082112-ET1","Spanish",58.85,"F",2,NA
"2663","Wagner2016","082112-ET1","Spanish",58.85,"F",1,NA
"2664","Wagner2016","082112-ET1","Spanish",58.85,"F",5,NA
"2665","Wagner2016","082112-ET1","Spanish",58.85,"F",4,NA
"2666","Wagner2016","082112-ET1","Spanish",58.85,"F",8,NA
"2667","Wagner2016","082112-ET1","Spanish",58.85,"F",3,NA
"2668","Wagner2016","080312-VW","Spanish",44.11,"F",1,1
"2669","Wagner2016","080312-VW","Spanish",44.11,"F",2,2
"2670","Wagner2016","080312-VW","Spanish",44.11,"F",4,6
"2671","Wagner2016","080312-VW","Spanish",44.11,"F",8,7
"2672","Wagner2016","080312-VW","Spanish",44.11,"F",5,10
"2673","Wagner2016","080312-VW","Spanish",44.11,"F",3,5
"2674","Wagner2016","080312-VW","Spanish",44.11,"F",10,5
"2675","Wagner2016","080312-VW","Spanish",44.11,"F",3,3
"2676","Wagner2016","080312-VW","Spanish",44.11,"F",10,8
"2677","Wagner2016","080312-VW","Spanish",44.11,"F",4,6
"2678","Wagner2016","080312-VW","Spanish",44.11,"F",1,1
"2679","Wagner2016","080312-VW","Spanish",44.11,"F",5,7
"2680","Wagner2016","080312-VW","Spanish",44.11,"F",2,2
"2681","Wagner2016","080312-VW","Spanish",44.11,"F",8,7
"2682","Wagner2016","080312-VW","Spanish",44.11,"F",10,6
"2683","Wagner2016","080312-VW","Spanish",44.11,"F",2,2
"2684","Wagner2016","080312-VW","Spanish",44.11,"F",1,1
"2685","Wagner2016","080312-VW","Spanish",44.11,"F",5,10
"2686","Wagner2016","080312-VW","Spanish",44.11,"F",4,5
"2687","Wagner2016","080312-VW","Spanish",44.11,"F",8,7
"2688","Wagner2016","080312-VW","Spanish",44.11,"F",3,4
"2689","Wagner2016","080212-HS","Spanish",37.37,"F",1,3
"2690","Wagner2016","080212-HS","Spanish",37.37,"F",2,5
"2691","Wagner2016","080212-HS","Spanish",37.37,"F",4,5
"2692","Wagner2016","080212-HS","Spanish",37.37,"F",8,4
"2693","Wagner2016","080212-HS","Spanish",37.37,"F",5,1
"2694","Wagner2016","080212-HS","Spanish",37.37,"F",3,2
"2695","Wagner2016","080212-HS","Spanish",37.37,"F",10,3
"2696","Wagner2016","080212-HS","Spanish",37.37,"F",3,3
"2697","Wagner2016","080212-HS","Spanish",37.37,"F",10,3
"2698","Wagner2016","080212-HS","Spanish",37.37,"F",4,2
"2699","Wagner2016","080212-HS","Spanish",37.37,"F",1,1
"2700","Wagner2016","080212-HS","Spanish",37.37,"F",5,1
"2701","Wagner2016","080212-HS","Spanish",37.37,"F",2,2
"2702","Wagner2016","080212-HS","Spanish",37.37,"F",8,2
"2703","Wagner2016","080212-HS","Spanish",37.37,"F",10,2
"2704","Wagner2016","080212-HS","Spanish",37.37,"F",2,2
"2705","Wagner2016","080212-HS","Spanish",37.37,"F",1,4
"2706","Wagner2016","080212-HS","Spanish",37.37,"F",5,2
"2707","Wagner2016","080212-HS","Spanish",37.37,"F",4,2
"2708","Wagner2016","080212-HS","Spanish",37.37,"F",8,1
"2709","Wagner2016","080212-HS","Spanish",37.37,"F",3,4
"2710","Wagner2016","080212-TD","Spanish",46.55,"M",1,1
"2711","Wagner2016","080212-TD","Spanish",46.55,"M",2,5
"2712","Wagner2016","080212-TD","Spanish",46.55,"M",4,2
"2713","Wagner2016","080212-TD","Spanish",46.55,"M",8,3
"2714","Wagner2016","080212-TD","Spanish",46.55,"M",5,2
"2715","Wagner2016","080212-TD","Spanish",46.55,"M",3,2
"2716","Wagner2016","080212-TD","Spanish",46.55,"M",10,10
"2717","Wagner2016","080212-TD","Spanish",46.55,"M",3,2
"2718","Wagner2016","080212-TD","Spanish",46.55,"M",10,3
"2719","Wagner2016","080212-TD","Spanish",46.55,"M",4,2
"2720","Wagner2016","080212-TD","Spanish",46.55,"M",1,1
"2721","Wagner2016","080212-TD","Spanish",46.55,"M",5,3
"2722","Wagner2016","080212-TD","Spanish",46.55,"M",2,2
"2723","Wagner2016","080212-TD","Spanish",46.55,"M",8,1
"2724","Wagner2016","080212-TD","Spanish",46.55,"M",10,2
"2725","Wagner2016","080212-TD","Spanish",46.55,"M",2,2
"2726","Wagner2016","080212-TD","Spanish",46.55,"M",1,2
"2727","Wagner2016","080212-TD","Spanish",46.55,"M",5,3
"2728","Wagner2016","080212-TD","Spanish",46.55,"M",4,2
"2729","Wagner2016","080212-TD","Spanish",46.55,"M",8,1
"2730","Wagner2016","080212-TD","Spanish",46.55,"M",3,1
"2731","Wagner2016","080212-MF","Spanish",34.84,"F",1,1
"2732","Wagner2016","080212-MF","Spanish",34.84,"F",2,2
"2733","Wagner2016","080212-MF","Spanish",34.84,"F",4,6
"2734","Wagner2016","080212-MF","Spanish",34.84,"F",8,3
"2735","Wagner2016","080212-MF","Spanish",34.84,"F",5,3
"2736","Wagner2016","080212-MF","Spanish",34.84,"F",3,7
"2737","Wagner2016","080212-MF","Spanish",34.84,"F",10,10
"2738","Wagner2016","080212-MF","Spanish",34.84,"F",3,2
"2739","Wagner2016","080212-MF","Spanish",34.84,"F",10,3
"2740","Wagner2016","080212-MF","Spanish",34.84,"F",4,8
"2741","Wagner2016","080212-MF","Spanish",34.84,"F",1,2
"2742","Wagner2016","080212-MF","Spanish",34.84,"F",5,5
"2743","Wagner2016","080212-MF","Spanish",34.84,"F",2,10
"2744","Wagner2016","080212-MF","Spanish",34.84,"F",8,10
"2745","Wagner2016","080212-MF","Spanish",34.84,"F",10,10
"2746","Wagner2016","080212-MF","Spanish",34.84,"F",2,10
"2747","Wagner2016","080212-MF","Spanish",34.84,"F",1,10
"2748","Wagner2016","080212-MF","Spanish",34.84,"F",5,10
"2749","Wagner2016","080212-MF","Spanish",34.84,"F",4,6
"2750","Wagner2016","080212-MF","Spanish",34.84,"F",8,10
"2751","Wagner2016","080212-MF","Spanish",34.84,"F",3,10
"2752","Wagner2016","080212-LA","Spanish",38.06,"F",1,1
"2753","Wagner2016","080212-LA","Spanish",38.06,"F",2,3
"2754","Wagner2016","080212-LA","Spanish",38.06,"F",4,10
"2755","Wagner2016","080212-LA","Spanish",38.06,"F",8,10
"2756","Wagner2016","080212-LA","Spanish",38.06,"F",5,10
"2757","Wagner2016","080212-LA","Spanish",38.06,"F",3,5
"2758","Wagner2016","080212-LA","Spanish",38.06,"F",10,10
"2759","Wagner2016","080212-LA","Spanish",38.06,"F",3,10
"2760","Wagner2016","080212-LA","Spanish",38.06,"F",10,10
"2761","Wagner2016","080212-LA","Spanish",38.06,"F",4,10
"2762","Wagner2016","080212-LA","Spanish",38.06,"F",1,10
"2763","Wagner2016","080212-LA","Spanish",38.06,"F",5,10
"2764","Wagner2016","080212-LA","Spanish",38.06,"F",2,10
"2765","Wagner2016","080212-LA","Spanish",38.06,"F",8,10
"2766","Wagner2016","080212-LA","Spanish",38.06,"F",10,10
"2767","Wagner2016","080212-LA","Spanish",38.06,"F",2,10
"2768","Wagner2016","080212-LA","Spanish",38.06,"F",1,10
"2769","Wagner2016","080212-LA","Spanish",38.06,"F",5,10
"2770","Wagner2016","080212-LA","Spanish",38.06,"F",4,10
"2771","Wagner2016","080212-LA","Spanish",38.06,"F",8,10
"2772","Wagner2016","080212-LA","Spanish",38.06,"F",3,10
"2773","Wagner2016","080112-SF","Spanish",59.61,"F",1,1
"2774","Wagner2016","080112-SF","Spanish",59.61,"F",2,2
"2775","Wagner2016","080112-SF","Spanish",59.61,"F",4,4
"2776","Wagner2016","080112-SF","Spanish",59.61,"F",8,8
"2777","Wagner2016","080112-SF","Spanish",59.61,"F",5,5
"2778","Wagner2016","080112-SF","Spanish",59.61,"F",3,3
"2779","Wagner2016","080112-SF","Spanish",59.61,"F",10,10
"2780","Wagner2016","080112-SF","Spanish",59.61,"F",3,3
"2781","Wagner2016","080112-SF","Spanish",59.61,"F",10,10
"2782","Wagner2016","080112-SF","Spanish",59.61,"F",4,4
"2783","Wagner2016","080112-SF","Spanish",59.61,"F",1,1
"2784","Wagner2016","080112-SF","Spanish",59.61,"F",5,5
"2785","Wagner2016","080112-SF","Spanish",59.61,"F",2,2
